sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
MELPROT-9-055-034,GL,50.2,1.75,14.63,,,10.7,,7.06,11.69,2.93,0.14,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-035,GL,50.42,1.8,14.43,,,11,,6.79,11.53,2.96,0.15,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-036,GL,50.6,1.83,14.66,,,10.9,,6.94,11.59,2.91,0.15,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-041,GL,50.44,1.84,14.54,,,10.75,,6.84,11.52,2.9,0.17,0.19,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-042,GL,50.95,1.87,14.75,,,10.88,,6.91,11.53,2.79,0.17,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-043,GL,51.13,1.92,14.42,,,11.24,,6.95,11.56,2.97,0.15,0.22,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-044,GL,51.1,1.92,14.36,,,11.04,,6.84,11.35,2.93,0.17,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-045B,GL,50.71,1.97,14.26,,,11.28,,6.84,11.75,2.99,0.16,0.19,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-055-045T,GL,50.87,1.9,14.28,,,11.18,,6.72,11.4,2.94,0.16,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-055-046B,GL,50.8,1.83,14.47,,,10.7,,6.88,11.44,2.79,0.15,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-055-046T,GL,50.91,1.89,14.25,,,11.01,,6.94,11.63,2.92,0.18,0.2,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-055-047,GL,50.64,1.94,14.12,,,11.69,,6.64,11.47,2.92,0.14,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-048,GL,50.83,1.93,14.11,,,11.58,,6.59,11.41,2.82,0.14,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-051,GL,50.5,1.89,14.6,,,10.92,,6.86,11.58,2.91,0.16,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-073,GL,50.35,1.89,14.44,,,10.93,,6.76,11.5,2.89,0.18,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-075,GL,50.46,1.8,14.57,,,10.73,,6.94,11.75,3.12,0.15,0.2,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-055-001,GL,50.83,1.7,14.37,,,10.86,,6.96,11.62,2.92,0.14,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-002,GL,50.39,1.72,14.28,,,10.72,,7.06,11.7,2.9,0.12,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-004,GL,51.06,1.91,14.41,,,10.66,,6.93,11.77,2.84,0.16,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-008,GL,50.99,1.79,14.55,,,10.72,,7.19,11.8,2.91,0.15,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-009,GL,50.77,1.8,14.38,,,10.89,,6.84,11.48,2.95,0.16,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-010,GL,50.84,1.86,14.44,,,10.77,,6.94,11.47,2.88,0.16,0.19,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-012,GL,50.65,1.88,14.55,,,10.83,,6.98,11.67,2.89,0.16,0.2,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-013,GL,50.77,1.78,14.32,,,10.94,,6.9,11.47,2.91,0.16,0.19,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-016,GL,50.37,1.89,14.54,,,10.82,,6.93,11.66,2.87,0.17,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-017,GL,50.93,1.77,14.61,,,10.79,,6.96,11.62,2.73,0.15,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-019,GL,51.39,1.92,14.2,,,11.58,,6.61,11.08,2.72,0.14,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-021,GL,50.64,1.94,14.16,,,11.38,,6.82,11.49,2.73,0.14,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-023,GL,51.07,1.89,14.5,,,10.93,,6.81,11.51,2.83,0.16,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-024,GL,51.11,1.92,14.29,,,10.98,,6.91,11.63,2.77,0.16,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-024,GL,51.05,1.91,14.54,,,10.97,,6.9,11.84,2.81,0.17,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-025,GL,50.78,1.88,14.67,,,10.96,,6.82,11.52,2.85,0.15,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-026,GL,50.8,1.84,14.54,,,11.26,,7.07,11.92,2.85,0.16,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-028,GL,50.72,2.02,14.03,,,11.83,,6.77,11.26,2.93,0.16,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-030A,GL,50.51,1.91,14.43,,,10.9,,7,11.76,2.88,0.16,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-030B,GL,50.77,1.84,14.46,,,10.74,,6.78,11.48,2.86,0.16,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-034,GL,50.2,1.75,14.63,,,10.7,,7.06,11.69,2.93,0.14,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-035,GL,50.42,1.8,14.43,,,11,,6.79,11.53,2.96,0.15,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-036,GL,50.6,1.83,14.66,,,10.9,,6.74,11.59,2.91,0.15,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-041,GL,50.44,1.84,14.54,,,10.75,,6.84,11.52,2.9,0.17,0.19,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-042,GL,50.95,1.87,14.75,,,10.88,,6.91,11.53,2.79,0.17,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-043,GL,51.13,1.92,14.42,,,11.24,,6.95,11.56,2.97,0.15,0.22,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-044,GL,51.1,1.92,14.36,,,11.04,,6.84,11.35,2.93,0.17,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-045,GL,50.87,1.9,14.28,,,11.18,,6.72,11.4,2.94,0.16,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-045,GL,50.71,1.97,14.26,,,11.28,,6.84,11.75,2.99,0.16,0.19,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-046,GL,50.91,1.89,14.45,,,11.01,,6.94,11.63,2.92,0.18,0.2,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-046,GL,50.8,1.83,14.47,,,10.7,,6.88,11.44,2.79,0.15,0.17,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-047,GL,50.64,1.94,14.12,,,11.69,,6.64,11.47,2.92,0.14,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-048,GL,50.83,1.93,14.11,,,11.58,,6.59,11.41,2.82,0.14,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-051,GL,50.5,1.89,14.6,,,10.92,,6.86,11.58,2.91,0.16,0.16,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-073,GL,50.35,1.89,14.44,,,10.93,,6.76,11.5,2.89,0.18,0.18,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-055-075,GL,50.46,1.8,14.57,,,10.73,,6.94,11.75,3.12,0.15,0.2,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
ALV1987-001-001,GL,50.55,2.08,14.08,,,11.55,,6.44,11.35,2.92,0.18,0.18,10.98,-103.69,-2708,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-001,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-001-002,GL,50.89,1.99,14.28,,,11.28,,6.48,11.18,2.85,0.2,0.18,10.98,-103.69,-2708,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-001,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-002-001,GL,50.42,2.02,14.41,,,11.36,,6.6,11.25,2.9,0.19,0.17,10.98,-103.7,-2695,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-002,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-005-001,GL,51.75,1.59,14.71,,,10.36,,7.19,11.82,2.74,0.16,0.19,10.98,-103.7,-2602,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-005,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-006-001,GL,50.56,1.74,14.15,,,10.86,,6.92,11.61,2.78,0.14,0.18,10.98,-103.7,-2558,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-006,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-006-002,GL,51.31,1.76,14.46,,,10.74,,7.1,11.67,2.9,0.16,0.18,10.98,-103.7,-2558,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-006,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-007-001,GL,50,1.7,14.74,,,10.47,,7.12,11.88,2.94,0.14,0.16,10.98,-103.7,-2529,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-007,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-007-002,GL,50.63,1.72,14.56,,,10.77,,6.99,11.63,2.98,0.13,0.17,10.98,-103.7,-2529,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-007,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-008-001,GL,50.81,1.86,14.36,,,10.85,,6.71,11.45,2.98,0.15,0.18,10.98,-103.7,-2524,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-008,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-009-001,GL,50.26,1.74,14.69,,,10.15,,7.08,11.87,2.85,0.13,0.17,10.98,-103.7,-2527,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-009,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-001-001,GL,50.62,1.7,14.42,,,10.55,,7.02,11.72,2.84,0.14,0.16,10.98,-103.8,-2541,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-001,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-002-001,GL,51.22,1.65,14.89,,,10.25,,7.09,11.83,3.05,0.14,0.14,10.98,-103.7,-2527,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-002,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-003-001,GL,50.67,1.77,14.43,,,10.65,,6.94,11.6,2.86,0.14,0.19,10.98,-103.7,-2535,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-003,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-004-001,GL,50.24,1.8,14.4,,,10.86,,6.89,11.65,2.89,0.16,0.18,10.98,-103.7,-2531,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-004,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-004-002,GL,50.69,1.79,14.54,,,10.8,,6.93,11.49,2.82,0.15,0.18,10.98,-103.7,-2531,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-004,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-005-001,GL,51.23,1.71,14.64,,,10.69,,7.02,11.67,2.89,0.14,0.16,10.98,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-005,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-005-002,GL,51.19,1.72,14.61,,,10.6,,7.09,11.72,2.94,0.15,0.16,10.98,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-005,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1988-007-001,GL,50.96,1.89,14.48,,,10.81,,7,11.62,2.87,0.14,0.17,10.98,-103.7,-2538,SPREADING_CENTER;EAST PACIFIC RISE,ALV1988-007,ALVIN 1988,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-209-001,GL,50.86,1.87,14.35,,,10.79,,6.78,11.22,2.88,0.17,0.23,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-209-002,GL,51.21,1.83,14.44,,,10.95,,6.89,11.28,2.96,0.15,0.18,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-209-004,GL,51.51,1.8,14.6,,,10.8,,6.97,11.51,2.86,0.16,0.2,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-209-005,GL,50.96,1.86,14.62,,,10.81,,6.71,11.37,2.89,0.15,0.21,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-209-007,GL,50.82,1.9,14.35,,,10.99,,6.73,11.18,2.98,0.15,0.24,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-209-M1,GL,50.72,1.85,14.4,,,10.95,,6.81,11.34,2.94,0.15,0.19,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-209-M2,GL,51.19,1.9,14.19,,,11.11,,6.76,11.28,2.99,0.17,0.18,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-209-M3,GL,50.76,1.78,14.2,,,10.71,,6.83,11.42,2.95,0.14,0.19,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-209-M4,GL,50.68,1.88,14.26,,,10.9,,6.78,11.22,3.01,0.15,0.2,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-209-001,GL,50.86,1.87,14.35,,,10.79,,6.78,11.22,2.88,0.17,0.23,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-002,GL,51.21,1.83,14.44,,,10.95,,6.89,11.28,2.96,0.15,0.18,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-004,GL,51.51,1.8,14.6,,,10.8,,6.97,11.51,2.86,0.16,0.2,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-005,GL,50.96,1.86,14.62,,,10.81,,6.71,11.37,2.89,0.15,0.21,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-007,GL,50.82,1.9,14.35,,,10.99,,6.73,11.18,2.98,0.15,0.24,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-015A,GL,50.72,1.85,14.4,,,10.95,,6.81,11.34,2.94,0.15,0.19,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-015B,GL,51.19,1.9,14.19,,,11.11,,6.76,11.28,2.99,0.17,0.18,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-015C,GL,50.76,1.78,14.2,,,10.71,,6.83,11.42,2.95,0.14,0.19,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-209-015D,GL,50.68,1.88,14.26,,,10.9,,6.78,11.22,3.01,0.15,0.2,10.977,-103.7,-2530,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-209,PROTEA,camera tow,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
ALV1987-011-001,GL,50.09,1.68,14.8,,,10.39,,7.22,11.96,2.96,0.13,0.16,10.97,-103.7,-2526,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-011,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-012-002,GL,50.11,1.62,14.77,,,10.45,,7.13,11.85,2.87,0.13,0.14,10.97,-103.7,-2523,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-012,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-013-001,GL,50.3,1.69,14.7,,,10.33,,7.09,11.85,2.92,0.16,0.18,10.97,-103.7,-2517,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-013,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-014-001,GL,51.01,1.83,14.06,,,11.38,,6.57,10.93,2.9,0.15,0.15,10.96,-103.7,-2523,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-014,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV1987-015-001,GL,50.81,1.77,14.37,,,10.88,,6.87,11.5,2.83,0.17,0.16,10.96,-103.7,-2520,SPREADING_CENTER;EAST PACIFIC RISE,ALV1987-015,ALVIN 1987,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-004-001,GL,50.34,1.89,14.91,,,10.5,,6.76,11.51,2.95,0.2,0.22,10.94,-103.68,-2646 to -2686,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-004,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-004-002,GL,50.24,1.86,14.94,,,10.8,,6.95,11.62,2.88,0.23,0.19,10.94,-103.68,-2646 to -2686,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-004,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-004-004,GL,50.12,1.82,14.64,,,10.66,,6.75,11.62,2.84,0.23,0.19,10.94,-103.68,-2646 to -2686,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-004,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
