sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
GIL7904-006-012A,GL,50.66,1.29,15.44,,,9.77,,8.24,12.52,2.25,0.06,0.14,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-014A,GL,50.34,1.27,15.1,,,9.73,,8.21,12.65,2.26,0.05,0.14,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-016,GL,50.16,1.26,15.21,,,9.64,,8.27,12.63,2.24,0.06,0.13,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-023,GL,49.77,1.29,15.22,,,9.6,,8.13,12.47,2.18,0.05,0.13,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-006-024,GL,49.35,1.21,15.83,,,8.96,,8.34,12.54,2.39,0.05,0.12,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-054,GL,49.85,1.19,15.93,,,9.02,,8.38,12.53,2.34,0.06,0.14,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-071,GL,50.02,1.19,15.93,,,8.96,,8.33,12.61,2.38,0.06,0.15,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-081,GL,49.34,1.24,15.98,,,8.96,,8.3,12.45,2.38,0.06,0.13,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-093,GL,50,1.17,16.06,,,8.99,,8.38,12.51,2.35,0.04,0.14,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-006-105,GL,50.47,1.32,14.75,,,9.85,,8.21,12.79,2.15,0.06,0.12,22.6,-108.31,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-006,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-005-012,GL,49.9,1.54,15,,,9.77,0.17,7.86,12.2,2.84,0.06,,22.58,-108.3,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-005,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-005-002,GL,49.96,0.99,15.76,,,8.93,,8.85,12.82,2.04,0.04,0.14,22.58,-108.3,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-005,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-005-003,GL,50.59,0.97,16.04,,,8.92,,8.8,12.92,1.98,0.03,0.1,22.58,-108.3,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-005,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-005-005,GL,50.48,1.72,14.43,,,11.25,,7.26,12.2,2.14,0.08,0.16,22.58,-108.3,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-005,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-005-012,GL,50.48,1.57,14.96,,,10.1,,7.5,12.23,2.78,0.1,0.17,22.58,-108.3,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-005,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-005-020,GL,50.77,1.58,14.92,,,10.16,,7.63,12.18,2.74,0.06,0.17,22.58,-108.3,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-005,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-005-022,GL,50.74,1.59,15.12,,,10.23,,7.41,12.2,2.72,0.08,0.18,22.58,-108.3,-2850 to -2950,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-005,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-012-005,GL,49.7,1.28,15.5,,,9.43,0.15,8.53,12.3,2.42,0.03,,22.56,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-012,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-012-005,GL,49.2,1.26,15.8,,,9.5,0.17,8.82,12.4,2.29,,,22.56,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-012,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(262)
GIL7904-012-005,GL,50.45,1.29,15.58,,,9.64,,8.15,12.46,2.25,0.04,0.11,22.56,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-012,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-012-009,GL,50.65,2.03,14.02,,,11.85,,6.72,11.5,2.59,0.07,0.17,22.56,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-012,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-012-010,GL,50.38,2.03,13.99,,,11.85,,6.77,11.57,2.57,0.08,0.17,22.56,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-012,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-011-006,GL,49.2,1.4,15.1,,,9.48,0.14,8.37,12,2.25,0.05,,22.53,-108.4,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-011,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-011-006,GL,49.9,1.4,15.9,,,9.62,0.16,8.59,12.1,2.24,0.02,,22.53,-108.4,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-011,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(262)
GIL7904-011-004,GL,50.67,1.41,15.28,,,10.03,,8.08,12.27,2.12,0.05,0.14,22.53,-108.4,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-011,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-011-005,GL,50.4,1.48,15.34,,,10.03,,8.12,12.39,2.18,0.05,0.14,22.53,-108.4,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-011,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-011-006,GL,50.17,1.48,15.3,,,10.03,,8.05,12.26,2.21,0.05,0.12,22.53,-108.4,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-011,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-011-019,GL,50.36,1.3,15.2,,,9.79,,8.23,12.56,2.19,0.04,0.11,22.53,-108.4,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-011,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-011-072,GL,50.99,1.55,15.04,,,10.26,,7.66,12.06,2.33,0.07,0.15,22.53,-108.4,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-011,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-008-001A,GL,50.33,2.06,14.67,,,10.61,,7.18,11.64,2.63,0.09,0.16,22.49,-108.42,-2650 to -2720,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-008,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-008-002B,GL,50.26,2.1,14.93,,,10.58,,7.19,11.85,2.65,0.07,0.18,22.49,-108.42,-2650 to -2720,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-008,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-008-003,GL,50.05,2.16,14.82,,,10.79,,7.19,11.56,2.62,0.09,0.18,22.49,-108.42,-2650 to -2720,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-008,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-008-004,GL,50.2,2.12,14.8,,,10.74,,7.15,11.6,2.67,0.08,0.18,22.49,-108.42,-2650 to -2720,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-008,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-008-012,GL,51.14,1.66,14.74,,,9.92,,7.33,12.31,2.68,0.06,0.12,22.49,-108.42,-2650 to -2720,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-008,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-008-014,GL,50.93,1.61,14.77,,,9.92,,7.4,12.34,2.61,0.07,0.15,22.49,-108.42,-2650 to -2720,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-008,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-008-016,GL,50.38,1.62,14.72,,,10.05,,7.4,12.11,2.7,0.06,0.16,22.49,-108.42,-2650 to -2720,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-008,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-014-794,GL,50.4,1.19,14.8,,,9.97,0.18,8.35,12.3,2.48,0.05,,22.46,-108.38,-2550 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-014,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-014-794,GL,50.1,1.22,14.8,,,9.92,0.17,8.38,12.6,2.38,0.03,,22.46,-108.38,-2550 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-014,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(262)
GIL7904-014-003,GL,50.53,1.2,14.87,,,10.16,,7.8,12.7,2.32,0.06,0.12,22.46,-108.38,-2550 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-014,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-014-020,GL,50.41,1.22,14.97,,,10.28,,7.84,12.49,2.36,0.08,0.13,22.46,-108.38,-2550 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-014,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-014-6794,GL,50.82,1.21,14.82,,,10.13,,7.92,12.57,2.34,0.04,0.11,22.46,-108.38,-2550 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-014,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-008,GL,49.3,1.19,16,,,8.88,0.15,8.98,12.3,2.81,0.03,,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-007-039,GL,49.4,1.22,15.9,,,9.11,0.18,9.05,12.6,2.8,0.02,,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-007-008,GL,49.6,1.25,16,,,8.87,0.14,8.86,12.4,2.66,0.01,,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(262)
GIL7904-007-008A,GL,49.86,1.28,15.96,,,9.17,,8.34,12.44,2.66,0.04,0.13,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-007-013,GL,50.01,1.27,15.87,,,9.11,,8.52,12.47,2.57,0.03,0.13,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-016,GL,50.24,1.26,16.01,,,9.19,,8.45,12.55,2.54,0.04,0.14,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-020,GL,50.31,1.25,15.06,,,9.9,,7.9,12.51,2.4,0.06,0.12,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-025,GL,49.73,1.17,15.52,,,9.37,,8.23,12.92,2.33,0.06,0.12,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-033,GL,50,1.23,15.45,,,9.77,,7.85,12.64,2.46,0.06,0.16,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-036,GL,50.76,0.97,14.91,,,9.29,,8.5,13.1,2.01,0.04,0.14,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-039,GL,49.68,1.22,15.88,,,9.19,,8.54,12.35,2.52,0.04,0.12,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-007-055,GL,50.71,1.01,15.56,,,8.94,,8.42,13.2,2.05,0.05,0.09,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-007-098,GL,50.09,1.28,15.98,,,9.04,,8.34,12.68,2.57,0.04,0.1,22.42,-108.42,-2750 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-007,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-015-A2,GL,49.3,1.09,15.4,,,9.41,0.17,9.21,12.9,2.07,0.02,,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-015-008,GL,49.8,1.05,15.2,,,9.32,0.16,9.09,12.9,2.01,0.03,,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(261)
GIL7904-015-A2,GL,49.4,0.98,16.2,,,8.84,0.16,9.95,12.6,1.91,0.01,,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",fresh,"Bender,1984(159)",EMP(262)
GIL7904-015-003C,GL,49.97,1.04,15.28,,,9.49,,8.54,13.18,1.92,0.04,0.12,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-015-008,GL,50.19,1.03,15.27,,,9.56,,8.73,13.04,1.95,0.03,0.11,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-015-020,GL,50.12,1.07,15.29,,,9.58,,8.54,13.05,1.9,0.05,0.11,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-015-022,GL,50.15,1.08,15.6,,,9.56,,8.64,12.85,1.93,0.04,0.12,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-015-A1,GL,50.28,1.1,15.16,,,9.41,,8.41,12.95,1.88,0.02,0.11,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
GIL7904-015-A2,GL,49.97,1.1,15.24,,,9.34,,8.67,13.09,1.91,0.03,0.12,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
GIL7904-015-A3,GL,49.86,1.11,15.19,,,9.46,,8.68,13.12,1.94,0.05,0.11,22.35,-108.33,-2800 to -2850,SPREADING_CENTER;EAST PACIFIC RISE,GIL7904-015,GS79-04,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ALV0920-R001,GL,50.92,1.55,14.35,,,10.17,0.21,7.56,12.18,2.88,0.034,0.14,20.965,-109.287,-2800,SPREADING_CENTER;EAST PACIFIC RISE,ALV0920-R001,ALVIN 0920,submersible,"basalt; basalt; , ",fresh,"Newman,1983(169)",EMP(688)
ALV0920-R010,GL,50.49,1.62,14.17,,,11.3,0.2,7.32,11.64,2.39,0.07,0.16,20.965,-109.287,-2800,SPREADING_CENTER;EAST PACIFIC RISE,ALV0920-R010,ALVIN 0920,submersible,"basalt; basalt; , ",fresh,"Newman,1983(169)",EMP(688)
LEE76MX-1-010-A002,GL,50.34,2.38,14.16,,,12.08,,6.55,10.68,2.89,0.14,0.22,20.93,-109.04,-2670 to -2680,SPREADING_CENTER;EAST PACIFIC RISE,LEE76MX-1-010,LEE1-761MX,dredge,"basalt; basalt; , ",fresh,"Moore,1977(168)",EMP(686)
GIL1979-008-002,GL,49.6,1.2,16.43,,,8.48,0.13,8.74,11.73,2.88,0.07,,20.93,-109.03,,SPREADING_CENTER;EAST PACIFIC RISE,GIL1979-008,GS1979,dredge,"basalt; basalt; ol-basalt, ol and sporadic plag laths in glassy matrix; trace amounts of spinel",fresh,"Hekinian,1987(88)",EMP(996)
GIL1979-007-002,GL,50.9,1.19,15.31,,,8.63,0.07,8.3,11.69,2.69,0.06,0.04,20.93,-109.06,,SPREADING_CENTER;EAST PACIFIC RISE,GIL1979-007,GS1979,dredge,"basalt; basalt; ol-basalt, ol and sporadic plag laths in glassy matrix; trace amounts of spinel",fresh,"Hekinian,1987(88)",EMP(996)
GIL1979-007-001,GL,50.52,1.88,14.27,,,10.32,0.19,6.92,11,2.89,0.13,0.2,20.93,-109.06,,SPREADING_CENTER;EAST PACIFIC RISE,GIL1979-007,GS1979,dredge,"basalt; basalt; plag-basalt, highly phyric; up to 20% plag-pc (0.5-3 mm in length) and some resorbed ol in glassy matrix",fresh,"Hekinian,1987(88)",EMP(996)
LEE76MX-1-009-A,GL,50.63,1.7,14.82,,,10.65,,7.45,11.73,2.7,0.1,0.15,20.925,-109.05,-2630 to -2640,SPREADING_CENTER;EAST PACIFIC RISE,LEE76MX-1-009,LEE1-761MX,dredge,"basalt; basalt; , ",fresh,"Moore,1977(168)",EMP(686)
LEE76MX-1-009-A002,GL,50.12,1.7,14.81,,,10.61,,7.46,11.8,2.72,0,0.15,20.925,-109.05,-2630 to -2640,SPREADING_CENTER;EAST PACIFIC RISE,LEE76MX-1-009,LEE1-761MX,dredge,"basalt; basalt; , ",fresh,"Moore,1977(168)",EMP(686)
LEE76MX-1-011-A,GL,50.75,1.47,15.15,,,10.11,,7.73,11.83,2.68,0.12,0.11,20.925,-109.03,-2640 to -2660,SPREADING_CENTER;EAST PACIFIC RISE,LEE76MX-1-011,LEE1-761MX,dredge,"basalt; basalt; , ",fresh,"Moore,1977(168)",EMP(686)
LEE76MX-1-011-A002,GL,50.5,1.5,14.97,,,10.16,,7.68,11.87,2.7,0.12,0.13,20.925,-109.03,-2640 to -2660,SPREADING_CENTER;EAST PACIFIC RISE,LEE76MX-1-011,LEE1-761MX,dredge,"basalt; basalt; , ",fresh,"Moore,1977(168)",EMP(686)
CYA1978-003-005,GL,50.09,1.79,13.93,10.48,,,0.21,7.22,11.82,2.61,0.09,0.13,20.92,-109.03,-2670,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-003-005,CYANA1978 (CYAMEX),submersible,"basalt; basalt; , ",fresh,"Jambon,1990(425)",EMP(1464)
CYA1978-004-007B,GL,50.48,1.59,14.08,10.28,,,0.15,7.58,11.88,2.58,0.056,0.13,20.92,-109.03,-2635,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-004-007B,CYANA1978 (CYAMEX),submersible,"basalt; basalt; , ",fresh,"Jambon,1990(425)",EMP(1464)
CYA1978-004-006,GL,50.44,1.51,15.25,,,9.95,0.16,7.48,11.83,2.65,0.09,,20.92,-109.03,-2650,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-004-006,CYANA1978 (CYAMEX),submersible,"basalt; basalt; , ",fresh,"Schiano,1997(34)",EMP(583)
CYA1978-006-010,GL,50.13,1.34,15.82,,,9.11,0.17,8.33,12.03,2.79,0.06,,20.92,-109.07,-2655,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-006-010,CYANA1978 (CYAMEX),submersible,"basalt; basalt; plag-basalt, moderately phyric; glassy matrix with >10% plag-pc",fresh,"Schiano,1997(34)",EMP(583)
LEE76MX-1-006-B,GL,50.3,1.4,16.23,,,9.15,,8.05,11.91,2.75,0.22,0.16,20.92,-109.02,-2650 to -2675,SPREADING_CENTER;EAST PACIFIC RISE,LEE76MX-1-006,LEE1-761MX,dredge,"basalt; basalt; , ",fresh,"Moore,1977(168)",EMP(686)
LEE76MX-1-006-B002,GL,50.07,1.36,16.27,,,8,,8.03,12.01,2.79,0.21,0.15,20.92,-109.02,-2650 to -2675,SPREADING_CENTER;EAST PACIFIC RISE,LEE76MX-1-006,LEE1-761MX,dredge,"basalt; basalt; , ",fresh,"Moore,1977(168)",EMP(686)
CYA1978-006-010,GL,48.57,1.23,15.98,,,8.97,0.15,8.77,11.88,2.59,0.01,0.02,20.92,-109.07,-2655,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-006-010,CYANA1978 (CYAMEX),submersible,"basalt; basalt; plag-basalt, moderately phyric; glassy matrix with >10% plag-pc",fresh,"Hekinian,1987(88)",EMP(996)
CYA1978-007-012,GL,50.59,1.6,15.62,,,9.08,0.11,7.29,12.42,2.98,0.18,,20.92,-109.05,-2635,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-007-012,CYANA1978 (CYAMEX),submersible,"basalt; basalt; plag-ol-cpx-basalt, plag, ol and cpx (<5-7%) with glomeroporphyritic texture in glassy matrix",fresh,"Hekinian,1987(88)",EMP(996)
GIL1979-006-001,GL,50.64,1.67,14.52,,,9.83,0.2,7.01,11.61,2.74,0.08,,20.91,-109.06,,SPREADING_CENTER;EAST PACIFIC RISE,GIL1979-006,GS1979,dredge,"basalt; basalt; plag-ol-cpx-basalt, plag, ol and cpx (<5-7%) with glomeroporphyritic texture in glassy matrix",fresh,"Hekinian,1987(88)",EMP(996)
CYA1978-009-015,GL,50.16,1.41,14.69,,,10.66,0.16,8.56,12.19,2.42,0.03,0.3,20.9,-109.07,-2645,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-009-015,CYANA1978 (CYAMEX),submersible,"basalt; basalt; , ",fresh,"Juteau,1980(96)",EMP(633)
CYA1978-010-016,GL,50.94,1.91,14.27,,,10.37,0.07,7.21,11.24,3.15,0.08,0.31,20.9,-109.03,-2580,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-010-016,CYANA1978 (CYAMEX),submersible,"basalt; basalt; , ",fresh,"Juteau,1980(96)",EMP(633)
GIL1979-051,GL,50.3,1.83,14.68,,,9.6,0.07,7.53,11.43,2.71,0.09,0.4,20.9,-109.06,,SPREADING_CENTER;EAST PACIFIC RISE,GIL1979-005,GS1979,dredge,"basalt; basalt; plag-basalt, highly phyric; up to 20% plag-pc (0.5-3 mm in length) and some resorbed ol in glassy matrix",fresh,"Hekinian,1987(88)",EMP(996)
CYA1978-012-034,GL,51.07,1.47,14.47,,,9.47,0.12,8.2,11.78,2.65,0.09,,20.9,-109.05,-2645,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-012-034,CYANA1978 (CYAMEX),submersible,"basalt; basalt; plag-ol-cpx-basalt, plag, ol and cpx (<5-7%) with glomeroporphyritic texture in glassy matrix",fresh,"Hekinian,1987(88)",EMP(996)
GIL1979-005-002,GL,51.14,1.53,14.38,,,9.78,0.12,7.51,11.71,2.84,0.1,,20.9,-109.06,,SPREADING_CENTER;EAST PACIFIC RISE,GIL1979-005,GS1979,dredge,"basalt; basalt; plag-ol-cpx-basalt, plag, ol and cpx (<5-7%) with glomeroporphyritic texture in glassy matrix",fresh,"Hekinian,1987(88)",EMP(996)
CYA1978-010-019,GL,50.09,1.35,14.86,9.48,,,0.19,8.33,12.35,2.2,0.055,0.23,20.89,-109.02,-2645,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-010-019,CYANA1978 (CYAMEX),submersible,"basalt; basalt; plag-ol-cpx-basalt, plag, ol and cpx (<5-7%) with glomeroporphyritic texture in glassy matrix",fresh,"Jambon,1990(425)",EMP(1464)
GIL1979-003-001,GL,50.73,1.5,14.14,,,10.52,0.12,7.28,11.5,2.7,0.06,,20.89,-109.02,,SPREADING_CENTER;EAST PACIFIC RISE,GIL1979-003,GS1979,dredge,"basalt; basalt; plag-ol-cpx-basalt, plag, ol and cpx (<5-7%) with glomeroporphyritic texture in glassy matrix",fresh,"Hekinian,1987(88)",EMP(996)
CYA1978-002-001,GL,50.73,1.95,14.3,,,9.78,0.31,7.17,11.46,3.03,0.16,0.44,20.88,-109.03,-2635,SPREADING_CENTER;EAST PACIFIC RISE,CYA1978-002-001,CYANA1978 (CYAMEX),submersible,"basalt; basalt; plag-basalt, moderately phyric; glassy matrix with >10% plag-pc",fresh,"Juteau,1980(96)",EMP(633)
