sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
CYA1982-027-001,glass,50.36,1.64,15.09,,,9.72,,0.18,7.6,11.85,2.72,0.19,0.17,5.07,15.5,,12.1,4.16,1.47,5.26,,,,3.88,,3.29,,23.3,,44,292,,80,,,1825,5.72,7,84,,1.5,,,,164,,0.332,,0.14,284,37,75,127,0.702555,0.513103,18.327,15.491,37.85,12.717,-103.922,-2665,SPREADING_CENTER;EAST PACIFIC RISE,CYA1982-027,CYANA1982 (CYATHERM),submersible,"basalt, basalt, plag pc, ol pc in glass",fresh,"Ben othman,1990(562); Deruelle,1992(651); Hekinian,1989(473); Prinzhofer,1989(108)",EMP(1676); IMP(645); MS(646); MS-ID(2528); XRF(1108)
CYA1982-027-002,glass,50.3,1.67,15.21,,,9.59,,0.17,7.49,11.82,2.79,0.24,0.17,5.36,17.1,,12.6,4.34,1.56,,,,,3.56,,3.18,,27.9,,43,284,,76,,,,6.89,7,84,,4,,,,181,,,,,279,37,74,134,0.702602,0.513137,18.38,15.502,37.918,12.717,-103.922,-2665,SPREADING_CENTER;EAST PACIFIC RISE,CYA1982-027,CYANA1982 (CYATHERM),submersible,"basalt, basalt, plag pc, ol pc in glass",fresh,"Hekinian,1989(473); Prinzhofer,1989(108)",IMP(645); MS(646); XRF(1108)
CYA1982-027-005,glass,49.77,1.36,16.58,,,8.61,,0.11,8.56,11.45,3.06,0.17,,4.89,13,,10.7,3.21,1.26,4.41,,,,3.09,,2.65,,18.2,,,,,,,,,2.8,,,,1.56,,,,188,,,,,,,,,0.702738,0.513139,18.294,15.468,37.774,12.717,-103.922,-2665,SPREADING_CENTER;EAST PACIFIC RISE,CYA1982-027,CYANA1982 (CYATHERM),submersible,"basalt, basalt, plag pc, ol pc in glass",fresh,"Prinzhofer,1989(108)",EMP(644); IMP(645); MS(646)
CYA1982-009-003,glass,50.01,1.84,16.09,,,9,,0.16,7.54,11.26,2.95,0.39,0.22,8.9,21,,17,4.1,1.4,5.11,0.9,,,3.62,,2.7,0.23,41.2,,39,251,,67,,,3570,1.93,11,99,,5,,,,231,,0.624,,0.247,255,37,69,163,0.702609,0.513104,18.373,15.483,37.885,12.715,-103.913,-2623,SPREADING_CENTER;EAST PACIFIC RISE,CYA1982-009,CYANA1982 (CYATHERM),submersible,"basalt, basalt, glassy slab (5m thick) with milky white and reddish-yellow hydrothermal coating(ref-223);cpx pc, plag pc, ol pc in glass(ref-473);",fresh,"Ben othman,1990(562); Deruelle,1992(651); Hekinian,1989(473); Prinzhofer,1989(108)",EMP(1676); IMP(645); INAA(1109); MS(646); MS-ID(2528); XRF(1108)
CYA1982-009-003,whole rock,50.01,1.84,16.09,,9,8.61,,0.16,7.54,11.26,2.95,0.39,0.22,8.6,22.5,,15.1,4.59,1.61,4.85,,5.39,,3.14,,3.13,0.43,,,39,251,,,,,,,11,99,,,,,,231,,,,,37,255,,163,,,,,,12.715,-103.913,-2623,SPREADING_CENTER;EAST PACIFIC RISE,CYA1982-009,CYANA1982 (CYATHERM),submersible,"basalt, basalt, glassy slab (5m thick) with milky white and reddish-yellow hydrothermal coating(ref-223);cpx pc, plag pc, ol pc in glass(ref-473);",fresh,"Hekinian,1995(145)",EMP(1044); ICPMS(1043); XRF(1045)
CYA1982-010-002V,glass,,,,,,,,,,,,,,,,,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,0.702623,0.513096,,,,12.7,-103.9,,SPREADING_CENTER;EAST PACIFIC RISE,CYA1982-010-002,CYANA1982 (CYATHERM),submersible,"basalt, basalt, ",fresh,"Chaussidon,1991(913)",MS(2492); MS-ID(2493)
NHOCHEP-024-004,glass,50,1.49,15,,11,10.96,11,0.182,7.78,11.8,2.71,0.112,0.149,,11.4,,10.2,3.6,1.34,4.71,,5.67,,3.61,,3.36,,10.3,,,315,,77,,,,,,86,,,,42,,122,,,,,321,33.6,78,105,0.70256,0.513168,18.449,15.521,37.948,12.673,-103.913,-2625,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-024,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308); MS-ID(3307)
NHOCHEP-024-007,glass,49.1,1.37,16.6,,9.29,8.25,9.29,0.155,8.68,11.63,2.82,0.23,0.19,,16.2,,12,3.65,1.26,4.38,,4.88,,2.98,,2.73,,38.5,,,318,,76,,,,,,132,,,,35.5,,201,,,,,253,28.8,66,124,0.70258,0.51314,18.424,15.526,37.979,12.673,-103.913,-2625,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-024,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308); MS-ID(3307)
NHOCHEP-121-002,glass,49.65,1.82,13.96,,12.63,11.51,12.63,0.205,7.17,11.38,2.61,0.103,0.205,,13.1,,12.3,4.33,1.52,5.71,,7.1,,4.53,,4.43,,10,,,221,,137,,,,,,75,,,,43,,102,,,,,375,42.2,111,127,0.7025,0.513139,18.36,15.465,37.722,12.533,-103.913,-2629,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-121,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308); MS-ID(3307)
NHOCHEP-026-001,glass,49.7,2.32,14.4,,13.1,11.33,13.1,0.214,6.4,10.6,3.12,0.275,0.249,,23.3,,18.08,5.65,1.94,6.83,,8.27,,5.27,,4.8,,33.5,,,62,,63,,,,7.8,,46,,,,41.9,,163,,,,,379,45.8,100,182,0.70255,0.513141,18.368,15.466,37.803,12.488,-103.905,-2635,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-026,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14); Ryan,1987(395)",DCP(3157); DCP(3306); DCP(403); EMP(402); MS(3308)
NHOCHEP-119-003,glass,50.45,1.74,13.89,,12.9,11.23,,0.181,7.09,11.25,2.82,0.097,0.16,,11.9,,11.3,3.99,1.42,5.28,,6.6,,4.31,,4.01,,9.6,,,153,,69,,,,,,68,,,,43.7,,102,,,,,381,43.7,95,132,0.70249,0.513182,18.358,15.452,37.736,12.371,-103.878,-2642.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-119,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); EMP(402); MS(3308); MS-ID(3307); MS-ID(404)
CYA1982-020-002,glass,49.79,1.32,16.28,,,8.61,,0.21,8.11,12.33,2.64,0.1,,3.63,12.8,,12.1,4.14,1.55,,,,,4.57,,4.45,,8.8,,,,,,,,,5.62,,,,0.83,,,,107,,0.1626,,0.0685,,,,,0.702713,0.51312,18.385,15.485,37.801,12.367,-103.952,-2820,SPREADING_CENTER;EAST PACIFIC RISE,CYA1982-020,CYANA1982 (CYATHERM),submersible,"basalt, basalt, plag pc, ol pc, cpx pc in glass",fresh,"Ben othman,1990(562); Prinzhofer,1989(108)",EMP(644); IMP(645); MS(646); MS-ID(2528)
NHOCHEP-118-001,glass,49.82,1.9,14.02,,13.09,11.94,13.09,0.211,6.96,11.07,2.73,0.104,0.19,,13.4,,12.4,4.49,1.55,6.01,,7.44,,4.81,,4.55,,9.9,,,148,,102,,,,,,68,,,,43.5,,104,,,,,377,43.7,107,134,0.70253,0.51324,18.444,15.532,37.953,12.317,-103.872,-2652.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-118,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308); MS-ID(3307)
NHOCHEP-116-002,glass,49.3,2.34,13.95,,13.3,11.91,13.3,0.212,6.28,10.3,3.06,0.28,0.27,,23.9,,17.9,5.92,1.95,7.52,,8.59,,5.38,,5.14,,25.4,,,64,,63,,,,,,50,,,,41.3,,155,,,,,399,48.5,94,190,0.70253,0.513159,18.368,15.494,37.853,12.2,-103.842,-2638.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-116,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308); MS-ID(3307)
NHOCHEP-116-003,glass,49.25,1.2,16.04,,9.91,8.97,,0.166,9.07,12.35,2.46,0.084,0.059,,7.06,,6.93,2.65,1.02,3.73,,4.46,,2.98,,2.82,,5.5,,,351,,80,,,,,,134,,,,36.5,,81.7,,,,,271,29.1,71,73,0.70239,0.513175,18.348,15.482,37.771,12.2,-103.842,-2638.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-116,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); EMP(402); MS(3308); MS-ID(3307)
NHOCHEP-029-004,glass,49.31,1.81,15.51,,11.05,10,11.05,0.182,7.46,11.11,2.86,0.239,0.23,,18.1,,14.06,4.38,1.53,5.38,,6.47,,4.12,,3.8,,20.9,,,285,,67,,,,,,97,,,,40.1,,173,,,,,330,38.1,79,151,0.70251,0.513162,18.332,15.46,37.729,12.175,-103.825,-2665,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-029,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308)
NHOCHEP-030-001,glass,49.1,1.87,14.13,10.65,12.91,11.51,12.91,0.207,7.04,11.12,2.61,0.1,0.172,,12.7,,12.17,4.36,1.5,5.69,,7.3,,4.75,,4.38,,9.6,,,181,,71,,,,,,246,,,,43,,100,,,,,374,43.4,96,133,0.70244,0.513149,18.335,15.456,37.695,12.096,-103.825,-2685,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-030,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Christie,1986(261); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308); SP-PH(1787)
NHOCHEP-115-002,glass,49.76,1.92,14.17,,12.84,11.68,12.84,0.208,7.11,11.17,2.71,0.097,0.2,,13.5,,14.3,4.95,1.64,6.31,,7.64,,4.99,,4.64,,9.8,,,177,,66,,,,,,72,,,,43.8,,104,,,,,380,44.2,96,136,0.70247,0.513141,18.342,15.457,37.707,12.058,-103.821,-2690,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-115,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); DCP(403); EMP(402); MS(3308); MS-ID(3307)
WASVNTR-R032,glass,49.53,1.94,14.18,,,11.29613963,12.5,0.2,7.08,11.04,2.64,0.143,0.202,,,,,,,,,,,,,,,14.4,,,199.5953761,,60.60748162,,,,,,72.80541143,,,,41.11748438,,118.4047444,,0.365,,0.133,372.2922525,42.56225078,88,139.4739786,,,,,,12.0533,-103.8142,-2715,SPREADING_CENTER;EAST PACIFIC RISE,WASVNTR-R032,VENTURE,rockcore,"basalt, basalt, ",fresh,"Bourdon,2000(1066); Reynolds,1995(784)",DCP(1148); EMP(1147); MS-ID(3012)
NHOCHEP-031-004,glass,50.74,2.07,14.09,,12.39,11.49,,0.248,7.15,11.49,2.65,0.139,0.213,,15.2,,13.56,4.64,1.6,5.92,,7.48,,4.76,,4.51,,15.8,,,220,,78,,,,,,73,,,,42.5,,119,,,,,395,43.1,98,142,0.70233,0.513202,18.34,15.455,37.714,12,-103.808,-2695,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-031,CHEPR,dredge,"basalt, basalt, ",fresh,"Castillo,2000(1093); Langmuir,1999(14)",DCP(3306); EMP(402); MS(3308); MS-ID(404)
NHORIS3-005-001,glass,50.02,1.55,15.84,7.71,1.54,9.1,,,7.69,11.92,2.92,0.26,0.17,5.02,14.81,,,3.34,1.22,,0.75,,,,,2.44,0.37,,,40.9,373,,,,2.82,,,,109,,3.5,,37,,216,,0.28,,0.22,,,,90,,,,,,11.497,-103.957,-1310 to -1570,SPREADING_CENTER;EAST PACIFIC RISE,NHORIS3-005,RISE III,dredge,"basalt, basalt; tholeiite(ref-211);, plag+ol pc, <5%  vesicles, plag mg",fresh,"Batiza,1982(709); Batiza,1984(211)",CALC(330); EMP(1555); EMP(325); INAA(328)
NHORIS3-005-001,whole rock,,,,,,,,,,,,,,5.02,,,7.326,3.34,,,,,,,,,0.37,,,,,,,,,2086,,,,,2.23,,,,217.3,,,,,,,,,0.70256,0.513166,,,,11.497,-103.957,-1310 to -1570,SPREADING_CENTER;EAST PACIFIC RISE,NHORIS3-005,RISE III,dredge,"basalt, basalt; tholeiite(ref-211);, plag+ol pc, <5%  vesicles, plag mg",fresh,"Zindler,1984(273)",MS(334); MS-ID(333)
MELPROT-9-061-066,glass,50.78,1.88,14.52,,,10.6,,0.19,7.02,11.81,2.85,0.14,0.16,,,,,,,,,,,,,,,,,43,281,,73,,,,,5,77,,3,,,,143,,,,,329,40,82,126,,,,,,11.448,-103.795,-2504 to -2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-061,PROTEA,dredge,"basalt, basalt, ",fresh,"Thompson,1989(110)",XRF(649)
CHRCLIP-007-003,glass,49.65,2.2,15.33,,,9.75,,0.19,6.78,10.72,3.47,0.66,,15.5,36.9,,23.9,6.41,2.28,8.19,,8.11,,4.92,,4.26,,158,,,,,,,,,8.39,,,,10.7,,,,318,,1.011,,0.415,,,,,0.702822,0.513043,18.594,15.545,38.173,11.433,-103.783,-2500,SPREADING_CENTER;EAST PACIFIC RISE,CHRCLIP-007,CLIPPERTON,dredge,"basalt, basalt, plag pc, ol pc in glass",fresh,"Ben othman,1990(562); Prinzhofer,1989(108)",EMP(644); IMP(645); MS(646); MS-ID(2528)
CHRCLIP-007-001,glass,49.55,2.06,15.91,,,9.78,,0.17,6.92,10.97,3.33,0.62,0.25,11,28.45,,20.61,5.29,2.15,5.99,1.29,5.9,,3.47,,3.54,0.45,134,,41,210,,63,,,5206,6.1,16,103,,10,,,,287,,,,,272,57,78,155,0.702854,0.513005,,,,11.433,-103.783,-2500,SPREADING_CENTER;EAST PACIFIC RISE,CHRCLIP-007,CLIPPERTON,dredge,"basalt, basalt, plag pc, ol pc in glass",fresh,"Hekinian,1989(473); Michael,1995(409); Michael,1998(808); Prinzhofer,1989(108)",EMP(1230); IMP(645); INAA(1109); MS(646); XRF(1108); XRF(964)
CHRCLIP-007-001,whole rock,49.55,2.06,15.91,,,9.78,,0.17,6.92,10.97,3.33,0.62,0.25,11,28.5,,20.6,5.29,2.15,6.45,,6.57,,4.03,,3.54,0.45,134,,41,210,,63,,,,,16,103,,10,,,,287,,,,,272,37,78,155,,,,,,11.433,-103.783,-2500,SPREADING_CENTER;EAST PACIFIC RISE,CHRCLIP-007,CLIPPERTON,dredge,"basalt, basalt, plag pc, ol pc in glass",fresh,"Thompson,1989(110)",NN(650); XRF(649)
108DR1,glass,50.33,1.44,14.98,,,9.068,,0.14,7.8,11.89,2.91,0.12,,4.23,12.5,,10.2,3.23,1.22,,,5.26,,3.25,,3.1,,18.3,,,,,,,,,5.31,,,,1.25,,,,213,,,,,,,,,0.702908,0.51312,18.405,15.492,37.885,11.43,-104,,SPREADING_CENTER;EAST PACIFIC RISE,108DR1,UNKNOWN,dredge,"basalt, basalt, ",fresh,"Prinzhofer,1989(108)",EMP(644); IMP(645); MS(646)
MELPHNX-2-GC060,glass,50.53,2.45,14.33,,,11.94,,0.22,6.02,10.15,3.56,0.46,0.27,10.07,26.9,4.22,18.9,5.43,1.87,6.98,1.16,7.27,1.57,4.92,0.64,4.08,0.89,77.3,0.95,42,59.5,0.075,86.6,20.1,4.08,,7.86,11.41,45.3,0.967,6.23,,41.2,,198,0.68,0.703,,0.268,328,41.7,114.9,171,0.702659,0.513104,18.301,15.527,37.801,11.35,-103.77,-2544,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-GC060,PHOENIX,rockcore,"basalt, basalt, ",fresh,"Niu,1999(853)",EMP(1566); ICPMS(1567); MS(1568)
MELPHNX-2-GC022,glass,49.71,2.08,15.8,,,10.18,,0.17,6.92,10.82,3.32,0.55,0.28,10.3,26,3.87,16.8,4.54,1.6,5.56,0.88,5.43,1.15,3.2,0.45,2.92,0.44,111,0.89,45.4,204,0.09,72.7,20.5,3.25,,7,15.4,104,0.907,7.61,,38.1,,273,0.823,0.8,,0.3,277,30.5,88.2,143,0.702724,0.513059,18.212,15.506,37.658,11.34,-103.79,-2605,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-GC022,PHOENIX,rockcore,"basalt, basalt, ",fresh,"Niu,1999(853)",EMP(1566); ICPMS(1567); MS(1568)
MELPROT-9-055-041,glass,50.7,1.9,14.34,,,10.93,,0.19,6.91,11.56,2.95,0.13,0.18,,,,,,,,,,,,,,,,,47,218,,72,,,,,5,70,,,,,,137,,,,,337,42,87,125,,,,,,10.987,-103.705,-2524,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-055,PROTEA,dredge,"basalt, basalt, ",fresh,"Thompson,1989(110)",XRF(649)
MELPROT-9-057-009,glass,51,1.78,14.43,,,10.6,,,6.94,11.52,2.85,0.16,0.17,,,,,,,,,,,,,,,,,,,,,,,1490,,,,,,,,,,,,,,,,,,,,,,,10.927,-103.687,-2514,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-057,PROTEA,dredge,"basalt, basalt, ",fresh,"Reinitz,1989(565); Thompson,1989(110)",AAS(2350); EMP(648)
MELPROT-9-057-009,whole rock,50.47,1.87,14.34,,,10.87,,0.2,7.16,11.62,2.72,0.16,0.15,,,,,,,,,,,,,,,,,42,200,,71,,,,,5,70,,4,,,,138,,,,,333,41,84,125,,,,,,10.927,-103.687,-2514,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-057,PROTEA,dredge,"basalt, basalt, ",fresh,"Thompson,1989(110)",XRF(649)
MELPHNX-2-045-001,glass,51.602,3.63,11.79,,,17.01,,0.32,3.27,7.61,3.41,0.38,0.53,13.9,42.1,7.34,35.9,11.4,3.51,15.2,2.53,17,3.61,10.6,1.5,9.85,1.48,42.1,1.49,38.3,0.121,0.076,53.7,24.4,9.43,,16.7,12.6,4.52,1.2,5.09,,35.9,,120,0.845,0.738,,0.296,232,94.5,178,348,0.702537,0.513159,18.299,15.48,37.718,10.5338,-103.3611,-3168.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-045,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(896); ICPMS(898); MS(897)
MELPHNX-2-044-002,glass,51.412,2.24,13.44,,,12.93,,0.25,5.73,10.05,3.13,0.18,0.21,5.47,17,3.05,15.1,5.12,1.75,6.92,1.15,7.84,1.67,4.91,0.695,4.57,0.685,17.5,0.654,47.6,15.6,0.088,75.5,19.6,3.88,,9.25,4.45,32,0.554,2.44,,43.4,,125,0.294,0.252,,0.109,363,44.4,117,143,0.702679,0.513157,18.315,15.484,37.738,10.5257,-103.3402,-3152.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-044,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(896); ICPMS(898); MS(897)
MELPHNX-2-047-003,glass,51.375,2.59,13.24,,,13.31,,0.21,5.28,10.27,3.01,0.2,0.23,9.35,28,4.87,23.3,7.43,2.25,9.66,1.65,11.1,2.37,6.91,0.994,6.55,0.989,33.5,1.08,43.8,14.1,0.059,70.8,21.7,6.19,,12.3,8.5,27.2,0.805,3.77,,41.3,,127,0.541,0.545,,0.219,347,63,141,236,0.702559,0.513152,18.337,15.494,37.769,10.5189,-103.3832,-3191.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-047,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-046-003,glass,54.173,2.74,12.12,,,15.62,,0.3,2.51,6.84,3.84,0.59,0.74,19.3,57.7,9.9,47.7,14.7,4.26,18.9,3.15,20.8,4.45,12.9,1.84,12,1.8,64,1.99,29.5,0.114,0.117,42.9,26.5,12,,21.1,16.9,2.61,1.65,7.83,,30.8,,128,1.07,1.04,,0.413,114,117,195,463,0.702542,0.513148,18.285,15.478,37.693,10.5173,-103.3721,-3065.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-046,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(896); ICPMS(898); MS(897)
MELPHNX-2-051-005,glass,51.637,2.44,13.42,,,12.86,,0.25,5.66,10.19,2.91,0.19,0.19,5.27,16.6,2.95,14.5,4.81,1.69,6.55,1.13,7.64,1.64,4.85,0.681,4.57,0.692,17.4,0.642,45.7,29.3,0.031,71.4,19.4,3.76,,8.64,4.69,36.9,0.563,1.82,,42.9,,120,0.328,0.267,,0.108,359,43,118,137,0.702519,0.513167,18.311,15.479,37.723,10.5138,-103.4658,-3154,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-051,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-GC078,glass,51.13,2.27,13.78,,,12.65,,0.22,5.79,10.74,2.83,0.19,0.2,5.61,17.6,3.04,15.8,5.38,1.85,1.23,6.95,8.27,1.77,5.06,0.754,4.83,0.735,19.2,0.647,46.3,23.4,0.031,74.9,20,4.18,,9.16,4.77,33.5,0.608,2.03,,41,,126,0.323,0.272,,0.109,385,44.2,114,151,,0.513142,,,,10.4998,-103.6035,-2872,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-GC078,PHOENIX,rockcore,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-052-002,glass,51.106,1.54,14.87,,,9.82,,0.18,7.39,11.97,2.52,0.13,0.14,3.06,9.51,1.72,8.44,2.88,1.07,3.92,0.68,4.68,0.99,2.93,0.409,2.73,0.409,11.8,0.374,41.5,271,0.024,72.8,15.2,2.1,,5.61,2.78,81,0.314,1.24,,38.9,,104,0.185,0.152,,0.06,258,26.3,76.8,76.8,0.702538,0.51315,,,,10.4994,-103.4838,-3052.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-052,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-054-003,glass,50.954,1.77,14.46,,,10.84,,0.21,6.99,11.56,2.69,0.12,0.13,3.51,11.6,2.12,10.6,3.68,1.32,5.06,0.87,5.93,1.26,3.74,0.517,3.51,0.524,9.82,0.46,45.8,161,0.024,86.8,17.5,2.72,,6.9,2.68,64.4,0.374,1.23,,43.6,,111,0.441,0.15,,0.061,308,33.3,92.4,98.7,0.70247,0.51318,18.248,15.463,37.607,10.4992,-103.5099,-3069,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-054,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-GC074,glass,50.71,2.52,13.45,,,13.71,,0.25,5.5,10.24,3.11,0.19,0.21,,,,,,,,,,,,,,,,0.568,,,,,,,,7.89,,,,,,41.4,,,,,,,343,,,,0.702559,0.51314,,,,10.4958,-103.622,-2913,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-GC074,PHOENIX,rockcore,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-GC083,glass,50.93,2.55,13.51,,,13.13,,0.25,5.62,10.24,3.2,0.2,0.22,5.86,18.2,3.12,16,5.41,1.87,1.22,6.98,8.17,1.75,4.99,0.746,4.75,0.723,20.7,0.687,45.8,34.4,0.029,73.9,19.8,4.22,,8.95,5.13,41.4,0.629,2.17,,41.2,,133,0.344,0.289,,0.117,382,43.9,97.1,155,0.702566,0.513155,,,,10.49,-103.62,-2916,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-GC083,PHOENIX,rockcore,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-056-002,glass,50.804,2.28,14.23,,,11.94,,0.22,6.67,11.09,2.27,0.16,0.21,4.95,15.4,2.75,13.6,4.59,1.58,6.25,1.06,7.19,1.55,4.53,0.638,4.24,0.628,17.9,0.562,45.6,155,0.032,72.6,18.2,3.44,,8.12,4.57,66,0.498,2.01,,43.2,,109,0.302,0.252,,0.105,351,40.5,105,127,0.702549,0.513159,18.322,15.492,37.758,10.4879,-103.5498,-3178,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-056,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-062-001,glass,50.504,2.25,13.87,,,12.85,,0.24,6.1,10.62,3.06,0.19,0.25,5.25,16.3,2.9,14.2,4.63,1.65,6.25,1.06,7.08,1.54,4.49,0.635,4.17,0.615,19.2,0.639,45,82.2,0.035,74.8,18.9,3.58,,8.19,4.61,71.9,0.654,2.01,,43.5,,131,0.307,0.257,,0.135,342,40.2,119,133,0.70254,0.51315,18.321,15.497,37.762,10.4826,-103.6138,-2812,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-062,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-062-001,whole rock,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4826,-103.6138,-2812,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-062,PHOENIX,dredge,"basalt, basalt, ",fresh,"Duncan,1994(600)",NN(2373)
MELPHNX-2-055-003,glass,50.816,2.34,13.98,,,12.45,,0.23,6.31,10.77,2.71,0.16,0.19,5,15.7,2.85,14.1,4.75,1.67,6.55,1.12,7.58,1.64,4.85,0.673,4.48,0.679,17.6,0.598,45.1,177,0.032,69.2,19.2,3.61,,8.71,4.53,64.3,0.499,2.01,,42.4,,102,0.295,0.266,,0.102,371,43.2,117,131,0.702527,0.513153,18.321,15.467,37.706,10.4824,-103.5291,-3169.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-055,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
