sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
WECWELO-002-007G,glass,49.72,1.92,16.54,,,9.03,,,7.15,11.11,3.09,0.74,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, ",slightly altered,"Batiza,1982(69)",EMP(2159)
WECWELO-002-007G,whole rock,47.65,1.72,16.92,6.83,1.78,,,0.17,7.31,11.22,2.97,0.74,0.26,11.2,25.5,,,4.1,1.41,,1.02,,,,,2.92,0.43,82,,,243,,,,3.41,,,,,,7.9,,33.9,,,,1.06,,,,,,148,0.70291,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, ",slightly altered,"Batiza,1982(69)",INAA(2156); MS(2158); TITR(2155); XRF(2154)
WECWELO-002-008,glass,50.18,1.89,16.41,,,8.94,,,7.2,11.2,3.05,0.68,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, 1% pc of plag (an67), <1% pc of ol",slightly altered,"Batiza,1982(69)",EMP(2159)
WECWELO-002-008,whole rock,47.95,1.7,17.06,6.99,1.61,,,0.15,7.54,11.15,2.97,0.69,0.22,11,25.4,,,4.07,1.43,,1.07,,,,,2.91,0.42,115,,,247,,,,3.34,,,,100,,11.7,,33.6,,,,1.08,,,,,,151,0.70394,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, 1% pc of plag (an67), <1% pc of ol",slightly altered,"Batiza,1982(69)",INAA(2156); MS(2158); TITR(2155); XRF(2154)
WECWELO-002-BG,glass,50.86,2.16,14.78,,,10.42,,,6.12,10.82,3.36,0.68,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, aphyric",slightly altered,"Batiza,1982(69)",EMP(2159)
WECWELO-002-BG,whole rock,49.33,2.1,15.22,8.6,1.63,,,0.2,6.08,11.16,3.27,0.76,0.23,12.3,29.1,,,5.07,1.75,,1.27,,,,,4.06,0.6,113,,,154,,,,4.25,,,,,,6.9,,42.1,,200,,1.21,,,,,,127,0.70288,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, aphyric",slightly altered,"Batiza,1982(69)",INAA(2156); MS(2158); TITR(2155); XRF(2154)
SONGMP5-371,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702351,0.513217,18.064,15.42,37.466,-11.874,-110.7233,-2630 to -2598,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-371,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",MS(923)
SONGMP5-371,whole rock,49.9,1.28,15.6,7.84,1.49,,,0.17,8.07,12.2,2.69,0.08,0.11,2.4,10,,7.7,2.4,0.92,3.7,,4.6,0.89,2.9,,2.6,0.41,,,43,315,,,16,,,,,92,,,,,,133,,,,,,28,73,96,,,,,,-11.874,-110.7233,-2630 to -2598,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-371,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",ICPAE(921); TITR(917); XRF(916)
PIL6702-029,glass,,,,,,,,,,,,,,,,,10.1,3.38,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,132,,,,,,,,,0.702622,0.51316,,,,-12.283,-110.733,-3000,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-029,P6702,dredge,"basalt, basalt, ",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
PIL6702-029,whole rock,49.25,1.5,15.2,,,8.58,,0.17,8.18,12.37,3.18,0.3,,4.3,,,,4.1,1.4,,1.03,,,,,2.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.283,-110.733,-3000,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-029,P6702,dredge,"basalt, basalt, ",fresh,"Scheidegger,1981(396); Schilling,1975(289)",INAA(1421); NN(2661)
ARGAMPH-003,glass,,,,,,,,,,,,,,,,,7.65,2.69,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,105,,,,,,,,,0.702588,0.51321,,,,-12.867,-110.95,-2952,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-003,AMPHITRITE,dredge,"basalt, basalt; tholeiite(ref-201;346;748);, glassy to microcrystalline(ref-215);microcrystalline(ref-346);",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
ARGAMPH-003,whole rock,49.8,2.02,14.88,10.24,1.55,11.63,,0.21,6.74,10.72,2.91,0.24,0.28,3.5,16.5,1.49,8.23,3.1,1.2,,0.65,5.2,0.913,,0.412,2.8,0.411,25,,35,160,0.01241,80,20,,910,6,,58,0.49,2,,56,,86,,0.19,,0.08,400,25.5,,150,0.7028,,18.16,15.459,37.664,-12.867,-110.95,-2952,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-003,AMPHITRITE,dredge,"basalt, basalt; tholeiite(ref-201;346;748);, glassy to microcrystalline(ref-215);microcrystalline(ref-346);",fresh,"Engel,1964(215); Engel,1965(126); Hart,1971(371); Scheidegger,1981(396); Schilling,1971(965); Schilling,1975(289); Subbarao,1972(346); Sun,1980(201); Tatsumoto,1965(353); Tatsumoto,1966(748)",ES(1727); INAA(1421); INAA(2633); MS(1630); MS(1841); MS(707); MS-ID(1628); MS-ID(774); MS-ID(893); NN(2661); NN(723)
ARGAMPH-003-C,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,844,,,,,1.131,,,,,,,,,,,,,,,,,,-12.867,-110.95,-2952,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-003,AMPHITRITE,dredge,"basalt, basalt, ",,"Hart,1971(371)",MS(1841)
MOA8712-104-002,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70243,0.513185,18.113,15.445,37.622,-13.08,-110.93,-2575,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-104,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-104-002,whole rock,50.33,1.32,15.18,,,,10.7,0.17,8.09,12.2,2.55,0.11,0.12,,,,7.831,2.805,,,,,,,,,,,,47,347,,74,,,920,,2,102,0.287,1.04,,0,,107,,,7860,,301,30,77,80,,,,,,-13.08,-110.93,-2575,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-104,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-103-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70248,0.513206,17.802,15.43,37.285,-13.38,-112.13,-2960,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-103,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-103-004,whole rock,46.63,0.83,16.16,,,,11.43,0.18,11.57,11.06,1.84,0.05,0.04,,,,4.108,1.801,,,,,,,,,,,,61,595,,105,,,170,,1,346,0.108,0.05,,35,,71,,,4980,,202,25,71,39,,0.513211,,,,-13.38,-112.13,-2960,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-103,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Nowell,(698); Sinton,1999(744)",MS(1918); MS-ID(432); XRF(1000); XRF(430)
MOA8712-102-003,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70241,0.513202,18.106,15.441,37.532,-13.38,-112.33,-2700,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-102,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-102-003,whole rock,50.5,1.8,13.9,,,,13.27,0.21,6.8,10.92,2.48,0.12,0.15,,,,11.54,4.109,,,,,,,,,,,,45,86,,67,,,1000,,3,54,0.389,1.21,,44,,103.8,,,10800,,403,45,102,118,,0.513207,,,,-13.38,-112.33,-2700,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-102,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Nowell,(698); Sinton,1999(744)",MS(1918); MS-ID(432); XRF(1000); XRF(430)
MOA8712-098-002,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70251,0.513191,18.173,15.454,37.669,-13.8,-112.45,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-098,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-098-002,whole rock,49.93,1.57,14.93,,,,11.17,0.18,7.68,11.64,2.39,0.19,0.15,,,,9.502,3.186,,,,,,,,,,,,43,295,,73,,,1580,,5,95,0.377,2.06,,40,,122.5,,,9420,,321,35,84,105,,,,,,-13.8,-112.45,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-098,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
SONGMP5-343,glass,50.4,1.55,14.7,8.7,1.73,,,0.18,7.69,11.7,2.72,0.12,0.14,3.2,12,,9,2.9,1.1,4.3,,5.2,1.02,3.5,,3.1,0.49,,,44,281,,,16,,,,,82,,,,,,119,,,,,,33,86,108,0.702414,0.513206,18.138,15.552,37.57,-13.9853,-112.4798,-2645 to -2637,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-343,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",ICPAE(921); MS(923); TITR(917); XRF(916)
MOA8712-093-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7025,0.513202,18.146,15.444,37.577,-14.42,-112.6,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-093,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-093-001,whole rock,51.21,1.85,15.23,,,,12.63,0.21,5.13,9.57,3.06,0.34,0.46,,,,31.79,10.43,,,,,,,,,,,,34,161,,59,,,2830,,10,52,0.954,5.01,,39,,121.3,,,11100,,241,101,129,346,,,,,,-14.42,-112.6,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-093,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-093-002,whole rock,50.39,1.43,14.15,,,,11.83,0.19,7.74,11.7,2.26,0.09,0.12,,,,,,,,,,,,,,,,,48,234,,74,,,,,3,86,,,,47,,100,,,,,352,35,90,87,,0.513187,,,,-14.42,-112.6,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-093,MW8712,dredge,"basalt, basalt, ",fresh,"Nowell,(698); Sinton,1999(744)",MS(1918); XRF(1000)
MOA8712-090-006,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70244,0.51318,18.263,15.451,37.685,-14.85,-112.7,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-090,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-090-006,whole rock,49.61,1.96,13.87,,,,13.36,0.21,6.69,10.82,2.68,0.23,0.19,,,,12.56,4.201,,,,,,,,,,,,46,63,,76,,,1580,,6,52,0.464,2.52,,44,,106.5,,,11760,,390,47,102,135,,,,,,-14.85,-112.7,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-090,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-087-003,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70246,0.513196,18.107,15.445,37.571,-15.17,-112.82,-2630,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-087,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-087-003,whole rock,49.88,2.12,13.83,,,,13.54,0.21,6.6,10.9,2.49,0.13,0.19,,,,12.55,4.457,,,,,,,,,,,,44,201,,65,,,1080,,4,66,0.454,1.2,,47,,97.9,,,12720,,440,52,111,142,,,,,,-15.17,-112.82,-2630,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-087,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-084-002,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70246,0.513203,18.108,15.453,37.593,-15.52,-112.88,-2660,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-084,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-084-002,whole rock,49.76,2.1,13.77,,,,13.64,0.22,6.6,10.82,2.43,0.12,0.18,,,,13.23,4.73,,,,,,,,,,,,45,206,,63,,,1000,,4,70,0.436,1.19,,49,,100.9,,,12600,,456,51,112,136,,0.513208,,,,-15.52,-112.88,-2660,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-084,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Nowell,(698); Sinton,1999(744)",MS(1918); MS-ID(432); XRF(1000); XRF(430)
MOA8712-083-002,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.11,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,-15.67,-112.93,-2670,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-083,MW8712,dredge,"basalt, basalt, ",fresh,"Rubin,1990(423)",ALPHA(3159); ICPMS-ID(3158)
MOA8712-083-002,whole rock,51.49,2.23,13.25,,,,14.52,0.23,5.21,9.44,2.97,0.24,0.51,,,,,,,,,,,,,,,,,37,117,,47,,,,,7,46,,,,45,,98,,,,,353,85,133,276,,,,,,-15.67,-112.93,-2670,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-083,MW8712,dredge,"basalt, basalt, ",fresh,"Sinton,1999(744)",XRF(1000)
SONGMP5-324,glass,50.4,2.27,13.5,10.6,2.42,,,0.22,6.41,10.6,2.82,0.14,0.2,4.4,18,,14,4.3,1.65,6.3,,8.7,1.71,2.5,,5,0.78,,,48,149,,,18,,,,,52,,,,,,99,,,,,,50,115,164,0.702411,0.513208,18.085,15.422,37.499,-15.7732,-112.9483,-2630 to -2627,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-324,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",ICPAE(921); MS(923); TITR(917); XRF(916)
MOA8712-082-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70254,0.513196,18.098,15.439,37.556,-15.83,-112.95,-2640,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-082,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-082-004,whole rock,49.9,2.2,13.69,,,,14,0.22,6.59,10.62,2.82,0.14,0.2,,,,14.06,5.01,,,,,,,,,,,,44,158,,57,,,670,,4,70,0.448,1.3,,0,,113.9,,,11040,,465,53,115,151,,,,,,-15.83,-112.95,-2640,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-082,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-080-006,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70256,0.513156,18.289,15.469,37.786,-16.05,-112.98,-2680,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-080,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-080-006,whole rock,50.13,1.78,14.11,,,,12.64,0.2,7.14,11.48,2.34,0.08,0.14,,,,10.9,4.023,,,,,,,,,,,,45,229,,70,,,670,,3,81,0.338,0.67,,45,,93.67,,,10680,,401,43,95,108,,,,,,-16.05,-112.98,-2680,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-080,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
SONGMP5-319,glass,50.5,1.46,14.9,8.44,1.72,,,0.18,8,12,2.49,0.07,0.11,,,,,,,,,,,,,,,,,45,339,,,16,,,,,95,,,,,,99,,,,,,33,82,101,0.702531,0.513156,18.275,15.457,37.734,-16.4398,-113.0502,-2674,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-319,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",MS(923); TITR(917); XRF(916)
MOA8712-077-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70263,0.513149,18.417,15.486,37.931,-16.57,-113.06,-2675,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-077,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-077-001,whole rock,50.09,1.7,14.25,,,,12.39,0.2,7.34,11.57,2.2,0.09,0.14,,,,10.23,3.77,,,,,,,,,,,,48,255,,71,,,750,,2,81,,0.65,,46,,93.33,,,10200,,399,41,99,103,,,,,,-16.57,-113.06,-2675,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-077,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
SONGMP5-312,glass,50.4,1.38,15.1,8.53,1.42,,,0.18,8.17,12,2.41,0.09,0.11,2.5,9.3,,7.6,2.5,1,4.1,,5.1,1.05,3.2,,2.9,0.45,,,46,297,,,16,,,,,95,,,,,,103,,,,,,30,79,90,0.702703,0.51311,18.619,15.526,38.236,-16.7085,-113.0683,-2651,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-312,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",ICPAE(921); MS(923); TITR(917); XRF(916)
MOA8712-075-002,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70268,0.513118,18.562,15.491,38.053,-16.75,-113.08,-2685,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-075,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-075-002,whole rock,49.75,1.69,14.24,,,,12.36,0.2,7.27,11.41,2.32,0.1,0.13,,,,9.024,3.302,,,,,,,,,,,,46,187,,78,,,830,,2,72,0.294,0.57,,46,,93.17,,,10140,,386,40,96,102,,,,,,-16.75,-113.08,-2685,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-075,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
CYA1984-007-003,glass,,,,,,,,,,,,,,,,,12.46,4.17,,,,,,,,,,,,,,,,,,1830,,,,,2.02,,,,130,,,12300,,,,,,0.7027,0.51311,,,,-17,-113,,SPREADING_CENTER;EAST PACIFIC RISE,CYA1984-007-004,CYANA1984,submersible,"basalt, basalt, ",fresh,"Mahoney,1993(443)",EMP(431); MS(429); MS-ID(433)
CYA1984-007-003,whole rock,49.9,1.52,14.76,,11.19,,,0.17,7.65,12,2.65,0.12,0.17,3.5,10.54,,9.21,2.68,1.26,4.18,,5.06,,2.67,,3.04,0.54,,,40,309,,,,,,,2,88,,,,,,121,,,,,339,32,,91,,,,,,-17,-113,,SPREADING_CENTER;EAST PACIFIC RISE,CYA1984-007-004,CYANA1984,submersible,"basalt, basalt, ",fresh,"Hekinian,1995(145)",ICPMS(1043); XRF(1045)
MOA8712-072-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70269,0.513118,18.587,15.493,38.061,-17.03,-113.11,-2640,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-072,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-072-001,whole rock,50.01,1.81,13.94,,,,12.81,0.22,7.02,11.33,2.35,0.11,0.15,,,,9.522,3.468,,,,,,,,,,,,47,140,,79,,,920,,3,60,0.314,1.01,,48,,90.12,,,10860,,406,43,104,112,,,,,,-17.03,-113.11,-2640,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-072,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-069-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70269,0.513105,18.642,15.501,38.128,-17.27,-113.18,-2615,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-069,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-069-004,whole rock,49.51,1.34,15.65,,,,10.38,0.17,8.43,12.13,2.04,0.09,0.11,,,,7.7,2.738,,,,,,,,,,,,46,391,,84,,,750,,3,132,0.254,0.92,,44,,104.4,,,8040,,319,31,79,81,,0.51311,,,,-17.27,-113.18,-2615,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-069,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Nowell,(698); Sinton,1999(744)",MS(1918); MS-ID(432); XRF(1000); XRF(430)
SONGMP5-287,glass,50,1.48,14.6,8.72,1.41,,,0.19,7.82,12.1,2.43,0.08,0.12,2.8,12,,8.8,2.8,1.14,4.1,,5.5,1.11,3.5,,3.1,0.5,,,,363,,,17,,,,,84,,,,,,102,,,,,,33,86,99,0.702642,0.513117,18.634,15.504,38.13,-17.3898,-113.194,-2610 to -2630,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-287,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",ICPAE(921); MS(923); TITR(917); XRF(916)
MOA8712-066-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70266,0.513104,18.637,15.505,38.126,-17.78,-113.26,-2665,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-066,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-066-004,whole rock,50.2,1.63,14.81,,,,11.95,0.19,7.74,11.78,2.33,0.06,0.13,,,,9.195,3.423,,,,,,,,,,,,46,239,,80,,,500,,2,95,0.342,0.44,,0,,96.63,,,9780,,363,37,88,93,,,,,,-17.78,-113.26,-2665,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-066,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-065-003,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70265,0.513122,18.55,15.507,38.051,-17.95,-113.26,-2665,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-065,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-065-003,whole rock,49.51,1.47,14.57,,,10.66,11.71,0.19,7.55,11.86,2.44,0.05,0.1,2.5,8.75,1.41,8.192,3.064,1.41,4.61,,5.77,,3.82,,3.54,,,,47,225,,82,,,420,,2,86,0.3,0.46,,49,,96.4,,,8820,,344,37,82,86,0.70265,0.513122,18.55,15.507,38.051,-17.95,-113.26,-2665,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-065,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Niu,1996(99); Sinton,1999(744)",MS(442); MS-ID(443); XRF(1000); XRF(430); XRF(440); XRF(441)
MOA8712-BC11-001,whole rock,50.72,1.65,14.46,,,10.84,11.9,0.2,6.58,11.71,2.47,0.06,0.09,,,,9.724,3.642,,,,,,,,,,,,42,145,,43,,,,,2,53,0.346,0.39,,49,,98.3,,,,,383,35,87,97,0.70261,0.513114,18.567,15.515,38.085,-18.19,-113.33,-2650,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-BC11,MW8712,dredge,"basalt, basalt, ",fresh,"Niu,1996(99); Sinton,1999(744)",MS(442); MS-ID(443); XRF(1000); XRF(440)
CYA1984-005-006,glass,,,,,,,,,,,,,,,,,11.71,4,,,,,,,,,,,,,,,,,,1830,,,,,1.15,,,,130.1,,,12240,,,,,,0.70261,0.513103,,,,-18.52,-113,,SPREADING_CENTER;EAST PACIFIC RISE,CYA1984-005,CYANA1984,submersible,"basalt, basalt, ",fresh,"Mahoney,1993(443)",EMP(431); MS(429); MS-ID(433)
CYA1984-005-006,whole rock,50.12,1.62,14.46,,11.82,,,0.2,6.84,11.44,3.12,0.12,0.19,3.43,11.73,,11.04,4.09,1.33,4.58,,5.42,,3.54,,3.78,0.62,7,,38,108,,,,,,,2,52,,,,,,136,,,,,323,37,,103,,,,,,-18.52,-113,,SPREADING_CENTER;EAST PACIFIC RISE,CYA1984-005,CYANA1984,submersible,"basalt, basalt, ",fresh,"Hekinian,1995(145)",ICPMS(1043); XRF(1045)
CYA1984-005-008,whole rock,49.27,2,13.86,,13.18,,,0.2,7,11.07,2.97,0.05,0.2,3.92,13.24,,12.32,4.91,1.64,5.19,,6.95,,4.24,,4.49,0.69,5,,40,212,,,,,,,2,73,,,,,,116,,,,,380,45,,123,,,,,,-18.52,-113,,SPREADING_CENTER;EAST PACIFIC RISE,CYA1984-005-008,CYANA1984,submersible,"basalt, basalt, ",fresh,"Hekinian,1995(145)",ICPMS(1043); XRF(1045)
MOA8712-061-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7026,0.513121,18.514,15.501,38.033,-18.6,-113.42,-2700,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-061,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
