sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,Te,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
ODP0106-0648B-001R-001/78-81HALO1,whole rock,50.57,1.68,15.25,,10.76,,,0.18,7.49,11.17,2.98,0.18,,,,,12.5,4.225,,,,,,,,,,46.2,,242,,60,,,1634,,,98,,1.05,,35,,141,,,,,298,,62,,0.702495,0.513194,,,,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, ",,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0106-0648B-001R-001/78-81HALO2,whole rock,50.37,1.62,15.51,,10.45,,,0.17,7.43,10.99,3.01,0.2,,,,,12.01,4.059,,,,,,,,,,54.8,,229,,52,,,1520,,,98,,0.81,,34,,138,,,,,279,,77,,0.702481,0.513182,,,,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, ",,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0106-0648B-001R-003/50-52,whole rock,50.5,1.66,15.22,,10.81,,,0.18,7.6,10.93,3.04,0.18,,,,,16.04,5.48,,,,,,,,,,50.3,,226,,52,,,1389,,,93,,0.96,,35,,138,,,,,275,,73,,0.702519,0.513192,18.534,15.44,37.83,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, fine-grained to microcrystalline gm; ca. 2% plag pc, minor ol pc; some clay in gm",slightly altered,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0106-0648B-006R-001/90-93,whole rock,50.1,1.61,15.37,,10.71,,,0.18,7.57,10.85,2.96,0.2,,,,,13.8,4.68,,,,,,,,,,25.6,,245,,60,,,1580,,,105,,0.81,,36,,137,,,,,292,,71,,0.70246,0.513193,18.736,15.541,38.14,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, fine-grained to microcrystalline gm; ca. 2% plag pc, minor ol pc",fresh,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0109-0648B-007R-002/30-33,whole rock,49.5,1.66,15.68,,,,10.99,0.18,8.19,11.39,2.95,0.22,0.2,3.9,,,11.25,3.99,1.38,5.63,,6.5,,,,3.99,,7.8,33,251,0.04,,,,,,,100,,3.84,,35.3,,,0.14,0.05,9960,0.71,300,43,77,103,0.702352,,,,,,,22.922,-44.94709,-3337,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0109-0648B,ODP,drill,"basalt, basalt, ",fresh,"Di donato,1990(1048)",FL-ES(2934); INAA(2938); MS(2936); MS-ID(2939); XRF(2933); XRF(2937)
ODP0109-0648B-016R-001/73-75,whole rock,49.27,1.63,15.47,,,,10.86,0.18,8.06,11.42,3,0.09,0.17,4,,,11.53,3.77,1.39,5.55,,6.43,,,,4.23,,5,36,255,0.02,,,,,,,109,,2.68,,35.3,,149,0.17,0.07,9780,0.77,330,45,78,103,0.702439,,,,,,,22.922,-44.94709,-3337,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0109-0648B,ODP,drill,"basalt, basalt, ",fresh,"Di donato,1990(1048)",FL-ES(2934); INAA(2938); MS(2936); MS-ID(2939); XRF(2933); XRF(2937)
ODP0109-0648B-018R-001/42-46,whole rock,47.66,1.65,14.83,,,,11.07,0.18,7.98,11.29,3.07,0.21,0.18,3.9,,,9.68,3.9,1.43,5.4,,6.45,,,,4.19,,8.5,35,254,0.04,,,,,,,90,,2.11,,36.5,,134,0.15,0.05,9900,,279,43,77,110,0.702388,,,,,,,22.922,-44.94709,-3337,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0109-0648B,ODP,drill,"basalt, basalt, ",fresh,"Di donato,1990(1048)",FL-ES(2934); INAA(2938); MS(2936); MS-ID(2939); XRF(2933); XRF(2937)
ALV1690-001,glass,50.44,1.67,15.64,,,10.25,,,7.28,11.13,2.93,0.13,0.17,,,,,,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,0.157,,0.0712,,,,,,,,,,,,22.9,-44.93,-3480,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV1690-001,ALVIN 1690,submersible,"basalt, basalt, ",fresh,"Humphris,1990(995); Sturm,2000(1063)",EMP(2779); MS-ID(3004)
ALV1690-001,whole rock,50.12,1.74,15.87,,,9.94,,,7.64,11.2,2.77,0.11,0.18,,,,,,,,,,,,,,,,44,227,,65,,,,,2,111,,3,,,,141,,,,,285,41,79,131,,,,,,,,22.9,-44.93,-3480,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV1690-001,ALVIN 1690,submersible,"basalt, basalt, ",fresh,"Humphris,1990(995)",XRF(2777); XRF(2778)
CHN0044-002-001,whole rock,49.74,1.53,16.52,7.19,2.06,,,0.16,7.41,11.69,2.7,0.21,0.06,3.4,5.8,1.9,9,4.4,1.5,6.8,1.3,5,1.4,4.8,0.62,3,0.57,9,70,285,,105,27,,1530,8,,120,10,1.53,,,12,115,,,,,225,,145,105,,,,,,,,22.633,-44.967,-3200,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHN0044-002,CHAIN044,dredge,"basalt, basalt; tholeiite(ref-180);, pillow lava fragment of tachylitic basalt with microlites of plag, cpx and ol(ref-350);ml of plag, cpx, and ol in glassy oxide-rich gm (tachylite); cpx in comb-shaped skeletal crystals(ref-504);",fresh,"Hart,1969(350); Melson,1968(504); Nicholls,1971(372)",DROES(2299); MS-ID(770); NN(2239); NN(2298)
CHN0044-002-002,whole rock,49.1,1.73,15.27,8.36,2.54,,,0.2,8.09,10.61,2.86,0.25,0.16,2.6,10,1.2,6.8,1.9,1.1,2.6,0.62,3.3,0.9,2,0.28,1.2,0.22,6,75,290,,115,32,,,8,,150,8,,,,13,110,,,,,245,,105,125,,,,,,,,22.633,-44.967,-3200,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHN0044-002,CHAIN044,dredge,"basalt, basalt; tholeiite(ref-180);, ml of plag, cpx, and ol in glassy oxide-rich gm (tachylite); cpx in comb-shaped skeletal crystals",fresh,"Melson,1968(504); Nicholls,1971(372)",DROES(2299); NN(2239); NN(2298)
WAS1965-002-018,whole rock,49.41,1.12,16.31,6.92,1.8,,,0.16,8,11.85,2.61,0.06,0.15,,,,,,,,,,,,,,,3,50,370,,85,18,,,6,,120,2,,,,,95,,,,,265,,110,85,,,,,,,,22.52,-45,-1900,SPREADING_CENTER;MID-ATLANTIC RIDGE,WAS1965-002,TW65,dredge,"basalt, basalt, nearly holocrystalline; intergranular, subcalcic augite (wo35en45fs20 to wo37en48fs17 to wo37en48fs15), rare pigeonite (wo8en62fs30); plag (an65, weakly zoned; rarely in small pc); interstitial large grains of ti-mt and minor ilm; secondary minerals: inte",fresh,"Melson,1968(504); Nicholls,1971(372)",DROES(2300); NN(2239); NN(2298)
WAS1965-009-001,glass,49.81,1.69,15.03,,,11.68,,,7.56,9.24,2.85,0.1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.461,,,,,,,0.134,,0.058,,,,,0.70232,0.513214,18.317,15.485,37.71,,,22.242,-45.023,-2850 to -3150,SPREADING_CENTER;MID-ATLANTIC RIDGE,WAS1965-009,TW65,dredge,"basalt, basalt, ",fresh,"Ito,1987(187); Melson,(1086); White,1993(477)",EMP(3262); ICPMS(1119); MS(1051)
WAS1965-009-074,glass,51.02,1.7,15.39,,,10.09,,,7.82,10.87,2.93,0.13,0.12,3.86,11.4,2.03,10.8,,,,,,,,,,,8.19,,,,,,,1057,,3.21,,0.556,0.68,0.046,,,,,0.151,,0.0662,,,,,0.7025,0.51322,18.338,15.481,37.7,,,22.242,-45.023,-2850 to -3150,SPREADING_CENTER;MID-ATLANTIC RIDGE,WAS1965-009,TW65,dredge,"basalt, basalt, ",fresh,"Hofmann,1983(742); Hofmann,1986(161); Ito,1987(187); Jochum,1983(207); Jochum,1997(95); Melson,(1086)",EMP(3262); MS(1051); MS-ID(1556); SS-ID(1063); SSMS(1560); SSMS(1625)
WAS1965-009-074,whole rock,,,,,,,,,,,,,,,,,10.8,3.7,1.26,,,,,,,,,,,,,,,3.23,,,,,,,,,1.41,,,,,,,,,109,,,,,,,,22.242,-45.023,-2850 to -3150,SPREADING_CENTER;MID-ATLANTIC RIDGE,WAS1965-009,TW65,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
WAS1965-010-080,glass,51.01,1.69,15.55,,,10.06,,,7.37,11.01,2.95,0.13,0.15,,14.6,,,,,,,,,,,,,,,,,,,,1154,,4.71,,0.711,,,,,,,0.234,,0.0952,,,,,0.70237,0.513185,,,,,,22.17,-45.25,-2590 to -3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,WAS1965-010,TW65,dredge,"basalt, basalt, ",fresh,"Hofmann,1986(161); Ito,1987(187); Jochum,1983(207); Melson,(1086)",EMP(3262); MS(1051); SS-ID(1062); SS-ID(1063); SSMS(1560)
WAS1965-010-080,whole rock,,,,,,,,,,,,,,,,,14.4,4.39,1.66,,,,,,,,,,,,,,,3.85,,,,,,,,,1.3,,,,,,,,,134,,,,,,,,22.17,-45.25,-2590 to -3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,WAS1965-010,TW65,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
WAS1965-010-076,whole rock,49.25,1.12,16.57,5.16,3.04,,,0.16,7.29,12.42,2.77,0.17,0.12,,,,,,,,,,,,,,,7,40,330,,75,17,,,14,,75,5,,,,,135,,,,,245,,140,85,,,,,,,,22.17,-45.25,-2590 to -3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,WAS1965-010,TW65,dredge,"basalt, basalt, interstitial subcalcic augite (mainly around wo41en46fs13); plag (ca. an65), minor ol mainly replaced by saponite; accessory euhedral ti-mt and ilm both marginally oxidized; secondary minerals include abundant saponite and trace of pumpelleyite",fresh,"Melson,1968(504); Nicholls,1971(372)",DROES(2300); NN(2239); NN(2298)
CHRRI88-030-101,glass,50.2,1.15,15.6,,,,9.63,0.15,8.55,12.21,2.61,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.817,-45.217,-3072,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-030,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",NN(1014)
CHRRI88-030-101,whole rock,49.7,1.16,15.5,,,,9.51,0.15,8.57,12.15,2.6,0.09,0.1,2.3,,,7.1,2.54,1.07,,0.588,,,,,2.33,,,,,,,,2.04,747,,1.58,,,0.459,,,,114.7,0.101,0.088,6960,,246,27.5,,76,0.702413,0.513174,18.4,15.491,37.824,,,21.817,-45.217,-3072,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-030,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-029-101,whole rock,49,0.88,18.56,,,,7.61,0.12,7.14,13.18,2.51,0.09,0.08,2.05,,,5.65,1.97,0.85,,0.467,,,,,1.73,,7.9,,,,,,1.57,747,,1.6,,,0.633,,,,132.8,0.117,0.104,5280,,180,21,,62,0.702429,0.513154,18.405,15.498,37.911,,,21.65,-45.25,-3060,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-029,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
ATASIGM-002-002,whole rock,49.7,1.48,14.96,,,,10.26,0.17,7.88,11.73,2.83,0.26,0.18,,,,,,,,,,,,,,,7.94,,,,,,,1880,,5.57,,,3.009,,,,152,,,8880,,271,28,,106,0.70248,0.513158,,,,,,20.5048,-45.6477,-1950,SPREADING_CENTER;MID-ATLANTIC RIDGE,ATASIGM-002,SIGMA,unknown,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS-ID(1017); NN(1014); XRF(1018); XRF(1020)
CHRRI88-028-103,glass,50.2,1.43,15.2,,,,10.2,0.16,8.14,11.64,2.57,0.09,0.13,2.63,,,9.24,3.28,1.18,,0.717,,,,,2.72,,,,,,,,2.52,680,,1.98,,,0.605,,,,113.6,0.125,0.089,8580,,288,29.8,,92,0.702386,0.513176,18.291,15.521,37.8,,,20.233,-45.65,-3900,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-028,RIDELENTE,dredge,"basalt, basalt, ",fresh,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-027-101,whole rock,49,1.14,15.8,,,,9.63,0.15,8.95,11.98,2.35,0.09,0.1,2.07,,,6.64,2.49,1.03,,0.597,,,,,2.32,,29.8,,,,,,1.83,747,,1.75,,,0.656,,,,93.5,0.105,0.099,6840,,214,27.5,,71,0.702405,0.513155,18.266,15.482,37.72,,,20,-45.7,-4420,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-027,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-027-102,glass,,,,,,,,,,,,,,4.38,,,11.21,3.64,1.46,,0.779,,,,,2.92,,,,,,,,2.81,1550,,4.8,,,2.476,,,,147.4,0.313,0.281,9300,,249,29.6,,109,0.702423,0.51312,18.368,15.495,37.77,,,20,-45.7,-4420,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-027,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); XRF(1018); XRF(1020)
CHRRI88-027-102,whole rock,48.95,1.55,15.57,,,,10.15,0.15,7.73,11.23,2.85,0.19,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,-45.7,-4420,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-027,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",NN(1014)
CHRRI88-026-101,whole rock,49.4,1.06,15.5,,,,9.47,0.14,9.2,12.33,2.28,0.06,0.09,1.81,,,6,2.22,0.96,,0.557,,,,,2.3,,,,,,,,1.59,498,,1.26,,,0.258,,,,96.7,0.077,0.081,6360,,231,25.1,,68,0.702373,0.513155,18.327,15.535,37.838,,,19.583,-45.95,-3340,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-026,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-025-101,glass,49.8,1.13,15.09,,,,9.7,0.16,8.75,12.51,2.46,0.06,0.09,1.84,,,6.52,2.42,1.06,,0.596,,,,,2.38,,,,,,,,1.59,498,,1.25,,,0.317,,,,100.2,0.082,0.058,6780,,268,28,,69,0.70238,0.513178,18.335,15.518,37.778,,,19.45,-45.967,-3400,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-025,RIDELENTE,dredge,"basalt, basalt, ",fresh,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-024-101,glass,50.1,1.6,15.95,,,,10.39,0.16,7.43,11.59,2.76,0.11,0.15,3.39,,,10.98,3.71,1.44,,0.827,,,,,3.1,,,,,,,,2.97,850,,2.56,,,0.606,,,,135.4,0.168,0.127,9600,,302,31.9,,114,0.702383,0.513162,18.319,15.487,37.718,,,19.383,-45.983,-3540,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-024,RIDELENTE,dredge,"basalt, basalt, ",fresh,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-023-102,whole rock,49.36,1.44,15.23,,,,10.5,0.16,8.09,11.75,2.57,0.16,0.13,3.26,,,9.96,3.74,1.33,,0.772,,,,,2.95,,,,,,,,2.6,1328,,2.27,,,1.18,,,,124.4,0.15,0.109,8640,,276,33.1,,96,0.702378,0.513147,18.256,15.515,37.8,,,19.233,-46.017,-3680,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-023,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-022-101,whole rock,50.5,1.15,15.08,,,,9.67,0.16,8.5,12.57,2.49,0.14,0.09,1.87,,,5.79,2.15,1.07,,0.606,,,,,2.34,,,,,,,,1.75,1162,,1.24,,,0.343,,,,99.5,0.083,0.057,6900,,256,27.2,,68,0.702413,0.513153,18.328,15.499,37.743,,,19.117,-46.017,-3700,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-022,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
RESMM81-006-004,whole rock,49.2,1.25,16.09,,,,9.85,0.15,8.61,11.88,2.29,0.11,0.11,,,,,,,,,,,,,,,4.79,,,,,,,662,,1.73,,,0.388,,,,129.7,,,7500,,244,25.4,,85,0.702374,0.513155,,,,,,18.944,-46.05,-3385,SPREADING_CENTER;MID-ATLANTIC RIDGE,RESMM81-006,MM81,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS-ID(1017); NN(1014); XRF(1018); XRF(1020)
CHRRI88-021-102,whole rock,50.6,1.28,14.9,,,,9.73,0.15,8.2,11.94,2.59,0.14,0.13,2.73,,,6.59,2.09,1.19,,0.641,,,,,2.36,,9.4,,,,,,2.26,1162,,2.25,,,0.383,,,,121.9,0.151,0.11,7680,,250,28,,95,0.702355,0.513173,18.223,15.477,37.612,,,18.817,-46.267,-3740,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-021,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-020-101-A,whole rock,49.5,1.35,17.51,,,,9.3,0.14,7.9,12.25,2.46,0.1,0.13,2.73,,,9.16,3.19,1.2,,0.704,,,,,2.57,,,,,,,,2.41,830,,2.22,,,0.483,,,,122.2,0.139,0.123,8100,,245,31.4,,95,0.702351,0.513168,18.256,15.483,37.677,,,18.66,-46.283,-3920,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-020,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-020-201,whole rock,50,1.31,15.2,,,,9.88,0.15,8.5,12,2.65,0.11,0.13,2.98,,,7.73,2.6,1.26,,0.698,,,,,2.54,,10.1,,,,,,2.3,765,,1.89,,,0.46,,,,127,0.133,0.129,7860,,253,25.8,,84,0.702345,0.513168,18.203,15.482,37.594,,,18.66,-46.283,-3920,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-020,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-018-103,whole rock,50.6,1.16,15.2,,,,9.59,0.15,8.6,12.38,2.76,0.12,0.11,2.2,,,6.78,2.47,1.13,,0.609,,,,,2.46,,6.6,,,,,,2.05,996,,2.09,,,0.588,,,,117.6,0.12,0.093,6960,,248,27.7,,76,0.702301,0.513202,17.989,15.476,37.417,,,18.258,-46.667,-3550,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-018,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-018-104,glass,,,,,,,,,,,,,,2.47,,,8.28,2.93,1.12,,0.637,,,,,2.47,,,,,,,,2.07,668,,2.17,,,0.727,,,,135.2,0.135,0.092,7440,,258,25.4,,80,0.702294,0.513208,17.989,15.467,37.383,,,18.258,-46.667,-3550,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-018,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); XRF(1018); XRF(1020)
CHRRI88-018-104,whole rock,50.3,1.24,15.17,,,,9.8,0.15,8.5,12.08,2.75,0.1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.258,-46.667,-3550,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-018,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",NN(1014)
CHRRI88-016-101,glass,,,,,,,,,,,,,,2.66,,,9.19,3.26,1.27,,0.769,,,,,2.96,,8.2,,,,,,2.64,583,,2.05,,,0.67,,,,112.8,0.13,0.132,8340,,246,29.7,,94,0.702167,0.513346,17.507,15.376,36.906,,,17.46,-46.433,-3800,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-016,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); XRF(1018); XRF(1020)
CHRRI88-016-101,whole rock,49.25,1.39,15.8,,,,10.14,0.15,8.11,11.56,2.81,0.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46,-46.433,-3800,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-016,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",NN(1014)
CHRRI88-015-201,whole rock,49.95,1.29,15.45,,,,10.03,0.16,8.28,11.68,2.93,0.09,0.11,2.47,,,7.95,2.91,1.22,,0.719,,,,,2.81,,,,,,,,2.14,747,,2.19,,,0.695,,,,109.9,0.124,0.098,7740,,244,31.8,,88,0.702218,0.513356,17.542,15.392,36.97,,,17.305,-46.433,-3680,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-015,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-014-103,glass,,,,,,,,,,,,,,0.96,,,3.61,1.41,0.84,,0.532,,,,,2.61,,,,,,,,1.06,175,,0.67,,,0.195,,,,89.7,0.044,0.022,5340,,242,24.1,,40,0.702443,0.513217,17.855,15.45,37.35,,,17.133,-46.45,-3760,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-014,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); XRF(1018); XRF(1020)
CHRRI88-014-103,whole rock,47.8,0.89,16.6,,,,12,0.18,9.2,10.96,2.52,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.133,-46.45,-3760,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-014,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",NN(1014)
CHRRI88-014-104-A,whole rock,47.5,0.91,16.6,,,,12,0.18,9.1,10.95,2.68,0.05,0.06,1.09,,,4.18,1.75,0.88,,0.562,,,,,2.67,,,,,,,,1.15,415,,0.78,,,0.265,,,,90.4,0.039,0.018,5460,,216,28.5,,50,0.702492,0.513231,17.849,15.447,37.324,,,17.133,-46.45,-3760,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-014,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
RESMM81-009-010,whole rock,49.51,1.71,15.01,,,,10.89,0.17,7.94,10.74,2.66,0.56,0.23,,,,,,,,,,,,,,,93.03,,,,,,,3799,,13.77,,,7.96,,,,190.5,,,10260,,268,30.6,,111,0.702655,0.513205,,,,,,16.795,-46.38,-3250,SPREADING_CENTER;MID-ATLANTIC RIDGE,RESMM81-009,MM81,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS-ID(1017); NN(1014); XRF(1018); XRF(1020)
RESMM81-009-044,whole rock,49.44,1.71,15,,,,10.88,0.17,8.14,10.63,2.52,0.48,0.21,,,,,,,,,,,,,,,95.89,,,,,,,3784,,13.89,,,6.982,,,,187.6,,,10260,,274,31.2,,114,0.70263,0.5132,,,,,,16.795,-46.38,-3250,SPREADING_CENTER;MID-ATLANTIC RIDGE,RESMM81-009,MM81,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS-ID(1017); NN(1014); XRF(1018); XRF(1020)
RESMM81-008,whole rock,49.34,1.71,14.76,,,,11.67,0.23,8,10.62,2.51,0.22,0.17,,,,,,,,,,,,,,,41.21,,,,,,,1505,,6.21,,,2.853,,,,145.6,,,10260,,292,33.9,,112,0.702507,0.51317,,,,,,16.79,-46.397,-3480,SPREADING_CENTER;MID-ATLANTIC RIDGE,RESMM81-008,MM81,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-012-101,whole rock,49.8,1.61,14.8,,,,10.85,0.16,8,10.84,2.94,0.43,0.21,7.08,,,11.75,3.63,1.49,,0.804,,,,,2.94,,57.3,,,,,,3.07,3569,,10.97,,,7.298,,,,178.9,0.679,0.683,9660,,269,34.2,,118,0.70262,0.513139,18.329,15.498,37.838,,,16.633,-46.483,-3900,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-012,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-012-103,whole rock,50.1,1.61,14.6,,,,10.96,0.17,8,10.85,2.92,0.42,0.22,7.24,,,11.92,3.63,1.34,,0.779,,,,,2.86,,71.1,,,,,,2.77,3486,,11.05,,,6.007,,,,163.4,0.684,0.703,9660,,261,35.3,,120,0.702603,0.513093,18.287,15.488,37.771,,,16.633,-46.483,-3900,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-012,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
