sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,Te,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
CHR0098-008,glass,50.58,1.66,14.35,,,11.41,,,7.25,11.04,2.6,0.12,,,,,,,,,,,,,,,,,,,,,,,1196,,,,,,,,,,,,,,,,,,,,19.214,15.585,37.782,,,31.9,-40.967,-2960 to -3080,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-008,CH98 (MAPCO),dredge,"basalt, basalt, sparsely plag (cpx) phyric",fresh,"Dmitriev,1985(558); Hamelin,1984(217); Sarda,1985(302)",EMP(1878); MS(724); NN(1814)
CHR0098-009-201,whole rock,48.05,1.13,14.88,,10.77,8.3132,,0.19,9,11.29,2.4,0.06,0.12,1.89,,,6.4,2.46,0.95,,0.62,,,,,,,,47,325,,,,1.81,,,1.42,156,,0.65,,35.1,,89.2,0.11,0.07,6780,,261,30,68,61,0.7027,0.51317,18.514,15.554,38.062,,,31.467,-40.95,-2680 to -3020,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-009,CH98 (MAPCO),dredge,"basalt, basalt, ",fresh,"Bougault,1984(911); Bougault,1985(326); Dosso,1999(786); Eissen,1982(629)",INAA(1831); MS(1151); MS-ID(1150); XRF(1003); XRF(1149); XRF(1830); XRF(1953)
CHR0098-010-203,whole rock,49.31,1.26,15.63,,10.31,,,0.17,8,11.73,2.4,0.06,0.13,2.11,,,7.45,2.82,,,,,,,,,,,,,,,,,,,1.28,,,0.58,,,,101.1,,,,,,,,71,0.702523,0.513224,18.181,15.489,37.7,,,31.067,-41.417,-3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-010,CH98 (MAPCO),dredge,"basalt, basalt, ",fresh,"Dosso,1999(786); Eissen,1982(629)",MS(1151); MS-ID(1150); XRF(1003); XRF(1149)
CHR0098-010,glass,49.73,1.61,15.16,10.42,,9.84,,0.23,7.62,10.96,2.79,0.14,0.17,2.9,,,,3.7,1.28,,0.9,,,,,,,,,,,,,2.847,,,,118,,,,,,,,,,,,,,100.81,0.702545,,,,,,,31.067,-41.417,-3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-010,CH98 (MAPCO),dredge,"basalt, basalt, ",fresh,"David,2000(1056); Jambon,1990(425); Schiano,1997(34)",EMP(1464); EMP(583); INAA(2958); INAA(582); MS(579); MS-ID(2957)
CHR0098-011,glass,49.6,1.48,14.6,10.29,,,11.4,0.18,8.87,1.4,2.5,0.03,0.14,2.8,10.3,,,3.3,1.37,,,,,,,,,,,,,,,2.605,576,,,,,,,,,,,0.102,,0.0391,,,,94.22,,,18.084,15.476,37.627,,,30.683,-41.817,-3500 to -3640,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-011,CH98 (MAPCO),dredge,"basalt, basalt, ",fresh,"Condomines,1981(563); David,2000(1056); Hamelin,1984(217); Jambon,1990(425); Nishio,1999(861); Sarda,1985(302)",EMP(1464); INAA(2958); MS(724); MS-ID(2530); MS-ID(2957); NN(1814); XRF(3126)
CHR0098-011,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,92,,,8650,,,36,,92,,,,,,,,30.683,-41.817,-3500 to -3640,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-011,CH98 (MAPCO),dredge,"basalt, basalt, ",fresh,"Bougault,1980(20)",XRF(113)
CHR0098-011-101,glass,49.76,1.55,14.78,,,9.73,,0.11,8.45,11.38,2.51,0.06,,,,,,,,,0.84,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,0.702562,,,,,,,30.683,-41.817,-3500 to -3640,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-011,CH98 (MAPCO),dredge,"basalt, basalt, ",,"Schiano,1997(34)",EMP(583); INAA(582); MS(579)
CHR0098-011-101,whole rock,48.23,1.59,14.31,,11.59,,,0.2,8.27,10.99,2.55,0.1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.683,-41.817,-3500 to -3640,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-011,CH98 (MAPCO),dredge,"basalt, basalt, ",,"Eissen,1982(629)",XRF(1003)
CHR0098-012,glass,49.59,1.67,15.05,10.3,,10.43,,0.19,7.34,10.91,2.72,0.06,0.17,2.82,11.2,,,3.62,1.35,,0.9,,,,,,,,,,,,,2.979,650,,,121,,,,,,,,,,,,,,105.99,0.702539,,18.27,15.485,37.75,,,30.167,-41.917,-2300 to -2500,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-012,CH98 (MAPCO),dredge,"basalt, basalt, ",fresh,"David,2000(1056); Jambon,1990(425); Sarda,1985(302); Schiano,1997(34)",EMP(1464); EMP(583); INAA(2958); INAA(582); MS(579); MS-ID(2957); NN(1814)
ATL0150-007,whole rock,49,1.58,15.7,8.42,1.74,11.06,,0.19,8.2,10.6,2.55,0.11,0.15,2.8,18,2.1,9,3.4,1.1,6.5,0.9,,1.7,4.67,0.79,3.2,0.5,8.8,49,473,0.017,,,,1198,5.75,,154,,1.22,,42,,101,,,,,289,34,,,0.702715,0.513192,,,,,,30.07,-39.27,-4144,SPREADING_CENTER;MID-ATLANTIC RIDGE,ATL0150-007,A150,dredge,"basalt, basalt, aphanitic to intersertal(ref-39);very fine-grained; mc of ol in plag-cpx-gm(ref-185);fine-grained, massive; sparse mc of plag and ol;gm with ml of same minerals with augite and skeletal ilm-mt in a dark mesostasis(ref-538)",fresh,"Frey,1964(178); Frey,1968(179); Kay,1970(185); Ryan,1987(395); Schilling,1983(42); White,1978(41); Yu,1997(119)",DCP(3157); INAA(117); INAA(1755); INAA(1756); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(1047); XRF(902)
*482/3,whole rock,47.38,0.88,17.75,8.8,2,,10.66,0.19,9.74,11,2.87,0.08,0.05,1.12,4.3,,4.58,1.84,0.821,3.16,,4.34,,3.1,,3.13,,2.3,49,371,,,,,,,,203,,,,42,,95,,,5330,,184,25,,51,0.70278,,,,,,,29.72,-42.65,-2200 to -2430,SPREADING_CENTER;MID-ATLANTIC RIDGE,*482/3,UNKNOWN,unknown,"basalt, basalt, fine-grained with 10% plag pc (<0.5 mm) and 3% ol pc in an intersertal devetrified brown matrix with abundant plag ml",,"Sun,1979(118)",MS(1346); MS-ID(1344); WET(1343); XRF(1342); XRF(1345)
P-1,whole rock,49.79,1.52,15.38,7.99,2.22,,,0.18,7.93,11.18,2.72,0.21,0.16,3.9,13.8,,10.4,3.6,1.5,,1,,,,0.7,4.1,0.62,14,45,285,0.037,,,,1932,,,139,,2.09,,45,,115,,,,,310,,,,0.70264,,,,,,,29.07,-43.02,-2212,SPREADING_CENTER;MID-ATLANTIC RIDGE,P-1,UNKNOWN,dredge,"basalt, basalt, ",fresh,"Schilling,1983(42); White,1977(54); White,1978(41)",INAA(81); MS(600); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
*VG968,glass,,,,,,,,,,,,0.04,,,5.74,,,,,,,,,,,,,,,,,,,,342,,1.28,,0.249,,,,,,,0.046,,0.027,,,,,0.70287,0.513062,18.589,15.529,38.108,,,28.9,-43.32,,SPREADING_CENTER;MID-ATLANTIC RIDGE,*VG968,UNKNOWN,dredge,"basalt, basalt, ",fresh,"Hofmann,1986(161); Ito,1980(184); Ito,1987(187); Jochum,1983(207); White,1993(477)",MS(1051); MS-ID(1118); MS-ID(1376); SS-ID(1062); SSMS(1560)
N-1,glass,49.1,0.92,17.57,9.15,1.06,,,0.14,9.01,11.55,2.58,0.04,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88,-43.33,-3658,SPREADING_CENTER;MID-ATLANTIC RIDGE,N-1,UNKNOWN,dredge,"basalt, basalt, cryptocristalline to aphanitic(ref-39);glassy(ref-115);",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
N-1,whole rock,48.26,0.94,17.05,8.19,1.32,,,0.17,9.89,11.38,2.46,0.05,0.05,1.6,5.8,,4.1,1.9,0.9,,0.7,,,,0.51,2.4,0.34,2.6,50,401,0.003,,,,449,,,247,,0.26,,38,,110,,,,,192,,,,0.70266,,,,,,,28.88,-43.33,-3658,SPREADING_CENTER;MID-ATLANTIC RIDGE,N-1,UNKNOWN,dredge,"basalt, basalt, cryptocristalline to aphanitic(ref-39);glassy(ref-115);",fresh,"Schilling,1983(42); White,1977(54); White,1978(41)",INAA(81); MS(600); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
CHR0098-015,glass,48.47,1.03,18.34,8.35,,9.39,,0.16,8.03,12.23,2.31,0.084,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.123,15.44,37.579,,,27.767,-44.083,-3340 to -3840,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-015,CH98 (MAPCO),dredge,"basalt, basalt, aphyric",fresh,"Dmitriev,1985(558); Hamelin,1984(217); Jambon,1990(425)",EMP(1464); EMP(1878); MS(724)
KNO0115-005-001,glass,,,,7.85,,,9.45,,9.51,,,,,,,,6.63,2.57,,,,,,,,,0.325,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,0.513189,,,,,,25.73,-45.11,-3725 to -3800,SPREADING_CENTER;MID-ATLANTIC RIDGE,KNO0115-005,KN115,dredge,"basalt, basalt, ",fresh,"Christie,1986(261); Salters,1996(45)",DCP(1786); MS(3211); MS-ID(3212); SP-PH(1787)
VEM0025-001-022,glass,50.88,1.71,16.07,,,9.73,,,7.39,11.17,2.89,0.11,0.16,3.87,12.2,2.23,12.2,,,,,,,,,,,13.75,,,0.0155,,,,1151,,4.49,,0.454,1.25,0.043,,,,,0.206,,0.0838,,,,,0.70261,0.513145,18.32,15.501,37.807,,,25.4,-45.3,-3155 to -3274,SPREADING_CENTER;MID-ATLANTIC RIDGE,VEM0025-001,VM25,dredge,"basalt, basalt, ",fresh,"Hofmann,1983(742); Hofmann,1986(161); Ito,1987(187); Jochum,1983(207); Jochum,1997(95); Melson,(1086)",EMP(3262); MS(1051); MS-ID(1556); SS-ID(1063); SSMS(1560); SSMS(1625)
VEM0025-001-022,whole rock,,,,,,,,,,,,,,,,,12.2,3.88,1.35,,,,,,,,,,,,,,,2.96,,,,,,,,,1.22,,,,,,,,,108,,,,,,,,25.4,-45.3,-3155 to -3274,SPREADING_CENTER;MID-ATLANTIC RIDGE,VEM0025-001,VM25,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
KNO0115-007-002,glass,,,,7.4,,,9.1,,9.1,,,,,,,,5.97,2.34,,,,,,,,,0.281,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,0.513182,,,,,,25.15,-45.43,-3025 to -3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,KNO0115-007,KN115,dredge,"basalt, basalt, ",fresh,"Christie,1986(261); Salters,1996(45)",DCP(1786); MS(3211); MS-ID(3212); SP-PH(1787)
CHR0098-017,glass,50.03,1.39,15.65,9.01,,,,0.17,8.67,10.72,2.8,0.095,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.467,-46.25,-4350,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0098-017,CH98 (MAPCO),dredge,"basalt, basalt, ",fresh,"Jambon,1990(425)",EMP(1464)
DAR0057-023-002-2B,whole rock,49.58,1.165,17.82,,9.31,,,0.155,7.13,11.87,2.73,0.07,0.1,2.42,7.84,1.34,7.49,2.63,0.96,3.53,0.67,4.52,0.95,2.9,0.42,2.86,0.45,9.54,39.96,315.5,0.016,62.62,15.2,1.98,,,1.83,122.2,0.386,0.89,,32.71,,119.3,0.128,0.117,,0.035,229.4,28.29,64.85,72,0.702495607,0.513152,18.439,15.489,37.878,,,24.41,-46.228,-4250,SPREADING_CENTER;MID-ATLANTIC RIDGE,DAR0057-023,CD57,dredge,"basalt, basalt, ",,"Lawson,1996(880)",ICPMS(3298); MS(3299); MS(3303); XRF(3297)
DAR0057-030-001-2C,whole rock,50.64,1.67,15.32,,11.03,,,0.18,7.25,10.7,3.1,0.25,0.14,3.97,12.23,2.01,10.94,3.56,1.31,4.7,0.86,5.66,1.2,3.57,0.52,3.56,0.56,14.49,44.83,172.8,0.018,65.79,17.36,2.77,,,3.08,97.23,1.747,1.9,,40.06,,139,0.176,0.194,,0.085,313.6,36.07,85.07,115,0.702492,0.513178,18.404,15.476,37.82,,,24.375,-46.232,-4490,SPREADING_CENTER;MID-ATLANTIC RIDGE,DAR0057-030,CD57,dredge,"basalt, basalt, ",,"Lawson,1996(880)",ICPMS(3298); MS(3301); XRF(3297)
DAR0057-022-002-1B,whole rock,50.48,1.19,16.87,,8.86,,,0.15,8.07,11.86,2.62,0.16,0.11,3.08,8.71,1.43,7.91,2.63,0.97,3.51,0.67,4.1,0.86,2.59,0.37,2.63,0.4,13.64,36.41,387.3,0.041,62.66,14.36,2.07,,,2.6,123.85,0.526,2.1,,33.61,,126.2,0.159,0.191,,0.071,244.2,26.87,65.21,78.3,0.702556,0.513186,18.371,15.502,37.867,,,24.328,-46.203,-4150,SPREADING_CENTER;MID-ATLANTIC RIDGE,DAR0057-022,CD57,dredge,"basalt, basalt, ",,"Lawson,1996(880)",ICPMS(3298); MS(3300); MS(3301); XRF(3297)
DAR0057-021-001-1B,whole rock,50.325,1.63,15.46,,10.71,,,0.18,7.655,10.79,3.125,0.13,0.16,4.2,13.19,2.08,11.4,3.61,1.31,4.77,0.89,5.74,1.21,3.5,0.52,3.47,0.54,14.94,46.89,282.6,0.022,65.85,15.49,2.91,,,3.28,116.33,0.604,1.45,,39,,140.7,0.202,0.216,,0.07,301.4,36.26,77.92,116.6,0.702517,0.513147,18.438,15.487,37.865,,,24.307,-46.263,-4390,SPREADING_CENTER;MID-ATLANTIC RIDGE,DAR0057-021,CD57,dredge,"basalt, basalt, ",,"Lawson,1996(880)",ICPMS(3298); MS(3300); MS(3301); XRF(3297)
GIL0104-001-003,glass,50.71,1.95,14.36,10.61,,10.61,,,6.42,11.16,3.09,0.12,0.18,,,,9.78,3.45,,,,,,,,,,,,,,,,,806,,,,,1.11,,,,126.2,,,,,,,,,0.70242,0.513132,,,,,,24.183,-46.282,-3910 to -4090,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL0104-001,GS104,dredge,"basalt, basalt, ",fresh,"Bryan,1981(37); Machado,1982(190); Melson,(1086)",EMP(3262); EMP(587); MS(243)
GIL0104-001-003,whole rock,50.44,1.43,15.92,,,9.24,,0.17,8.08,11.87,2.6,0.09,0.16,,,,,,,,,,,,,,,,42,263,,71,,,,,,113,,3.2,,,,129,,,,,266,35,71,106,,,,,,,,24.183,-46.282,-3910 to -4090,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL0104-001,GS104,dredge,"basalt, basalt, ",fresh,"Bryan,1981(37)",XRF(588)
GIL0104-002-001,glass,50.82,1.53,15.25,9.31,,9.29,,,7.14,11.52,3.02,0.144,0.14,,,,7.58,3.47,,,,,,,,,,19.81,,,,,,,1233,,3.61,,,1.77,,,,140.5,,,,,,,,100,0.7025,0.51326,,,,,,24.157,-46.268,-3800 to -3970,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL0104-002,GS104,dredge,"basalt, basalt, aphyric",fresh,"Bryan,1981(37); Machado,1982(190); Melson,(1086); Michael,1995(409)",EMP(3262); EMP(587); EMP(963); MS(243); XRF(964); XRF(965)
GIL0104-002-001,whole rock,50.63,1.51,15.62,7.51,,9.28,,0.17,7.82,11.82,2.82,0.19,0.15,3.91,10.15,,,3.41,1.12,,0.76,4.51,,,,2.75,0.43,,43,267,,74,,2.47,,,,91,,3.5,,35,,142,0.18,,,,264,34,70,107,,,,,,,,24.157,-46.268,-3800 to -3970,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL0104-002,GS104,dredge,"basalt, basalt, aphyric",fresh,"Bryan,1981(37)",INAA(589); NN(591); XRF(588)
DAR0057-014-001-1B,whole rock,50.42,1.31,15.83,,9.59,,,0.16,7.72,11.525,2.905,0.235,0.125,3.57,10.65,1.68,9.16,2.88,1.1,3.79,0.69,4.56,0.97,2.77,0.44,2.7,0.47,15.21,41.03,300.7,0.026,68.65,14.8,2.23,,,3.09,88.26,0.515,2.09,,36.72,,145.4,0.186,0.162,,0.084,246.9,28.75,62.89,91.5,0.702499608,0.513137,18.509,15.497,37.934,,,24.003,-46.303,-4360,SPREADING_CENTER;MID-ATLANTIC RIDGE,DAR0057-014,CD57,dredge,"basalt, basalt, ",,"Lawson,1996(880)",ICPMS(3298); MS(3299); MS(3303); XRF(3297)
DAR0057-011-001-1B,whole rock,49.89,1.67,16.16,,10.74,,,0.18,6.96,11.05,2.89,0.19,0.16,3.98,12.08,2.05,11.16,3.81,1.35,5.06,0.9,6.03,1.27,3.77,0.6,3.8,0.6,14.15,40.6,224,0.029,64.28,16.28,3.13,,,3.25,82.27,0.638,1.55,,38.43,,130.2,0.216,0.224,,0.1,296.6,38.52,83.26,117.7,0.702517609,0.513134,18.504,15.494,37.92,,,23.923,-46.322,-4715,SPREADING_CENTER;MID-ATLANTIC RIDGE,DAR0057-011,CD57,dredge,"basalt, basalt, ",,"Lawson,1996(880)",ICPMS(3298); MS(3299); MS(3303); XRF(3297)
DAR0057-027-001-1B,whole rock,50.17,1.565,16.58,,9.92,,,0.165,7.12,11.4,2.86,0.265,0.16,4.08,12.59,2.01,10.98,3.63,1.32,4.79,0.96,5.8,1.26,3.56,0.56,3.62,0.51,15.77,40.87,266.7,0.034,64.28,15.85,2.95,,,3.45,111.81,0.535,2.48,,35.06,,130.4,0.205,0.201,,0.271,279.2,35.74,75.67,114.1,0.702505401,0.513155,18.426,15.466,37.828,,,23.838,-46.37,-5160,SPREADING_CENTER;MID-ATLANTIC RIDGE,DAR0057-027,CD57,dredge,"basalt, basalt, ",,"Lawson,1996(880)",ICPMS(3298); MS(3302); XRF(3297)
GIL0104-025-002,glass,50.18,1.95,14.88,10.86,,10.82,,,7.02,10.6,3.12,0.12,0.2,,,,14.42,5.05,,,,,,,,,,6.56,,,,,,,1135,,,,,0.62,,,,140.8,,,,,,,,,0.70221,0.513338,,,,,,23.533,-44.957,-4300 to -4560,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL0104-025,GS104,dredge,"basalt, basalt, ",fresh,"Bryan,1981(37); Machado,1982(190); Melson,(1086)",EMP(3262); EMP(587); MS(243)
GIL0104-025-002,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513237,18.27,15.44,37.536,,,23.533,-44.957,-4300 to -4560,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL0104-025,GS104,dredge,"basalt, basalt, ",fresh,"Salters,1991(632); Salters,1998(633)",MS(1887); MS(1888)
ALV1680-002,glass,50.65,1.34,16.26,,,8.89,,,8.33,11.47,2.75,0.1,0.14,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,,,,,,0.113,,0.0513,,,,,,,,,,,,23.38,-44.93,-3681,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV1680-002,ALVIN 1680,submersible,"basalt, basalt, ",fresh,"Melson,(1086); Sturm,2000(1063)",EMP(3262); MS-ID(3004)
NADHS88-011-009,glass,,,,,,,,,,,,,,,,,10.32,3.43,,,,,,,,,,,,,,,,,1328,,2.86,,,0.532,,,,153.5,0.19,,8400,,259,28.5,,105,0.702347,0.513146,18.292,15.488,37.728,,,23.3733,-44.948,-3544,SPREADING_CENTER;MID-ATLANTIC RIDGE,NADHS88-011,HYDROSNAKE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); XRF(1018); XRF(1020)
NADHS88-011-009,whole rock,49.46,1.4,15.6,,,,10.01,0.16,8.46,11.17,2.8,0.16,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3733,-44.948,-3544,SPREADING_CENTER;MID-ATLANTIC RIDGE,NADHS88-011,HYDROSNAKE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",NN(1014)
ALV1679-005,glass,50.41,1.39,16.22,,,8.79,,,8.39,11.4,2.88,0.12,0.13,,,,,,,,,,,,,,,5.76,,,,,,,,,,,,,,,,,,0.132,,0.0609,,,,,,,,,,,,23.37,-44.97,-3682,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV1679-005,ALVIN 1679,submersible,"basalt, basalt, ",fresh,"Melson,(1086); Sturm,2000(1063)",EMP(3262); MS-ID(3004)
NADHS88-008-003,whole rock,49.53,1.4,15.72,,,,9.9,0.16,8.41,11.25,2.83,0.15,0.13,,,,9.72,3.24,,,,,,,,,,,,,,,,,1245,,3.3,,,0.489,,,,149.4,0.179,,8400,,265,31,,104,0.702392,0.513168,18.249,15.511,37.741,,,23.3683,-44.9492,-3500,SPREADING_CENTER;MID-ATLANTIC RIDGE,NADHS88-008,HYDROSNAKE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018)
NADHS88-009-001,whole rock,49.5,1.74,15.23,,,,11.06,0.17,7.78,10.99,2.79,0.24,0.16,,,,11.63,3.93,,,,,,,,,,,,,,,,,,,,,,1.597,,,,134.7,0.202,,,,,,,,0.70243,0.513162,18.335,15.56,37.779,,,23.3683,-44.9934,-4264,SPREADING_CENTER;MID-ATLANTIC RIDGE,NADHS88-009,HYDROSNAKE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014)
NADHS88-006-003,whole rock,49.78,1.62,15.67,,,,10.61,0.17,7.36,11.18,2.98,0.23,0.17,,,,11.28,3.73,,,,,,,,,,,,,,,,,1909,,6,,,2.267,,,,153.1,0.325,,9720,,291,35,,122,0.702467,0.513142,18.346,15.495,37.813,,,23.3585,-44.948,-3558,SPREADING_CENTER;MID-ATLANTIC RIDGE,NADHS88-006,HYDROSNAKE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018)
CHRRI88-031-101,whole rock,49.1,1.78,15.1,,,,11.5,0.17,7.45,10.9,2.92,0.14,0.17,3.84,,,11.98,4.11,1.63,,0.95,,,,,3.73,,,,,,,,3.17,890,,2.66,,,0.482,,,,129.6,0.169,0.141,10680,,291,35.6,,123,0.702372,0.51315,18.208,15.48,37.668,,,23.217,-44.967,-3660,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-031,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
CHRRI88-031-103,glass,49.4,1.6,15.9,,,,10.7,0.16,7.67,11.6,2.82,0.1,0.15,3.05,,,9.94,3.7,1.37,,0.79,,,,,2.92,,,,,,,,2.79,690,,2.04,,,0.294,,,,114.6,0.129,0.086,9600,,286,32,,106,0.702374,0.513186,18.254,15.524,37.826,,,23.217,-44.967,-3660,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHRRI88-031,RIDELENTE,dredge,"basalt, basalt, ",,"Dosso,1993(51)",EMP(1021); MS(1016); MS(1022); MS(1023); MS-ID(1017); NAA(1019); NN(1014); XRF(1018); XRF(1020)
DSDP046-0396A-018-003/58G,glass,49.68,1.18,15.25,,,8.43,,,7.97,11.01,2.47,0.06,,,,,9.38,3.42,,,,,,,,,,,,,,,,,,,,,0.408,1.88,,,,194,,,,0.063,,,,,0.70253,0.51314,18.2,15.46,37.56,,,22.9857,-43.515,-4459,SPREADING_CENTER;MID-ATLANTIC RIDGE,DSDP046-0396A,DSDP,drill,"basalt, basalt, ",fresh,"Cohen,1980(173); Cohen,1982(78)",EMP(701); MS(619); MS(620); MS-ID(621)
ODP0106-0648B-010R-001/2-5,whole rock,50.92,1.67,15.56,,10.46,,,0.18,7.56,11.24,2.92,0.25,,,,,12.44,,,,,,,,,,,15.1,,244,,57,,,2108,,,100,,2.83,,36,,141,,,,,291,,69,,0.702343,0.513189,,,,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, fine-grained to microcrystalline gm; ca. 2% plag pc, minor ol pc",,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0106-0648B-010R-001/2-5HALO,whole rock,50.69,1.65,14.69,,11.21,,,0.17,7.27,10.91,2.89,0.38,,,,,11.8,3.99,,,,,,,,,,18.6,,243,,55,,,2862,,,97,,6.59,,34,,137,,,,,297,,77,,0.702401,,,,,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, ",,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0106-0648B-018R-001/17-21,whole rock,50.91,1.7,15.97,,10.05,,,0.17,6.75,11.38,3.11,0.09,,,,,12.83,4.31,,,,,,,,,,13.8,,233,,50,,,730,,,84,,0.46,,35,,141,,,,,291,,70,,0.702373,0.513189,,,,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, fine-grained to microcrystalline gm; ca. 2% plag pc, minor ol pc",,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0106-0648B-018R-001/17-21HALO,whole rock,50.75,1.69,15.22,,11.38,,,0.17,7.22,10.95,3.1,0.13,,,,,12.21,4.128,,,,,,,,,,24.3,,242,,64,,,1070,,,98,,1.61,,35,,144,,,,,302,,55,,0.702582,0.513179,,,,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, fewer and smaller plag in gm, more tachylite than nearby rock (sample 106-648b-18r-1,17-21)",,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
ODP0106-0648B-001R-001/0-4,whole rock,50.48,1.75,15.36,,10.74,,,0.18,7.08,11.53,3.02,0.29,,,,,13.64,4.62,,,,,,,,,,17.3,,238,,57,,,2181,,,86,,2.08,,36,,146,,,,,301,,78,,,0.51322,18.716,15.549,38.12,,,22.922,-44.94709,-3325.9,SPREADING_CENTER;MID-ATLANTIC RIDGE,ODP0106-0648B,ODP,drill,"basalt, basalt, fine-grained to microcrystalline gm; ca. 2% plag pc, minor ol pc",fresh,"Park,1990(993)",DCP(2771); MS(2774); MS-ID(2773)
