sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Ga,Hf,K,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
162,"WHITE, W M; HOFMANN, A W; PUCHELT, H",1987,ISOTOPE GEOCHEMISTRY OF PACIFIC MID-OCEAN RIDGE BASALTS,J GEOPHYS RES,92,,4881,4893,,,
163,"RHODES, J M; MORGAN, C; LIIAS, R A",1990,GEOCHEMISTRY OF AXIAL SEAMOUNT LAVAS: MAGMATIC RELATIONSHIP BETWEEN THE COBB HOTSPOT AND THE JUAN DE FUCA RIDGE,J GEOPHYS RES,95,,12713,12733,,,
173,"COHEN, R S; EVENSEN, N M; HAMILTON, P J; O'NIONS, R K",1980,"U-PB, SM-ND AND RB-SR SYSTEMATICS OF MID-OCEAN RIDGE BASALT GLASSES",NATURE,283,,149,153,,,
185,"KAY, R; HUBBARD, N J; GAST, P W",1970,CHEMICAL CHARACTERISTICS AND ORIGIN OF OCEANIC RIDGE VOLCANIC ROCKS,J GEOPHYS RES,75,,1585,1613,,,
187,"ITO, E; WHITE, W M; GOEPEL, C",1987,"THE O, SR ND, AND PB ISOTOPE GEOCHEMISTRY OF MID-OCEAN RIDGE BASALTS",CHEM GEOL,62,,157,176,,,
201,"SUN, S S",1980,"LEAD ISOTOPE STUDIES OF YOUNG VOLCANIC ROCKS FROM MID-OCEAN RIDGES, OCEAN ISLANDS AND ISLAND ARCS",PHIL TRANS R SOC LOND,A297,,409,445,,,
204,"HEGNER, E; TATSUMOTO, M",1987,"PB, SR, AND ND ISOTOPES IN BASALTS AND SULFIDES FROM THE JUAN DE FUCA RIDGE",J GEOPHYS RES,92,,11380,11386
205,"CHURCH, S E; TATSUMOTO, M",1975,"LEAD ISOTOPE REALTIONS IN OCEANIC RIDGE BASALTS FROM THE JUAN DE FUCA-GORDA RIDGE AREA, NE PACIFIC OCEAN",CONTR MIN PETROL,53,,253,279
232,"COUSENS, B L; CHASE, R L; SCHILLING, J G",1984,"BASALT GEOCHEMISTRY OF THE EXPLORER RIDGE AREA, NORTHEAST PACIFIC OCEAN",CAN J EARTH SCI,31,,157,170
237,"KARSTEN, J L; DELANEY, J R; RHODES, J M; LIIAS, R A",1990,"SPATIAL AND TEMPORAL EVOLUTION OF MAGMATIC SYSTEMS BENEATH THE ENDEAVOR SEGMENT, JUAN DE FUCA RIDGE: TECTONIC AND PETROLOGIC CONSTRAINTS",J GEOPHYS RES,95,,19235,19256
249,"NIELSEN, R L; CRUM, J; BOURGEOIS, R; HASCALL, K; FORSYTHE, L; FISK, M R; CHRISTIE, DAVID M",1995,MELT INCLUSIONS IN HIGH-AN PLAGIOCLASE FROM THE GORDA RIDGE; AN EXAMPLE OF THE LOCAL DIVERSITY OF MORB PARENT MAGMAS,CONTR MIN PETROL,122,,34,50
392,"MICHAEL, P J",1988,"THE CONCENTRATION, BEHAVIOUR AND STORAGE OF H2O IN THE SUBOCEANIC UPPER MANTLE. IMPLICATIONS FOR MANTLE METASOMATISM",GEOCHIM COSMOCHIM ACTA,52,,555,566
409,"MICHAEL, P J",1995,REGIONALLY DISTINCTIVE SOURCES OF DEPLETED MORB: EVIDENCE FROM TRACE ELEMENTS AND H2O,EARTH PLANET SCI LETT,131,,301,320
439,"GOLDSTEIN, S J; MURRELL, M T; JANECKY, D R",1989,TH AND U ISOTOPIC SYSTEMATICS OF BASALTS FROM THE JUAN DE FUCA AND GORDA RIDGES BY MASS SPECTROMETRY,EARTH PLANET SCI LETT,96,,134,146
476,"GOLDSTEIN, S J; MURRELL, M T; WILLIAMS, R W",1993,231PA AND 230TH CHRONOLOGY OF MID-OCEAN RIDGE BASALTS,EARTH PLANET SCI LETT,115,,151,159
477,"WHITE, W M",1993,238U/204PB IN MORB AND OPEN SYSTEM EVOLUTION OF THE DEPLETED MANTLE,EARTH PLANET SCI LETT,115,,211,226
512,"CLAGUE, DAVID A; FRIESEN, W B; QUINTERNO, P; HOLMES, M; MORTON, J L; BOUSE, R; MORGENSON, L; DAVIS, A",1984,"PRELIMINARY GEOLOGICAL, GEOPHYSICAL, AND BIOLOGICAL DATA FROM THE GORDA RIDGE",US GEOL SURV OPEN FILE REP,84,,364,
542,"KARSTEN, J L",1988,"SPATIAL AND TEMPORAL VARIATIONS IN THE PETROLOGY, MORPHOLOGY AND TECTONICS OF A MIGRATING SPREADING CENTER: THE ENDEAVOR SEGMENT, JUAN DE FUCA RIDGE",PH D UNIV WASH,,,,
553,"FINE, G; STOLPER, E",1985,DISSOLVED CARBON DIOXIDE IN BASALTIC GLASSES: CONCENTRATIONS AND SPECIATION,EARTH PLANET SCI LETT,76,,263,278
564,"GOLDSTEIN, S J; MURRELL, M T; JANECKY, D R; DELANEY, J R; CLAGUE, DAVID A",1991,GEOCHRONOLOGY AND PETROGENESIS OF MORB FROM THE JUAN DE FUCA AND GORDA RIDGES BY 238U-230TH DISEQUILIBRIUM,EARTH PLANET SCI LETT,107,,25,41
568,"SIMS, K W W; DE PAOLO, D J; MURRELL, M T; BALDRIDGE, W S; GOLDSTEIN, S J; CLAGUE, DAVID A",1995,MECHANISMS OF MAGMA GENERATION BENEATH HAWAII AND MID-OCEAN RIDGES: URANIUM/THORIUM AND SAMARIUM/NEODYMIUM ISOTOPIC EVIDENCE,SCIENCE,267,,508,512
570,"VOLPE, A M; GOLDSTEIN, S J",1993,226RA-230TH DISEQUILIBRIUM IN AXIAL AND OFF-AXIS MID-OCEAN RIDGE BASALTS,GEOCHIM COSMOCHIM ACTA,57,,1233,1241
580,"JOCHUM, K P; VERMA, S P",1996,"EXTREME ENRICHMENT OF SB, TL AND OTHER TRACE ELEMENTS IN ALTERED MORB",CHEM GEOL,130,,289,299,,
671,"JOCHUM, K P; HOFMANN, A W; SEUFERT, H M",1993,TIN IN MANTLE-DERIVED ROCKS: CONSTRAINTS ON EARTH EVOLUTION,GEOCHIM COSMOCHIM ACTA,57,,3585,3595,,
700,"MOORE, J G",1970,WATER CONTENT OF BASALT ERUPTED ON THE OCEAN FLOOR,CONTR MIN PETROL,28,,272,279,,
732,"HEGNER, E; TATSUMOTO, M",1989,"PB, SR, AND ND ISOTOPES IN SEAMOUNT BASALTS FROM THE JUAN DE FUCA RIDGE AND KODIAK-BOWIE SEAMOUNT CHAIN, NORTHEAST PACIFIC",J GEOPHYS RES,94,,17839,17846,,
734,"DAVIS, A S; CLAGUE, DAVID A",1990,GABBROIC XENOLITHS FROM THE NORTHERN GORDA RIDGE: IMPLICATIONS FOR MAGMA CHAMBER PROCESSES UNDER SLOW SPREADING CENTERS,J GEOPHYS RES,95,,10885,10905,,
735,"KADKO, DAVID; KOSKI, R A; TATSUMOTO, M; BOUSE, R",1985,AN ESTIMATE OF HYDROTHERMAL FLUID RESIDENCE TIMES AND VENT CHIMNEY GROWTH RATES BASED ON 210PB/PB RATIOS AND MINERALOGIC STUDIES OF SULFIDES DREDGED FROM THE JUAN DE FUCA RIDGE,EARTH PLANET SCI LETT,76,,35,44,,
742,"HOFMANN, A W; WHITE, W M",1983,"BA, RB AND CS IN THE EARTH’S MANTLE",ZEITSCHR NATURFORSCH,38A,,256,266,,
749,"CLAGUE, DAVID A; HOLMES, M",1989,"GEOLOGY, PETROLOGY AND MINERAL POTENTIAL OF THE GORDA RIDGE",CIRCUM-PACIFIC COUNCIL FOR ENERGY AND MINERAL RESOURCES EARTH SCIENCE SERIES,,,,,GEOLOGY AND RESOURCE POTENTIAL OF THE CONTINENTAL MARGIN OF WESTERN NORTH AMERICA AND ADJACENT OCEAN BASINS - BEAUFORT SEA TO BAJA CALIFORNIA,"SCHOLL-D-W, GRANTZ-A, VEDDER-J-G"
808,"MICHAEL, P J; CORNELL, W C",1998,INFLUENCE OF SPREADING RATE AND MAGMA SUPPLY ON CRYSTALLIZATION AND ASSIMILATION BENEATH MID-OCEAN RIDGES: EVIDENCE FROM CHLORINE AND MAJOR ELEMENT CHEMISTRY OF MID-OCEAN RIDGE BASALTS,J GEOPHYS RES,103,,18325,18356,,
871,"DAVIS, A S; CLAGUE, DAVID A; WHITE, W M",1998,GEOCHEMISTRY OF BASALT FROM ESCANABA TROUGH: EVIDENCE FOR SEDIMENT CONTAMINATION,J PETROL,39,,841,858,,
1086,"MELSON, W G; O'HEARN, T",,SMITHSONIAN VOLCANIC GLASS FILE,,,,,,,
