ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Pb
61908,"HOFMANN,1986(161)",SSMS(1560),12940,*VG968,28.9,-43.32,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.201
61909,"HOFMANN,1986(161)",SSMS(1560),8955,LYN1973-056,49.81,-28.65,0.01,-3219,-3402,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.399
61910,"HOFMANN,1986(161)",SSMS(1560),8954,LYN1971-007,52.67,-34.94,1.00E-02,-3240,-3240,FRACTURE_ZONE,GIBBS FRACTURE ZONE,GL,0.406
61911,"HOFMANN,1986(161)",SSMS(1560),8953,LYN1973-007,70.167,-15.26,1.00E-03,-1097,-1280,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.204
61912,"HOFMANN,1986(161)",MS-ID(1561),8953,LYN1973-007,70.167,-15.26,1.00E-03,-1097,-1280,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.189
61914,"HOFMANN,1986(161)",MS-ID(1561),8967,GIL7309-075,-0.558,-16.022,0.001,-3880,-3880,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.52
61916,"HOFMANN,1986(161)",MS-ID(1561),8966,GIL7309-094,-1.12,-24.575,0.01,-4896,-4896,FRACTURE_ZONE,,GL,0.495
61918,"HOFMANN,1986(161)",MS-ID(1561),9098,PIL6909-028,6.01,-33.28,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.589
61919,"HOFMANN,1986(161)",SSMS(1560),88,AII0032-3-012-008,42.96,-29.18,0.01,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.13
61920,"HOFMANN,1986(161)",MS-ID(1561),88,AII0032-3-012-008,42.96,-29.18,0.01,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.03
61921,"HOFMANN,1986(161)",SSMS(1560),8980,YAQ1973-036-006,-31,-113.12,0.01,-2453,-2453,OLD_OCEANIC_CRUST,,GL,0.463
61922,"HOFMANN,1986(161)",SSMS(1560),12942,VEM0024-C24-167-186,1.45,-101.35,0.01,-4901,-4901,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.345
61923,"HOFMANN,1986(161)",SSMS(1560),12943,*D10-1,2.44,-95.62,0.01,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.592
61924,"HOFMANN,1986(161)",SSMS(1560),9102,207.D10-2,2.44,-95.62,0.01,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.61
61925,"HOFMANN,1986(161)",SSMS(1560),9103,*D10-3,2.44,-95.62,1.00E-02,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.495
61927,"HOFMANN,1986(161)",MS-ID(1561),8977,NHORIS3-010,12.142,-103.75,1.00E-03,-1405,-1420,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.709
61929,"HOFMANN,1986(161)",MS-ID(1561),8976,NHORIS3-030,13.833,-104.183,0.001,-1425,-1490,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.686
61930,"HOFMANN,1986(161)",SSMS(1560),8970,THO0029-011-002,46.39,-129.97,0.01,-2480,-2480,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.362
61931,"HOFMANN,1986(161)",MS-ID(1561),8970,THO0029-011-002,46.39,-129.97,0.01,-2480,-2480,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.34
61937,"HOFMANN,1986(161)",MS-ID(1561),9106,DST0041-003-H70,1.04,-85.42,0.01,-1554,-1554,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,1.38
61939,"HOFMANN,1986(161)",MS-ID(1561),9104,207.F83,5.35,68.68,0.01,,,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.645
62058,"NIU,1999(853)",ICPMS(1567),14182,MELPHNX-2-082-001,11.43,-103.38,0.01,-2952,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.564
62060,"NIU,1999(853)",ICPMS(1567),14183,MELPHNX-2-083-001,11.42,-103.43,0.01,-3014,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.544
62062,"NIU,1999(853)",ICPMS(1567),14184,MELPHNX-2-084-001,11.41,-103.53,0.01,-3002,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.618
62064,"NIU,1999(853)",ICPMS(1567),14185,MELPHNX-2-086-003,11.4,-103.56,0.01,-3000,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.596
62066,"NIU,1999(853)",ICPMS(1567),14186,MELPHNX-2-088-001,11.38,-103.59,0.01,-2983,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.521
62068,"NIU,1999(853)",ICPMS(1567),14187,MELPHNX-2-089-001,11.39,-103.61,1.00E-02,-2960,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.635
62070,"NIU,1999(853)",ICPMS(1567),7818,MELPHNX-2-090-002,9.3738,-103.6387,0.0001,-3003,-3003,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.987
62072,"NIU,1999(853)",ICPMS(1567),14188,MELPHNX-2-091-001,11.38,-103.66,0.01,-3063,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.359
62074,"NIU,1999(853)",ICPMS(1567),14189,MELPHNX-2-092-001,11.38,-103.68,0.01,-2902,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.958
62076,"NIU,1999(853)",ICPMS(1567),14190,MELPHNX-2-093-006,11.38,-103.69,0.01,-2934,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.558
62078,"NIU,1999(853)",ICPMS(1567),14191,MELPHNX-2-094-001,11.37,-103.71,0.01,-2864,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.449
62080,"NIU,1999(853)",ICPMS(1567),14192,MELPHNX-2-095-001,11.37,-103.72,0.01,-2883,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.73
62082,"NIU,1999(853)",ICPMS(1567),14193,MELPHNX-2-097-002,11.36,-103.74,0.01,-2791,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.487
62084,"NIU,1999(853)",ICPMS(1567),14194,MELPHNX-2-098-001,11.36,-103.75,0.01,-2815,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.455
62086,"NIU,1999(853)",ICPMS(1567),14195,MELPHNX-2-099-002,11.36,-103.76,1.00E-02,-2860,,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.504
62088,"NIU,1999(853)",ICPMS(1567),14196,MELPHNX-2-100-001,11.357,-103.763,1.00E-03,-2626,-2626,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.582
62090,"NIU,1999(853)",ICPMS(1567),14197,MELPHNX-2-101-001,11.357,-103.772,0.001,-2527,-2527,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.57
62092,"NIU,1999(853)",ICPMS(1567),14198,MELPHNX-2-GC060,11.35,-103.77,1.00E-02,-2544,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.967
62094,"NIU,1999(853)",ICPMS(1567),14199,MELPHNX-2-102-001,11.358,-103.778,1.00E-03,-2587,-2587,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.499
62096,"NIU,1999(853)",ICPMS(1567),14200,MELPHNX-2-103-001,11.368,-103.78,1.00E-03,-2560,-2560,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.693
62098,"NIU,1999(853)",ICPMS(1567),14201,MELPHNX-2-103-002,11.368,-103.78,0.001,-2560,-2560,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,1.09
62100,"NIU,1999(853)",ICPMS(1567),14202,MELPHNX-2-104-001,11.345,-103.777,0.01,-2455,-2455,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.551
62102,"NIU,1999(853)",ICPMS(1567),14203,MELPHNX-2-GC022,11.34,-103.79,1.00E-02,-2605,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.907
62104,"NIU,1999(853)",ICPMS(1567),14204,MELPHNX-2-108-001,11.342,-103.788,1.00E-03,-2681,-2681,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),GL,0.903
62164,"STURM,1999(854)",ICPMS(1571),14205,KNO0138-11-010-005,-45.91,-75.951,1.00E-04,-3215,-3215,SPREADING_CENTER,CHILE RIDGE,GL,0.619
62166,"STURM,1999(854)",ICPMS(1571),7517,KNO0138-11-014-009,-45.9532,-75.9343,1.00E-04,-3280,-3280,SPREADING_CENTER,CHILE RIDGE,GL,0.332
62171,"STURM,1999(854)",ICPMS(1571),7518,KNO0138-11-020-001,-46.0405,-75.8967,1.00E-04,-3296,-3312,SPREADING_CENTER,CHILE RIDGE,GL,0.767
62175,"STURM,1999(854)",ICPMS(1571),14208,KNO0138-11-033-003,-45.7092,-76.8687,1.00E-04,-4092,-4092,SPREADING_CENTER,CHILE RIDGE,GL,0.305
62177,"STURM,1999(854)",ICPMS(1571),7519,KNO0138-11-034-001,-45.7813,-76.7798,1.00E-04,-4010,-4010,SPREADING_CENTER,CHILE RIDGE,GL,0.315
62180,"STURM,1999(854)",ICPMS(1571),14209,KNO0138-11-035-002,-45.8335,-76.7625,1.00E-04,-3785,-3785,SPREADING_CENTER,CHILE RIDGE,GL,0.436
62182,"STURM,1999(854)",ICPMS(1571),14210,KNO0138-11-041-001,-45.6385,-77.846,1.00E-04,-2925,-2925,SPREADING_CENTER,CHILE RIDGE,GL,1.266
62184,"STURM,1999(854)",ICPMS(1571),7520,KNO0138-11-042-004,-45.6462,-77.8892,1.00E-04,-2918,-2918,SPREADING_CENTER,CHILE RIDGE,GL,1.313
62188,"STURM,1999(854)",ICPMS(1571),14211,KNO0138-11-043-001,-45.5058,-77.9627,1.00E-04,-2680,-2680,SPREADING_CENTER,CHILE RIDGE,GL,1.085
62192,"STURM,1999(854)",ICPMS(1571),14212,KNO0138-11-047-001,-45.2423,-78.108,1.00E-04,-3215,-3215,SPREADING_CENTER,CHILE RIDGE,GL,0.878
62196,"STURM,1999(854)",ICPMS(1571),14213,KNO0138-11-051-001,-44.7908,-78.276,1.00E-04,-3600,-3600,SPREADING_CENTER,CHILE RIDGE,GL,0.522
62199,"STURM,1999(854)",ICPMS(1571),7521,KNO0138-11-053-002,-44.5388,-78.3152,1.00E-04,-3490,-3490,SPREADING_CENTER,CHILE RIDGE,GL,0.348
62202,"STURM,1999(854)",ICPMS(1571),14214,KNO0138-11-058-004,-44.9517,-81.9367,1.00E-04,-3860,-3860,SPREADING_CENTER,CHILE RIDGE,GL,0.286
62204,"STURM,1999(854)",ICPMS(1571),14215,KNO0138-11-059-007,-44.7665,-82.008,1.00E-04,-2685,-2685,SPREADING_CENTER,CHILE RIDGE,GL,0.301
62208,"STURM,1999(854)",ICPMS(1571),7523,KNO0138-11-061-001,-44.4635,-82.1803,1.00E-04,-4180,-4180,SPREADING_CENTER,CHILE RIDGE,GL,0.322
62212,"STURM,1999(854)",ICPMS(1571),14216,KNO0138-11-062-002,-44.1947,-82.2348,1.00E-04,-3950,-3950,SPREADING_CENTER,CHILE RIDGE,GL,0.274
62216,"STURM,1999(854)",ICPMS(1571),7522,KNO0138-11-063-005,-43.873,-82.4273,1.00E-04,-3895,-3895,SPREADING_CENTER,CHILE RIDGE,GL,1.054
62219,"STURM,1999(854)",ICPMS(1571),14217,KNO0138-11-065-001,-43.4373,-82.5772,1.00E-04,-3630,-3630,SPREADING_CENTER,CHILE RIDGE,GL,0.639
62221,"STURM,1999(854)",ICPMS(1571),14218,KNO0138-11-066-002,-43.1105,-82.6407,1.00E-04,-3628,-3628,SPREADING_CENTER,CHILE RIDGE,GL,0.755
62223,"STURM,1999(854)",ICPMS(1571),14219,KNO0138-11-066-004,-43.1105,-82.6407,1.00E-04,-3628,-3628,SPREADING_CENTER,CHILE RIDGE,GL,0.354
62225,"STURM,1999(854)",ICPMS(1571),14206,KNO0138-11-012-008,-45.9198,-75.9148,1.00E-04,-1642,-1642,SPREADING_CENTER,CHILE RIDGE,GL,9.356
62227,"STURM,1999(854)",ICPMS(1571),14225,KNO0138-11-055-005,-45.4317,-78.6785,1.00E-04,-1799,-1799,SEAMOUNT,,GL,2.257
63316,"UNRUH,1976(902)",MS-ID(1612),14486,DSDP034-0319-013-001/68-74,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.324
63317,"UNRUH,1976(902)",MS-ID(1613),14486,DSDP034-0319-013-001/68-74,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.3247
63318,"UNRUH,1976(902)",MS-ID(1612),12955,DSDP034-0319A-001-001/48-51,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.4078
63319,"UNRUH,1976(902)",MS-ID(1613),12955,DSDP034-0319A-001-001/48-51,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.4037
63320,"UNRUH,1976(902)",MS-ID(1612),13455,DSDP034-0319A-002-001/27-30,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.2861
63321,"UNRUH,1976(902)",MS-ID(1613),13455,DSDP034-0319A-002-001/27-30,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.2765
63322,"UNRUH,1976(902)",MS-ID(1612),12962,DSDP034-0319A-003-005/75-78,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.4511
63323,"UNRUH,1976(902)",MS-ID(1613),12962,DSDP034-0319A-003-005/75-78,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.4484
63324,"UNRUH,1976(902)",MS-ID(1612),14487,DSDP034-0319A-005-001/26-30,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.5355
63325,"UNRUH,1976(902)",MS-ID(1612),14488,DSDP034-0319A-006-001/106-109,-13.0173,-101.5243,1.00E-04,-4290,-4290,OLD_OCEANIC_CRUST,,ROCK,0.4622
63326,"UNRUH,1976(902)",MS-ID(1612),14176,DSDP034-0321-014-001/45-47,-12.0215,-81.904,1.00E-04,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.7094
63327,"UNRUH,1976(902)",MS-ID(1613),14176,DSDP034-0321-014-001/45-47,-12.0215,-81.904,1.00E-04,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.719
63328,"UNRUH,1976(902)",MS-ID(1612),14489,DSDP034-0321-014-002/115-117,-12.0215,-81.904,1.00E-04,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.5044
63329,"UNRUH,1976(902)",MS-ID(1612),14490,DSDP034-0321-014-003/37-44,-12.0215,-81.904,1.00E-04,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.533
63330,"UNRUH,1976(902)",MS-ID(1613),14490,DSDP034-0321-014-003/37-44,-12.0215,-81.904,1.00E-04,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.5275
63331,"UNRUH,1976(902)",MS-ID(1612),14491,DSDP034-0321-014-004/55-57,-12.0215,-81.904,1.00E-04,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.3186
63332,"UNRUH,1976(902)",MS-ID(1613),14491,DSDP034-0321-014-004/55-57,-12.0215,-81.904,1.00E-04,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.3108
63333,"UNRUH,1976(902)",MS-ID(1612),14181,DSDP034-0321-014-004/58-60,-12.0215,-81.904,0.0001,-4817,-4817,OLD_OCEANIC_CRUST,,ROCK,0.2891
63732,"JOCHUM,1997(95)",SSMS(1625),8958,VEM0025-001-022,25.4,-45.3,1.00E-02,-3155,-3274,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.454
63733,"JOCHUM,1997(95)",SSMS(1625),8961,WAS1965-009-074,22.242,-45.023,0.001,-2850,-3150,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.556
63734,"JOCHUM,1997(95)",SSMS(1625),14641,PIL6909-028-B,6.01,-33.28,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.589
63735,"JOCHUM,1997(95)",SSMS(1625),8966,GIL7309-094,-1.12,-24.575,1.00E-02,-4896,-4896,FRACTURE_ZONE,,GL,0.495
63736,"JOCHUM,1997(95)",SSMS(1625),8967,GIL7309-075,-0.558,-16.022,0.001,-3880,-3880,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.52
63737,"JOCHUM,1997(95)",SSMS(1625),8968,AII0060-009-011,-21.93,-11.81,1.00E-02,-3402,-3767,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.495
63738,"JOCHUM,1997(95)",SSMS(1625),8977,NHORIS3-010,12.142,-103.75,1.00E-03,-1405,-1420,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.709
63739,"JOCHUM,1997(95)",SSMS(1625),6834,SON0012-143-G,2.6175,-95.2763,0.0001,-3125,-3196,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.426
63740,"JOCHUM,1997(95)",SSMS(1625),8995,AII0093-5-005,-24.98,69.99,1.00E-02,-3512,-3522,SPREADING_CENTER,CENTRAL INDIAN RIDGE,GL,0.505
63741,"JOCHUM,1997(95)",SSMS(1625),14642,OCE0180-026-003,33.592,-39.154,1.00E-03,-2795,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.502
63742,"JOCHUM,1997(95)",SSMS(1625),14643,OCE0180-024-002,32.9405,-39.6508,1.00E-03,-3749,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.508
63743,"JOCHUM,1997(95)",SSMS(1625),14644,OCE0180-025-001,33.463,-39.093,1.00E-03,-2446,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.375
63744,"JOCHUM,1997(95)",SSMS(1625),14645,OCE0180-012-002,29.138,-43.17,1.00E-03,-3065,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.11
63745,"JOCHUM,1997(95)",SSMS(1625),14646,OCE0180-010-001,28.719,-43.5127,1.00E-04,-3460,-3680,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.772
63746,"JOCHUM,1997(95)",SSMS(1625),14647,OCE0180-014-002,29.979,-42.7535,1.00E-03,-4005,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.564
63747,"JOCHUM,1997(95)",SSMS(1625),14648,OCE0180-034-001,30.578,-41.877,1.00E-03,-3255,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.412
63748,"JOCHUM,1997(95)",SSMS(1625),14649,OCE0180-009-002,28.4415,-43.7163,1.00E-04,-2775,-3395,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.6
63899,"PERFIT,1987(584)",XRF(1635),14660,KAK820316-026-002,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,3
63901,"PERFIT,1987(584)",XRF(1635),14663,KAK820316-026-007,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63904,"PERFIT,1987(584)",XRF(1635),14656,KAK820316-026-014,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63905,"PERFIT,1987(584)",XRF(1635),14657,KAK820316-026-015,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,2
63907,"PERFIT,1987(584)",XRF(1635),14659,KAK820316-026-019,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63908,"PERFIT,1987(584)",XRF(1635),14661,KAK820316-026-021,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63911,"PERFIT,1987(584)",XRF(1635),14677,KAK820316-029-004,-9.0967,156.6852,1.00E-04,-3570,-3975,BACK-ARC_BASIN,WOODLARK BASIN,WR,2
63915,"PERFIT,1987(584)",XRF(1635),14671,KAK820316-029-011,-9.0967,156.6852,1.00E-04,-3570,-3975,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63916,"PERFIT,1987(584)",XRF(1635),14672,KAK820316-029-014,-9.0967,156.6852,1.00E-04,-3570,-3975,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63919,"PERFIT,1987(584)",XRF(1635),14675,KAK820316-029-018,-9.0967,156.6852,1.00E-04,-3570,-3975,BACK-ARC_BASIN,WOODLARK BASIN,WR,2
63920,"PERFIT,1987(584)",XRF(1635),14689,KAK820316-032-004,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,2
63922,"PERFIT,1987(584)",XRF(1635),14690,KAK820316-032-005,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,3
63924,"PERFIT,1987(584)",XRF(1635),14683,KAK820316-032-010,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63927,"PERFIT,1987(584)",XRF(1635),14686,KAK820316-032-015,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,2
63928,"PERFIT,1987(584)",XRF(1635),14687,KAK820316-032-016,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,2
63929,"PERFIT,1987(584)",XRF(1635),14688,KAK820316-032-017,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,1
63933,"PERFIT,1987(584)",SSMS(1637),14697,KAK820316-026-005G,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,0.85
63935,"PERFIT,1987(584)",SSMS(1637),14656,KAK820316-026-014,-9.499,155.4192,1.00E-04,-3460,-3830,BACK-ARC_BASIN,WOODLARK BASIN,WR,0.36
63938,"PERFIT,1987(584)",SSMS(1637),14677,KAK820316-029-004,-9.0967,156.6852,1.00E-04,-3570,-3975,BACK-ARC_BASIN,WOODLARK BASIN,WR,0.24
63941,"PERFIT,1987(584)",SSMS(1637),14718,KAK820316-032-009G,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,0.83
63942,"PERFIT,1987(584)",SSMS(1637),14712,KAK820316-032-015G,-8.7565,156.4538,1.00E-04,-2050,-2830,BACK-ARC_BASIN,WOODLARK BASIN,WR,0.34
63944,"PERFIT,1987(584)",SSMS(1637),14669,KAK820316-028-008,-8.3917,155.7638,1.00E-04,-2970,-3350,BACK-ARC_BASIN,WOODLARK BASIN,WR,3.9
63945,"PERFIT,1987(584)",SSMS(1637),14667,KAK820316-028-012,-8.3917,155.7638,1.00E-04,-2970,-3350,BACK-ARC_BASIN,WOODLARK BASIN,WR,2.4
64116,"EWART,1994(644)",AAS(1671),14745,ODP0135-0834B-008R-002/12-18,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,1.47
64124,"EWART,1994(644)",AAS(1671),14746,ODP0135-0834B-011R-003/86-89,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,0.66
64132,"EWART,1994(644)",AAS(1671),14747,ODP0135-0834B-013R-001/130-131,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,1.8
64139,"EWART,1994(644)",AAS(1671),14748,ODP0135-0834B-015R-002/47-56,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,1.16
64147,"EWART,1994(644)",AAS(1671),14749,ODP0135-0834B-031R-003/73-78,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,0.83
64160,"EWART,1994(644)",AAS(1671),14751,ODP0135-0834B-035R-001/58-60,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,1
64168,"EWART,1994(644)",AAS(1671),14752,ODP0135-0834B-037R-001/36-42,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,0.86
64176,"EWART,1994(644)",AAS(1671),14753,ODP0135-0834B-040R-001/57-60,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,1.78
64184,"EWART,1994(644)",AAS(1671),14754,ODP0135-0834B-055R-001/23-25,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,1.44
64192,"EWART,1994(644)",AAS(1671),14755,ODP0135-0834B-057R-001/126-128,-18.5675,-177.856,1.00E-04,-2688,-2688,BACK-ARC_BASIN,LAU BASIN,WR,1.24
64200,"EWART,1994(644)",AAS(1671),14756,ODP0135-0835B-004R-001/134-141,-18.50083,-177.3032,1.00E-05,-2905.6,-2905.6,BACK-ARC_BASIN,LAU BASIN,WR,0.72
64208,"EWART,1994(644)",AAS(1671),14757,ODP0135-0835B-007R-001/15-22,-18.50083,-177.3032,1.00E-05,-2905.6,-2905.6,BACK-ARC_BASIN,LAU BASIN,WR,0.77
64216,"EWART,1994(644)",AAS(1671),14758,ODP0135-0835B-007R-002/75-84,-18.50083,-177.3032,1.00E-05,-2905.6,-2905.6,BACK-ARC_BASIN,LAU BASIN,WR,1
64223,"EWART,1994(644)",AAS(1671),14759,ODP0135-0836A-003H-003/30-90,-20.14157,-176.5001,1.00E-05,-2455.4,-2455.4,BACK-ARC_BASIN,LAU BASIN,WR,1.23
64236,"EWART,1994(644)",AAS(1671),14761,ODP0135-0836A-003H-004/88-100,-20.14157,-176.5001,1.00E-05,-2455.4,-2455.4,BACK-ARC_BASIN,LAU BASIN,WR,1.4
64243,"EWART,1994(644)",AAS(1671),14762,ODP0135-0836A-004H-CC/0-13,-20.14157,-176.5001,1.00E-05,-2455.4,-2455.4,BACK-ARC_BASIN,LAU BASIN,WR,0.93
64251,"EWART,1994(644)",AAS(1671),14763,ODP0135-0836B-005R-002/65-74,-20.14175,-176.5002,1.00E-05,-2457.7,-2457.7,BACK-ARC_BASIN,LAU BASIN,WR,0.94
64258,"EWART,1994(644)",AAS(1671),14764,ODP0135-0836B-006R-001/105-110,-20.14175,-176.5002,1.00E-05,-2457.7,-2457.7,BACK-ARC_BASIN,LAU BASIN,WR,1.39
64266,"EWART,1994(644)",AAS(1671),14765,ODP0135-0836B-009M-001/117-122,-20.14175,-176.5002,1.00E-05,-2457.7,-2457.7,BACK-ARC_BASIN,LAU BASIN,WR,1.45
