sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,W,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
KAK820316-032-015,GL,56.47,0.61,16.47,8.16,,,,0.18,3.38,11.59,2.46,0.37,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",EMP(3235)
KAK820316-023-016,WR,,,,,,,,,,,,,,2.5,5.6,,4.6,1.45,0.58,2,0.34,,0.5,,0.22,1.48,0.24,,,,200,0.1,,,0.1,,,,,,,,37.3,,,0.1,0.2,,,,,,,,,,,,,,-9.86,157.7263,-2525 to -3095,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-023,KK820316,dredge,"basalt; basalt; qz-tholeiite, ",,"Johnson,1987(585)",INAA(3236)
KAK820316-024-001,WR,,,,,,,,,,,,,,10.6,26.6,,18.6,4.2,1.38,4.6,0.7,,0.8,,0.3,2.4,0.35,,,,5,0.5,,,2.1,,,,,,,,15.1,,,0.2,1.8,,,,,,,,,,,,,,-8.8097,157.2428,-2800 to -3405,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-024,KK820316,dredge,"basalt; basalt; trachybasalt(ref-585);; , ",,"Johnson,1987(585)",INAA(3236)
KAK820316-032-015,WR,,,,,,,,,,,,,,6.3,24.4,,21.2,5.8,1.99,7.4,1.2,,1.55,,0.68,4.72,0.71,,,,168,0.1,,,3.7,,,,,,,,31.8,,,0.1,0.2,,,,,,,,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",INAA(3236)
KAK820316-035-006,WR,,,,,,,,,,,,,,2,5,,4.4,1.5,0.57,1.4,0.34,,0.6,,0.22,1.6,0.26,,,,215,0.1,,,0.1,,,,,,,,38.8,,,0.1,0.2,,,,,,,,,,,,,,-9.1333,157.9673,-380 to -410,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-035,KK820316,dredge,"basalt; basalt; qz-tholeiite, ",,"Johnson,1987(585)",INAA(3236)
KAK820316-032-009,WR,,,,,,,,,,,,,,6.13,24.5,3.62,19.9,6,1.98,6.32,1.09,7.33,1.66,4.85,,4.53,,1.8,,,,0.1,,,4.35,,,0.73,1.1,,0.83,,,4.4,,,0.07,,0.05,,,41,,210,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",SSMS(3237)
KAK820316-032-015,WR,,,,,,,,,,,,,,6.57,23.7,4.02,20.6,6.1,2.03,6.43,1.16,7.61,1.71,5.03,,4.64,,2.9,,,,0.12,,,4.48,,,1.1,1.4,,0.34,,,4.3,,,,,,,,50,,220,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",SSMS(3237)
KAK820316-023-016,WR,51.89,0.54,15.32,6.84,1.95,,,0.16,7.58,11.86,2.16,0.62,0.08,2,3,,,,,,,,,,,,,130,,,159,,79,15,,,,,,45,2,8.8,40,,269,,,,,285,,12,78,23,,,,,,,-9.86,157.7263,-2525 to -3095,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-023,KK820316,dredge,"basalt; basalt; qz-tholeiite, ",,"Johnson,1987(585)",XRF(3238); XRF(3240)
KAK820316-024-001,WR,55.03,0.89,17.89,3.84,3.71,,,0.13,2.48,7.48,4.45,2.29,0.53,10,28,,,,,,,,,,,,,235,,,4,,74,19,,,,,2,10,7,30,14,,774,,,,,221,,22,93,96,,,,,,,-8.8097,157.2428,-2800 to -3405,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-024,KK820316,dredge,"basalt; basalt; trachybasalt(ref-585);; , ",,"Johnson,1987(585)",XRF(3238); XRF(3240)
KAK820316-024-013,WR,45.77,0.39,7.81,6.35,2.92,,,0.17,22.62,7.28,1.28,0.87,0.14,5,8,,,,,,,,,,,,,125,,,1160,,55,9,,,,,0.5,795,3,13.6,20,,265,,,,,154,,9,73,28,,,,,,,-8.8097,157.2428,-2800 to -3405,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-024,KK820316,dredge,"basalt; basalt; picrite(ref-585);; , ",,"Johnson,1987(585)",XRF(3238); XRF(3240)
KAK820316-023-016,WR,52.2,0.54,15.4,,,8.68,,0.17,7.61,11.84,2,0.59,0.09,,,,,,,,,,,,,,,122,,,,,83,,,,,,,,,,41,,267,,,,,319,,14,,15,,,,,,,-9.86,157.7263,-2525 to -3095,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-023,KK820316,dredge,"basalt; basalt; qz-tholeiite, ",,"Johnson,1987(585)",DCP(3241)
KAK820316-024-013,WR,46.45,0.42,7.23,,,9.26,,0.17,23.5,7.63,1.28,0.85,0.15,,,,,,,,,,,,,,,102,,,,,51,,,,,,,,,,32,,262,,,,,184,,11,,30,,,,,,,-8.8097,157.2428,-2800 to -3405,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-024,KK820316,dredge,"basalt; basalt; picrite(ref-585);; , ",,"Johnson,1987(585)",DCP(3241)
KAK820316-035-006,WR,51.65,0.58,16.06,6.76,1.72,,,0.16,7.83,11.58,2.04,0.75,0.09,3,4,,,,,,,,,,,,,110,,,178,,118,15,,,,,0.5,69,2,11.8,34,,309,,,,,265,,13,71,27,,,,,,,-9.1333,157.9673,-380 to -410,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-035,KK820316,dredge,"basalt; basalt; qz-tholeiite, ",,"Johnson,1987(585)",XRF(3238); XRF(3240)
KAK820316-034-001,WR,52.3,0.61,15.8,,,9,,0.18,7.71,11.2,1.94,0.78,0.13,,,,,,,,,,,,,,,92,,,,,142,,,,,,,,,12,,,402,,,,,327,,,,,,,,,,,-8.9923,157.9905,-870 to -925,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-034,KK820316,dredge,"basalt; basalt; qz-tholeiite, ",,"Johnson,1987(585)",DCP(3241)
KAK820316-034-007,WR,52.7,0.59,16.1,,,8.59,,0.17,7.97,11.4,2.12,0.75,0.1,,,,,,,,,,,,,,,96,,,,,135,,,,,,,,,9.4,,,323,,,,,298,,,,,,,,,,,-8.9923,157.9905,-870 to -925,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-034,KK820316,dredge,"basalt; basalt; qz-tholeiite, ",,"Johnson,1987(585)",DCP(3241)
KAK820316-032-010,WR,47.45,2.28,16.36,7.89,1.95,,,0.16,6.89,9.5,4.35,0.06,0.25,5,22,,,,,,,,,,,,,10,,,165,,48,19,,,,,1,95,1,0.3,31,,243,,,,,195,,41,90,219,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",XRF(3238); XRF(3240)
KAK820316-032-015,WR,47.61,2.3,16.46,7.71,2.14,,,0.15,6.61,9.59,4.37,0.07,0.25,6,23,,,,,,,,,,,,,5,,,167,,50,19.5,,,,,1,94,2,0.4,33,,245,,,,,203,,42,95,224,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",XRF(3238); XRF(3240)
KAK820316-032-009,WR,48.1,2.18,16.79,,,9.88,,0.18,7.07,9.34,4.65,0.17,0.27,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,31,,243,,,,,240,,48,,247,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",DCP(3241)
DAR0033-022-006-1,GL,51.29,1.17,14.64,,,10.94,,,6.85,11.62,2.42,0.08,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.688,-175.993,-2730,BACK-ARC_BASIN;LAU BASIN,DAR0033-022,CD33,dredge,"basalt; basalt; , aphyric glass",fresh,"Melson,(1086)",EMP(3262)
DAR0033-023-008-1,GL,52.4,1.09,14.34,,,10.58,,,7.29,12.05,2.06,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.567,-176.133,-2585 to -2625,BACK-ARC_BASIN;LAU BASIN,DAR0033-023,CD33,dredge,"basalt; basalt; , highly vesicular (up to 50%), aphyric to sparsely ol-phyric, glassy to fine-grained",fresh,"Melson,(1086)",EMP(3262)
DAR0033-041-002-1,GL,50.36,0.78,15.84,,,8.74,,,8.41,13.04,2,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.277,-176.173,-2980 to -3120,BACK-ARC_BASIN;LAU BASIN,DAR0033-041,CD33,dredge,"basalt; basalt; , moderately plag-phyric",fresh,"Melson,(1086)",EMP(3262)
DAR0033-041-003-2,GL,50.62,0.8,15.75,,,8.73,,,8.39,12.94,2,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.277,-176.173,-2980 to -3120,BACK-ARC_BASIN;LAU BASIN,DAR0033-041,CD33,dredge,"basalt; basalt; , moderately plag-phyric",fresh,"Melson,(1086)",EMP(3262)
KAK820316-032-009,GL,48.52,2.31,16.99,,,9.85,,,6.15,9.72,4.98,0.08,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Melson,(1086)",EMP(3262)
KAK820316-032-010,GL,48.16,2.29,17.23,,,9.88,,,6.26,9.69,4.96,0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Melson,(1086)",EMP(3262)
SHA1974-020-035,GL,51.69,1.34,16.36,,,7.99,,,7.09,11.24,3.09,0.23,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.393,-30.658,-3290,BACK-ARC_BASIN;SOUTH SANDWICH BACK-ARC BASIN,SHA1974-020,SHACKLETON 1974,dredge,"basalt; basalt; , sparsely phyric; resorbed ol and plag pc; gm: plag, ol, cpx, ti-mt(ref-482);fine-grained; sparsely porphyritic with large resorbed pc of ol and plag; glomerocrysts of plag and ol present(ref-724);",f(ref-156;714;851);s(ref-724);,"Melson,(1086)",EMP(3262)
WASTUNE-7-045-005-2,GL,51.58,1.22,16.76,,,7.59,,,6.7,10.99,2.58,0.31,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04,144.07,-4800 to -5175,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-045,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-046-001-6,GL,51.46,1.12,16.95,,,7.81,,,7.07,11.56,2.7,0.22,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82,143.55,-3700,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-046,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-046-001-8,GL,52.37,1.17,16.66,,,7.55,,,7.25,11.29,2.45,0.21,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82,143.55,-3700,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-046,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-047-001-5,GL,51.22,0.96,16.6,,,7.53,,,7.33,12.12,2.49,0.24,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.97,143.44,-3678 to -5106,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-047,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-048-001-2,GL,50.29,0.82,17.07,,,6.93,,,7.33,12.82,2.45,0.48,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,143.36,-2864 to -2894,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-048,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-048-001-3,GL,50.74,0.68,16.93,,,7,,,7.47,13.18,2.12,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,143.36,-2864 to -2894,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-048,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-048-003-1,GL,51.7,0.74,16.5,,,6.74,,,7.1,12.75,1.97,0.5,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,143.36,-2864 to -2894,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-048,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-051-001-1,GL,54.21,1.42,15.86,,,9.49,,,4.78,9.52,3.18,0.27,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.49,142.67,-3138 to -3365,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-051,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-054-001-1,GL,50.6,0.99,17.26,,,7.69,,,6.53,11.85,2.81,0.39,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79,142.42,-3431 to -3458,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-054,TUNES,dredge,"basalt; basalt; , skeletal ol",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-068-001-2,GL,52.48,1.01,16.53,,,7.51,,,6.26,11.07,2.86,0.43,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,143.28,-3802 to -3896,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-068,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-071-001-14,GL,51.7,1.11,16.5,,,7.72,,,6.34,11.7,2.99,0.42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.31,143.93,-4305 to -4427,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-071,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-072-002,GL,51.57,1.27,16.92,,,7.34,,,6.55,10.57,3.09,0.48,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,144.3,-4384 to -4454,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-072,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-073-001-1,GL,50.98,1.36,17,,,7.75,,,7.28,10.4,3.46,0.35,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73,144.4,-3602 to -4034,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-073,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-073-002-1,GL,51.9,1.41,17.15,,,7.82,,,6.69,10.53,3.56,0.33,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73,144.4,-3602 to -4034,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-073,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-074-001-1,GL,51.09,1.13,17.83,,,7.22,,,7.72,11.83,2.75,0.3,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67,144.39,-3629 to -3688,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-074,TUNES,dredge,"basalt; basalt; , sp in plag and ol",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-079-001-1,GL,50.46,1.05,17.1,,,7.84,,,7.58,11.48,3.13,0.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.19,144.61,-3517 to -3900,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-079,TUNES,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-080-001-3,GL,49.56,0.84,17.93,,,8.61,,,8.6,11.55,2.4,0.35,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.12,144.67,-4040 to -4051,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-080,TUNES,dredge,"basalt; basalt; , sp euhedra",fresh,"Melson,(1086)",EMP(3262)
WASTUNE-7-082-001-1,GL,51.4,1.27,16.6,,,7.94,,,6.43,11.22,3.07,0.24,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75,144.66,-4299 to -4341,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-082,TUNES,dredge,"basalt; basalt; , sp euhedra",fresh,"Melson,(1086)",EMP(3262)

PETDB petdb.ldeo.columbia.edu

REFERENCES:
REF_NUM(PETDB),authors,year,title,journal,vol.,issue,page from,page to,book title,book editors,publisher
160,"LOOCK, G; MCDONOUGH, W F; GOLDSTEIN, S L; HOFMANN, A W",1990,ISOTOPIC COMPOSITIONS OF VOLCANIC GLASSES FROM THE LAU BASIN,MARINE MINING,9,,235,245,,,
229,"PRICE, R C; JOHNSON, L E; CRAWFORD, A J",1990,BASALTS FROM THE NORTH FIJI BASIN: THE GENERATION OF BACK ARC BASINS MAGMAS BY MIXING OF DEPLETED AND ENRICHED MANTLE SOURCES,CONTR MIN PETROL,105,,106,121,,,
255,"FRYER, P; TAYLOR, B; LANGMUIR, C H; HOCHSTAEDTER, A G",1990,petrology and geochemistry of lavas from the sumisu and torishima backarc rifts,EARTH PLANET SCI LETT,100,,161,178,,,
256,"HOCHSTAEDTER, A G; GILL, J B; KUSAKABE, M; NEWMAN, S; PRINGLE, M; TAYLOR, B; FRYER, P",1990,"volcanism in the sumisu rift, i. major element, volatile, and stable isotope geochemistry",EARTH PLANET SCI LETT,100,,179,194,,,
257,"HOCHSTAEDTER, A G; GILL, J B; MORRIS, J D",1990,"volcanism in the sumisu rift, ii. sibduction and non-subduction related components",EARTH PLANET SCI LETT,100,,195,209,,,
258,"STERN, R J; PING, N L; MORRIS, J D; JACKSON, M C; FRYER, P; BLOOMER, S H; ITO, E",1990,enriched back-arc basin basalts from the northern mariana trough: implications for the magmatic evolution of back-arc basins,EARTH PLANET SCI LETT,100,,210,225,,,
259,"HAWKINS, J W; LONSDALE, P F; MACDOUGALL, J D; VOLPE, A M",1990,petrology of the axial ridge of the mariana trough backarc spreading center,EARTH PLANET SCI LETT,100,,226,250,,,
260,"VOLPE, A M; MACDOUGALL, J D; LUGMAIR, G W; HAWKINS, J W; LONSDALE, P F",1990,fine-scale isotopic variation in mariana trough basalts: evidence for heterogeneity and a recycled component in backarc basin mantle,EARTH PLANET SCI LETT,100,,251,264,,,
300,"POREDA, R J",1985,HELIUM-3 AND DEUTERIUM IN BACK-ARC BASALTS: LAU BASIN AND THE MARIANA TROUGH,EARTH PLANET SCI LETT,73,,244,254,,,
330,"VOLPE, A M; MACDOUGALL, J D; HAWKINS, J W",1988,LAU BASIN BASALTS (LBB): TRACE ELEMENT AND SR-ND ISOTOPIC EVIDENCE FOR HETEROGENEITY IN BACKARC BASIN MANTLE,EARTH PLANET SCI LETT,90,,174,186,,,
355,"HAWKESWORTH, C J; O'NIONS, R K; PANKHURST, R J; HAMILTON, P J; EVENSEN, N M",1977,A GEOCHEMICAL STUDY OF ISLAND-ARC AND BACK-ARC THOLEIITES FROM THE SCOTIA SEA,EARTH PLANET SCI LETT,36,,253,262,,,
381,"SCLATER, J G; HAWKINS, J W; MAMMERICKX, J; CHASE, C G",1972,CRUSTAL EXTENSION BETWEEN THE TONGA AND LAU RIDGES: PETROLOGIC AND GEOPHYSICAL EVIDENCE,GEOL SOC AMER BULL,83,,505,518,,,
382,"GILL, J B",1976,COMPOSITION AND AGE OF LAU BASIN AND RIDGE VOLCANIC ROCKS: IMPLICATIONS FOR EVOLUTION OF AN INTERARC BASIN AND REMNANT ARC,GEOL SOC AMER BULL,87,,1384,1395,,,
383,"HAWKINS, J W",1976,PETROLOGY AND GEOCHEMISTRY OF BASALTIC ROCKS OF THE LAU BASIN,EARTH PLANET SCI LETT,28,,283,296,,,
384,"HAWKINS, J W; MELCHIOR, J T",1985,PETROLOGY OF MARIANA TROUGH AND LAU BASIN BASALTS,J GEOPHYS RES,90,,11431,11468,,,
386,"VOLPE, A M; MACDOUGALL, J D; HAWKINS, J W",1987,MARIANA TROUGH BASALTS (MTB): TRACE ELEMENT AND SR-ND ISOTOPIC EVIDENCE FOR MIXING BETWEEN MORB-LIKE AND ARC-LIKE MELTS,EARTH PLANET SCI LETT,82,,241,254,,
387,"SINTON, J M; PRICE, R C; JOHNSON, K T M; STAUDIGEL, H; ZINDLER, A",1993,PETROLOGY AND GEOCHEMISTRY OF SUBMARINE LAVAS FROM THE LAU AND NORTH FIJI BACKARC BASINS,CIRCUM-PACIFIC COUNCIL FOR ENERGY AND MINERAL RESOURCES EARTH SCIENCE SERIES,15,,119,135,"BASIN FORMATION, RIDGE CREST PROCESSES AND METALLOGENESIS IN THE NORTH FIJI BASIN","KROENKE-L-W, EADS-J-V"
395,"RYAN, J G; LANGMUIR, C H",1987,THE SYSTEMATICS OF LITHIUM ABUNDANCES IN YOUNG VOLCANIC ROCKS,GEOCHIM COSMOCHIM ACTA,51,,1727,1741,,
425,"JAMBON, A; ZIMMERMANN, J L",1990,WATER IN OCEANIC BASALTS: EVIDENCE FOR DEHYDRATION OF RECYCLED CRUST,EARTH PLANET SCI LETT,101,,323,331,,
482,"MUENOW, D W; LIU, N W K; GARCIA, M O; SAUNDERS, A D",1980,VOLATILES IN SUBMARINE VOLCANIC ROCKS FROM THE SPREADING AXIS OF THE EAST SCOTIA SEA BACK-ARC BASIN,EARTH PLANET SCI LETT,47,,149,153,,
484,"HART, S R; GLASSLEY, W E; KARIG, D E",1972,BASALTS AND SEAFLOOR SPREADING BEHIND THE MARIANA ISLAND ARC,EARTH PLANET SCI LETT,15,,12,18,,
523,"EISSEN, JEAN PHILIPPE; LEFEVRE, C; MAILLET, P; MORVAN, G; NOHARA, M",1991,PETROLOGY AND GEOCHEMISTRY OF THE CENTRAL NORTH FIJI BASIN SPREADING CENTER (SOUTHWEST PACIFIC) BETWEEN 16 DEGREE S AND 22 DEGREE S,MARINE GEOLOGY,98,,201,239,,
524,"IKEDA, Y; YUASA, M",1989,"VOLCANISM IN NASCENT BACK-ARC BASIN BEHIND THE SHICHITO RIDGE AND ADJACENT AREAS IN THE IZU-OGAZAWARA ARC, NORTHWEST PACIFIC: EVIDENCE FOR MIXING BETWEEN E-TYPE MORB AND ISLAND ARC MAGMAS AT THE INITIATION OF BACK-ARC RIFTING",CONTR MIN PETROL,101,,377,393,,
526,"DANYUSHEVSKY, L V; FALLOON, T J; SOBOLEV, A V; CRAWFORD, A J; CARROLL, M; PRICE, R C",1993,THE H2O CONTENT OF BASALT GLASSES FROM SOUTH WEST PACIFIC BACK-ARC BASINS,EARTH PLANET SCI LETT,117,,347,362,,
559,"SPADEA, P; BECCALUVA, L; CIVETTA, L; COLTORTI, M; DOSTAL, J; SAJONA, F G; SERRI, G; ZEDA, O",1991,PETROLOGY OF BASIC IGNEOUS ROCKS FROM THE FLOOR OF THE SULU SEA,"PROC ODP, SCI RESULTS",124,,251,265,,
584,"PERFIT, M R; LANGMUIR, C H; BAEKISAPA, M; CHAPPELL, B W; JOHNSON, R W; STAUDIGEL, H; TAYLOR, S R",1987,GEOCHEMISTRY AND PETROLOGY OF VOLCANIC ROCKS FROM THE WOODLARK BASIN: ADDRESSING QUESTIONS OF RIDGE SUBDUCTION,CIRCUM-PAC COUNCIL ENERGY MIN RES,7,,113,154,"MARINE GEOLOGY, GEOPHYSICS, AND GEOCHEMISTRY OF THE WOODLARK BASIN - SOLOMON ISLANDS","TAYLOR-B, EXON-N-F"
585,"JOHNSON, R W; JAQUES, A L; LANGMUIR, C H; PERFIT, M R; STAUDIGEL, H; DUNKLEY, P N; CHAPPELL, B W; TAYLOR, S R; BAEKISAPA, M",1987,RIDGE SUBDUCTION AND FOREARC VOLCANISM: PETROLOGY AND GEOCHEMISTRY OF ROCKS DREDGED FROM THE WESTERN SOLOMON ARC AND WOODLARK BASIN,CIRCUM-PAC COUNCIL ENERGY MIN RES,7,,155,226,"MARINE GEOLOGY, GEOPHYSICS, AND GEOCHEMISTRY OF THE WOODLARK BASIN - SOLOMON ISLANDS","TAYLOR-B, EXON-N-F"
586,"STAUDIGEL, H; MCCULLOCH, M T; ZINDLER, A; PERFIT, M R",1987,COMPLEX RIDGE SUBDUCTION AND ISLAND ARC MAGMATISM: AN ISOTOPIC STUDY OF THE NEW GEORGIA FOREARC AND THE WOODLARK BASIN,CIRCUM-PAC COUNCIL ENERGY MIN RES,7,,227,240,"MARINE GEOLOGY, GEOPHYSICS, AND GEOCHEMISTRY OF THE WOODLARK BASIN - SOLOMON ISLANDS","TAYLOR-B, EXON-N-F"
637,"FRENZEL, G; MÜHE, R K; STOFFERS, P",1990,"PETROLOGY OF THE VOLCANIC ROCKS FROM THE LAU BASIN, SOUTHWEST PACIFIC",GEOL JAHRB,92,,395,479,,
638,"SUNKEL, G",1990,ORIGIN OF PETROLOGICAL AND GEOCHEMICAL VARIATIONS OF LAU BASIN LAVAS (SW PACIFIC),MARINE MINING,9,,205,234,,
640,"LOOCK, G",1992,CHARACTER AND DISTRIBUTION OF THE INDIAN OCEAN DOMAIN: A STUDY OF THE MANTLE SOURCE COMPOSITIONS OF LAU BASIN VOLCANICS (SW PACIFIC) AND THE INDIAN OCEAN MID-OCEAN RIDGE BASALTS,THESIS UNIV KOELN,,,,,,
