sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,W,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
CHRSPS3-001-001,WR,50.2,1.53,14.58,,11.32,,,0.18,7.85,12.26,2.51,0.1,0.1,,,,,,,,,,,,,,,30,,44,298,,77,,,,,,,93,,2,,,112,,,,,280,,,80,,,,,,,,-19.9645,173.3743,-2770 to -2900,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-001,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",AAS(1124)
CHRSPS3-001-002,WR,50.2,1.54,14.49,,11.53,,,0.18,7.76,12.04,2.55,0.09,0.1,,,,,,,,,,,,,,,25,,44,278,,82,,,,,,,91,,2,,,110,,,,,294,,,84,,,,,,,,-19.9645,173.3743,-2770 to -2900,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-001,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",AAS(1124)
CHRSPS3-001-006,WR,50.6,1.54,14.47,,11.52,,,0.19,7.74,11.93,2.55,0.08,0.1,,,,,,,,,,,,,,,17,,44,272,,83,,,,,,,86,,2,,,111,,,,,285,,,83,,,,,,,,-19.9645,173.3743,-2770 to -2900,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-001,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",AAS(1124)
KAIYO88-003-001,WR,48.5,2.26,15.4,,10.39,,,0.18,9,10.16,3.02,0.42,0.25,,,,,,,,,,,,,,,100,,41,293,,51,,,,,,,178,,6.9,,,254,,,,,305,,,81,,,,,,,,-21.0363,174.1478,-2820 to -2844,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO88-003,KAIYO88,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag +/- ol",fresh,"Eissen,1991(523)",AAS(1124)
KAIYO88-005-001,WR,52.45,1.17,15.48,,9.85,,,0.17,5.5,10.42,3.18,0.45,0.12,,,,,,,,,,,,,,,80,,33,7,,100,,,,,,,25,,6.5,,,360,,,,,260,,,78,,,,,,,,-21.396,174.1988,-2501 to -2653,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO88-005,KAIYO88,dredge,"basalt; basalt; , moderately phyric lava (5-15% crystals); plag + ol + cpx",slightly altered,"Eissen,1991(523)",AAS(1124)
CHRSPS3-005-002,GL,50.41,1.86,15.01,,,9.93,,0.24,7.43,11.48,2.39,0.3,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.303,173.5522,-3500 to -3930,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-005,SEAPSO,dredge,"basalt; basalt; , phyric lava (15-25% crystals); plag, ol-pc, rare cpx-mc",slightly altered,"Eissen,1991(523)",EMP(1125)
CHRSPS3-005-003,GL,50.17,1.63,15.43,,,9.86,,0.15,7.69,12.03,2.6,0.28,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.303,173.5522,-3500 to -3930,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-005,SEAPSO,dredge,"basalt; basalt; , moderately phyric lava (5-15% crystals); plag, ol-pc, rare cpx-mc",slightly altered,"Eissen,1991(523)",EMP(1125)
CHRSPS3-005-004,GL,49.74,1.49,15.61,,,9.75,,0.15,8.31,12.14,2.34,0.22,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.303,173.5522,-3500 to -3930,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-005,SEAPSO,dredge,"basalt; basalt; , moderately phyric lava (5-15% crystals); plag, ol-pc, rare cpx-mc",slightly altered,"Eissen,1991(523)",EMP(1125)
KAIYO88-006-003,GL,51.38,1.64,13.96,,,9.14,,0.3,7.02,11.66,2.88,0.17,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.6648,173.8207,-2498 to -2580,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO88-006,KAIYO88,dredge,"basalt; basalt; , moderately phyric lava (5-15% crystals); plag, ol, cpx; dominantly euheadral to skeletal mc, isolated occurences of plag and occasional ol-pc",slightly altered,"Eissen,1991(523)",EMP(1125)
KAIYO87-003-001,GL,48.91,1.06,17.11,,,8.25,,0.17,9.34,12.1,2.78,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.8933,173.9065,-2101 to -2205,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-003,KAIYO87,dredge,"basalt; basalt; , highly phyric lava (>25% crystals); plag, ol, +/- cpx",slightly altered,"Eissen,1991(523)",EMP(1125)
KAIYO87-002-001,GL,50.15,1.5,15.34,,,10.02,,0.17,7.56,11.58,3.39,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , aphyric (<1% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
KAIYO87-002-002,GL,50.29,1.51,15.03,,,9.92,,0.2,7.7,11.6,3.29,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , aphyric (<1% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
KAIYO87-002-004,GL,50.22,1.55,15.11,,,9.74,,0.21,7.44,11.67,3.27,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
KAIYO87-002-005,GL,50.3,1.51,14.91,,,9.86,,0.16,7.67,11.52,3.29,0.14,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",,"Eissen,1991(523)",EMP(1125)
KAIYO87-002-006,GL,50.34,1.52,15.01,,,9.98,,0.21,7.65,11.71,3.43,0.1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",,"Eissen,1991(523)",EMP(1125)
KAIYO87-002-009,GL,49.93,1.54,15.05,,,9.66,,0.21,7.48,11.56,3.34,0.11,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , aphyric (<1% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",,"Eissen,1991(523)",EMP(1125)
KAIYO87-005-001,GL,51.02,1.77,14.33,,,11.3,,0.28,6.85,10.84,2.56,0.14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1583,173.872,-2306 to -2323,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-005,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol + cpx; mainly euhedral to skeletal mc and many isolated pc",,"Eissen,1991(523)",EMP(1125)
KAIYO87-005-004,GL,48.49,1.97,18.1,,,6.94,,0.13,8.93,10.87,2.5,0.74,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1583,173.872,-2306 to -2323,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-005,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol + cpx; mainly euhedral to skeletal mc and many isolated pc",,"Eissen,1991(523)",EMP(1125)
KAIYO87-006-002,GL,48.83,1.64,16.2,,,8.62,,0.16,9.47,11.53,2.44,0.25,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.331,173.8215,-2506 to -2539,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-006,KAIYO87,dredge,"basalt; basalt; , moderately phyric lava (5-15% crystals); plag, ol, +/- cpx",,"Eissen,1991(523)",EMP(1125)
KAIYO87-004-004,GL,50.03,1.39,15.37,,,9.86,,0.17,8.06,11.6,2.85,0.07,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.9933,173.483,-2638 to -2816,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-004,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag, ol, +/- cpx",fresh,"Eissen,1991(523)",EMP(1125)
CHRSPS3-003-001,GL,50.57,1.86,14.57,,,10.18,,0.21,7.1,11.65,2.67,0.31,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.214,173.4002,-2660 to -2940,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-003,SEAPSO,dredge,"basalt; basalt; , phyric lava (15-25% crystals); plag, ol, cpx; mainly euhedral pc and occasional xenomorphic pc (plag>ol>cpx) and a few mc",slightly altered,"Eissen,1991(523)",EMP(1125)
CHRSPS3-003-003,GL,50.35,1.12,14.2,,,10.1,,0.13,9.12,12.95,2.14,0.04,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.214,173.4002,-2660 to -2940,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-003,SEAPSO,dredge,"basalt; basalt; , moderately phyric lava (5-15% crystals); plag + ol",slightly altered,"Eissen,1991(523)",EMP(1125)
CHRSPS3-002-002,GL,50.92,1.84,14.34,,,11.82,,0.19,7.02,11.18,2.08,0.14,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.189,173.5827,-2550 to -2800,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-002,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc, very occasional isolated pc",slightly altered,"Eissen,1991(523)",EMP(1125)
CHRSPS3-004-001,GL,51.21,2.11,13.14,,,12.42,,0.26,6.38,10.88,2.61,0.19,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5667,173.522,-2800 to -2870,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-004,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
CHRSPS3-004-003,GL,50.28,1.51,14.59,,,11.07,,0.18,7.92,12.1,2.43,0.08,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5667,173.522,-2800 to -2870,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-004,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
CHRSPS3-004-004,GL,49.67,1.44,15.12,,,10.71,,0.18,7.92,12.09,2.47,0.07,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5667,173.522,-2800 to -2870,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-004,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
KAIYO87-010-001,GL,49.49,1.48,15.07,,,10.27,,0.18,8.17,11.76,2.56,0.07,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.8252,173.4972,-2713 to -2729,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-010,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
KAIYO87-010-007,GL,49.37,1.49,15.09,,,10.29,,0.18,8.23,11.56,2.64,0.07,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.8252,173.4972,-2713 to -2729,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-010,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
KAIYO87-011-005,GL,48.8,1.84,15.6,,,9.95,,0.19,7.91,11.38,3.01,0.13,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.2847,173.4555,-2696 to -2755,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-011,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc, very occasional isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
CHRSPS3-001-001,GL,51,1.16,17.56,,,8.34,,0.21,5.39,12.37,2.65,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.9645,173.3743,-2770 to -2900,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-001,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
CHRSPS3-001-002,GL,50.14,1.75,15.02,,,9.82,,0.19,7.4,11.45,2.7,0.29,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.9645,173.3743,-2770 to -2900,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-001,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
CHRSPS3-001-006,GL,50.6,1.45,14.95,,,10.17,,0.18,7.98,11.95,2.47,0.09,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.9645,173.3743,-2770 to -2900,BACK-ARC_BASIN;NORTH FIJI BASIN,CHRSPS3-001,SEAPSO,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag + ol (+/- cpx); mainly euhedral to skeletal mc of plag and ol, very few isolated pc",fresh,"Eissen,1991(523)",EMP(1125)
SON0048-G007,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703126,0.513086,18.173,15.504,38.045,,-18.5745,-176.4192,-2285 to -2371,BACK-ARC_BASIN;LAU BASIN,SON0048-G007,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Loock,1990(160)",MS(1365)
SON0048-G018-002,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703094,0.513102,18.099,15.476,37.928,,-18.5952,-176.4395,-2238 to -2281,BACK-ARC_BASIN;LAU BASIN,SON0048-G018,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Loock,1990(160)",MS(1365)
SON0048-G042,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703176,0.51309,18.151,15.475,37.966,,-18.5755,-176.4122,-2245 to -2260,BACK-ARC_BASIN;LAU BASIN,SON0048-G042,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Loock,1990(160)",MS(1365)
SON0048-079-001,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703286,0.513055,18.659,15.558,38.363,,-21.936,-176.536,-1780 to -1880,BACK-ARC_BASIN;LAU BASIN,SON0048-079,SO048,dredge,"basalt; basalt; , ",fresh,"Loock,1990(160)",MS(1365)
SON0048-127,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703197,0.513054,18.768,15.553,38.363,,-22.66,-176.7275,-1806 to -1870,BACK-ARC_BASIN;LAU BASIN,SON0048-127,SO048,dredge,"basalt; basalt; , moderately phyric, highly vesicular",fresh,"Loock,1990(160)",MS(1365)
MOA8701-002-011,WR,49.26,1.89,14.72,8.59,2.58,,,0.22,7.14,11.54,2.48,0.29,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.185,173.587,-3200 to -3500,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-002,MW8701,dredge,"basalt; basalt; , 5% pc of plag (<0.5 mm) and ol (<0.2 mm); <5% vesicles (0.5 mm); seive-textured and hollow pc; glass-filled segregation vesicles",,"Price,1990(229)",FL-ES(1388); TITR(1387); XRF(1386)
MOA8701-004-001,WR,49.88,1.75,15.83,6.47,1.94,,,0.18,8.58,10.44,3,0.66,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.358,173.588,-3150 to -3750,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-004,MW8701,dredge,"basalt; basalt; , 10% pc of ol (<0.2 mm); 5% vesicles (0.3 mm); very fine-grained, matrix glassy; ol aggregates up to 1 mm(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",FL-ES(1388); TITR(1387); XRF(1386)
MOA8701-006-010,WR,50.44,1.3,15.21,7.28,2.03,,,0.2,8.01,12.39,2.73,0.14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.065,173.913,-2000 to -2040,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-006,MW8701,dredge,"basalt; basalt; , 20-30% pc of plag (<8 mm) and ol (<1 mm); 5-10% vesicles (0.1 mm); plag: both homogeneous and normal zoned types present, larger crystals reversed rims; aggregates of pc up to 1 cm(ref-229);ol+plag-phyric(ref-526);",,"Price,1990(229)",FL-ES(1388); TITR(1387); XRF(1386)
MOA8701-010-001,WR,49.18,1.39,15.41,6.44,3.21,,,0.19,8.68,11.58,2.51,0.3,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.837,173.408,-3583 to -3630,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-010,MW8701,dredge,"basalt; basalt; , 15-20% pc of ol (<1 mm); 15-20% vesicles (0.5 mm); plag present as small (0.3 mm), hollow needles; ol skeletal and sp inclusions common; loose aggregates of pc to 1-2 mm(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",FL-ES(1388); TITR(1387); XRF(1386)
MOA8701-010-005,WR,48.85,2.21,15.73,5.82,2.17,,,0.17,8.49,10.16,2.73,1.06,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.837,173.408,-3583 to -3630,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-010,MW8701,dredge,"basalt; basalt; , 15-20% pc of ol (<1.5 mm); 25-30% vesicles (<0.1 mm); ol skeletal with sp inclusions common; loose aggregates of pc to 2 mm; some large (1 cm), elongate gas cavaties(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",FL-ES(1388); TITR(1387); XRF(1386)
MOA8701-013-005,WR,50.27,2.05,17.33,6.24,1.37,,,0.17,6.9,9.98,3.61,1.19,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.565,175.902,-335,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-013,MW8701,dredge,"basalt; basalt; , 40-50% pc of plag (<1.5 mm) and ol (<1 mm); 30-40% vesicles (1-2 mm); plag: oscillatory zoned, seive-textured cores; ol inclusions in plag, sp inclusions in ol; late segregation of vesicluar glass into some vesicles",,"Price,1990(229)",FL-ES(1388); TITR(1387); XRF(1386)
MOA8701-002-011,GL,50.25,1.67,14.54,,,11.3,,0.19,7.29,11.72,2.33,0.16,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.185,173.587,-3200 to -3500,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-002,MW8701,dredge,"basalt; basalt; , 5% pc of plag (<0.5 mm) and ol (<0.2 mm); <5% vesicles (0.5 mm); seive-textured and hollow pc; glass-filled segregation vesicles",,"Price,1990(229)",EMP(1385)
MOA8701-004-001,GL,50.46,1.74,16.36,,,8.11,,0.15,7.39,10.82,3.07,0.54,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.358,173.588,-3150 to -3750,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-004,MW8701,dredge,"basalt; basalt; , 10% pc of ol (<0.2 mm); 5% vesicles (0.3 mm); very fine-grained, matrix glassy; ol aggregates up to 1 mm(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",EMP(1385)
MOA8701-006-010,GL,50.81,1.28,14.97,,,9.67,,0.19,7.51,12.27,2.7,0.13,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.065,173.913,-2000 to -2040,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-006,MW8701,dredge,"basalt; basalt; , 20-30% pc of plag (<8 mm) and ol (<1 mm); 5-10% vesicles (0.1 mm); plag: both homogeneous and normal zoned types present, larger crystals reversed rims; aggregates of pc up to 1 cm(ref-229);ol+plag-phyric(ref-526);",,"Price,1990(229)",EMP(1385)
MOA8701-010-001,GL,50.01,1.34,15.74,,,9.23,,0.19,7.71,11.74,2.67,0.23,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.837,173.408,-3583 to -3630,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-010,MW8701,dredge,"basalt; basalt; , 15-20% pc of ol (<1 mm); 15-20% vesicles (0.5 mm); plag present as small (0.3 mm), hollow needles; ol skeletal and sp inclusions common; loose aggregates of pc to 1-2 mm(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",EMP(1385)
MOA8701-010-005,GL,49.9,2.22,16.45,,,7.41,,0.14,7.08,10.48,2.81,1.17,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.837,173.408,-3583 to -3630,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-010,MW8701,dredge,"basalt; basalt; , 15-20% pc of ol (<1.5 mm); 25-30% vesicles (<0.1 mm); ol skeletal with sp inclusions common; loose aggregates of pc to 2 mm; some large (1 cm), elongate gas cavaties(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",EMP(1385)
MOA8701-013-005,GL,51.11,2.58,15.62,,,8.19,,0.15,4.95,9.46,3.84,1.6,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.565,175.902,-335,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-013,MW8701,dredge,"basalt; basalt; , 40-50% pc of plag (<1.5 mm) and ol (<1 mm); 30-40% vesicles (1-2 mm); plag: oscillatory zoned, seive-textured cores; ol inclusions in plag, sp inclusions in ol; late segregation of vesicluar glass into some vesicles",,"Price,1990(229)",EMP(1385)
MOA8701-002-011,WR,,,,,,,,,,,,,,5.7,15.9,2.3,12.7,3.72,1.27,5.2,,6.91,,4.55,,4.09,,40,,,281,,66,20,,,,,5,108,,4,37.4,,116,,,,,432,,40,109,114,,,,,,,-16.185,173.587,-3200 to -3500,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-002,MW8701,dredge,"basalt; basalt; , 5% pc of plag (<0.5 mm) and ol (<0.2 mm); <5% vesicles (0.5 mm); seive-textured and hollow pc; glass-filled segregation vesicles",,"Price,1990(229)",EMP(1385); XRF(1386); XRF(1390)
MOA8701-004-001,WR,,,,,,,,,,,,,,10.3,23.9,3.15,15,3.47,1.23,4.36,,5.01,,3.07,,2.67,,128,,,315,,90,18,,,,,17,153,,13,34.2,,242,,2,,,366,,28,76,121,,,,,,,-16.358,173.588,-3150 to -3750,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-004,MW8701,dredge,"basalt; basalt; , 10% pc of ol (<0.2 mm); 5% vesicles (0.3 mm); very fine-grained, matrix glassy; ol aggregates up to 1 mm(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",EMP(1385); XRF(1386); XRF(1390)
MOA8701-006-010,WR,,,,,,,,,,,,,,3.7,10.2,1.39,8.2,2.1,0.8,3.18,,4.14,,2.61,,2.37,,30,,,258,,179,14,,,,,5,71,3,2,40.7,,144,,3,,1,267,,28,83,74,,,,,,,-17.065,173.913,-2000 to -2040,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-006,MW8701,dredge,"basalt; basalt; , 20-30% pc of plag (<8 mm) and ol (<1 mm); 5-10% vesicles (0.1 mm); plag: both homogeneous and normal zoned types present, larger crystals reversed rims; aggregates of pc up to 1 cm(ref-229);ol+plag-phyric(ref-526);",,"Price,1990(229)",EMP(1385); XRF(1386); XRF(1390)
