ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Hf
2485,"NIU,1997(33)",ICPMS(44),1036,WASRAI2-066-001,10.128,-103.333,1.00E-03,-2600,-2644,SEAMOUNT,,GL,1.399
2486,"NIU,1997(33)",ICPMS(44),1037,WASRAI2-068-005,10.19,-103.412,1.00E-03,-3177,-3220,SEAMOUNT,,GL,6.801
2487,"NIU,1997(33)",ICPMS(44),1038,WASRAI2-069-001,10.337,-103.638,1.00E-03,-2985,-3000,SEAMOUNT,,GL,5.059
2488,"NIU,1997(33)",ICPMS(44),1039,WASRAI2-070-001,10.297,-103.618,1.00E-03,-2964,-3010,SEAMOUNT,,GL,3.718
2489,"NIU,1997(33)",ICPMS(44),1041,WASRAI2-072-021,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,7.753
2490,"NIU,1997(33)",ICPMS(44),1040,WASRAI2-072-002,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,1.969
2491,"NIU,1997(33)",ICPMS(44),1042,WASRAI2-073-001,10.382,-103.923,1.00E-03,-2547,-2620,SEAMOUNT,,GL,1.989
2492,"NIU,1997(33)",ICPMS(44),1043,WASRAI2-074-006,10.61,-103.847,1.00E-03,-2320,-2500,SEAMOUNT,,GL,1.074
2493,"NIU,1997(33)",ICPMS(44),1044,WASRAI2-075-002,10.698,-103.872,1.00E-03,-3115,-3115,SEAMOUNT,,GL,11.607
2494,"NIU,1997(33)",ICPMS(44),1045,WASRAI2-076-001,10.63,-103.24,1.00E-03,-2344,-2381,SEAMOUNT,,GL,1.434
2495,"NIU,1997(33)",ICPMS(44),1046,WASRAI2-078-006,11.217,-103.59,1.00E-03,-2420,-2780,SEAMOUNT,,GL,2.448
2496,"NIU,1997(33)",ICPMS(44),1047,WASRAI2-079-002,11.979,-103.243,1.00E-03,-1600,-1700,SEAMOUNT,,GL,2.55
2497,"NIU,1997(33)",ICPMS(44),1048,WASRAI2-080-001,11.805,-103.252,1.00E-03,-1589,-1619,SEAMOUNT,,GL,2.903
2498,"NIU,1997(33)",ICPMS(44),1049,WASRAI2-081-001,11.525,-103.562,1.00E-03,-2174,-2276,SEAMOUNT,,GL,1.661
2499,"NIU,1997(33)",ICPMS(44),1050,WASRAI2-082-001,11.505,-103.603,1.00E-03,-2632,-2660,SEAMOUNT,,GL,1.379
2500,"NIU,1997(33)",ICPMS(44),1051,WASRAI2-083-003,11.238,-103.593,1.00E-03,-2785,-2905,SEAMOUNT,,GL,3.466
2501,"NIU,1997(33)",ICPMS(44),1052,WASRAI2-084-003,11.48,-103.87,1.00E-03,-2244,-2325,SEAMOUNT,,GL,2.463
2502,"NIU,1997(33)",ICPMS(44),1053,WASRAI2-086-002,11.5,-103.977,1.00E-03,-2509,-2559,SEAMOUNT,,GL,2.803
2503,"NIU,1997(33)",ICPMS(44),1054,WASRAI2-089-SG,11.523,-103.88,1.00E-03,-2448,-2455,SEAMOUNT,,GL,2.739
2504,"NIU,1997(33)",ICPMS(44),1005,WASRAI2-009-001,8.392,-103.525,1.00E-03,-3090,-3140,SEAMOUNT,,GL,2.349
2505,"NIU,1997(33)",ICPMS(44),1055,WASRAI2-091-004,11.787,-103.852,1.00E-03,-2620,-2630,SEAMOUNT,,GL,2.411
2506,"NIU,1997(33)",ICPMS(44),1056,WASRAI2-092-006,11.937,-103.89,1.00E-03,-2844,-2867,SEAMOUNT,,GL,7.443
2507,"NIU,1997(33)",ICPMS(44),1057,WASRAI2-093-007,12.29,-103.645,1.00E-03,-2680,-2721,SEAMOUNT,,GL,2.404
2508,"NIU,1997(33)",ICPMS(44),1058,WASRAI2-094-002,12.34,-103.715,1.00E-03,-2694,-2725,SEAMOUNT,,GL,1.973
2509,"NIU,1997(33)",ICPMS(44),1059,WASRAI2-096-024,13.073,-103.453,1.00E-03,-2525,-2540,SEAMOUNT,,GL,2.014
2510,"NIU,1997(33)",ICPMS(44),1060,WASRAI2-100-001,13.13,-102.765,1.00E-03,-1816,-1828,SEAMOUNT,,GL,2.315
2511,"NIU,1997(33)",ICPMS(44),1061,WASRAI2-102-001,13.212,-103.675,1.00E-03,-2350,-2350,SEAMOUNT,,GL,1.756
2512,"NIU,1997(33)",ICPMS(44),1062,WASRAI2-103-003,13.835,-103.805,1.00E-03,-2870,-2940,SEAMOUNT,,GL,2.432
2513,"NIU,1997(33)",ICPMS(44),1063,WASRAI2-104-001,13.902,-103.76,1.00E-03,-1842,-1851,SEAMOUNT,,GL,3.078
2514,"NIU,1997(33)",ICPMS(44),1064,WASRAI2-105-005,14.125,-103.815,1.00E-03,-2679,-2685,SEAMOUNT,,GL,2.457
2515,"NIU,1997(33)",ICPMS(44),1065,WASRAI2-106-001,14.108,-103.853,1.00E-03,-2746,-2871,SEAMOUNT,,GL,3.062
2516,"NIU,1997(33)",ICPMS(44),1066,WASRAI2-107-008,14.175,-104.437,1.00E-03,-2200,-2280,SEAMOUNT,,GL,1.475
2517,"NIU,1997(33)",ICPMS(44),1067,WASRAI2-109-005,14.137,-104.303,1.00E-03,-2570,-2610,SEAMOUNT,,GL,2.281
2518,"NIU,1997(33)",ICPMS(44),1068,WASRAI2-110-004,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,4.496
2519,"NIU,1997(33)",ICPMS(44),1069,WASRAI2-110-005,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,3.379
2520,"NIU,1997(33)",ICPMS(44),1070,WASRAI2-111-003,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,3.827
2521,"NIU,1997(33)",ICPMS(44),1071,WASRAI2-111-004,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,3.998
2522,"NIU,1997(33)",ICPMS(44),1072,WASRAI2-112-002,14.15,-104.352,1.00E-03,-2800,-2800,SEAMOUNT,,GL,4.468
2523,"NIU,1997(33)",ICPMS(44),1073,WASRAI2-116-001,14.453,-104.028,1.00E-03,-2876,-3053,SEAMOUNT,,GL,2.324
2524,"NIU,1997(33)",ICPMS(44),1074,WASRAI2-118-002,14.675,-103.792,1.00E-03,-2580,-2600,SEAMOUNT,,GL,3.209
2525,"NIU,1997(33)",ICPMS(44),1007,WASRAI2-012-001,8.363,-105.638,1.00E-03,-2833,-3020,SEAMOUNT,,GL,2.109
2526,"NIU,1997(33)",ICPMS(44),1075,WASRAI2-121-003,14.572,-104.518,1.00E-03,-2879,-2995,SEAMOUNT,,GL,2.539
2527,"NIU,1997(33)",ICPMS(44),1076,WASRAI2-123-004,14.797,-104.507,0.001,-2580,-2600,SEAMOUNT,,GL,2.213
2845,"BOUGAULT,1988(49)",ENAA(124),56,ABP1985-040-001,12.403,-44.113,0.01,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,2.4
2846,"BOUGAULT,1988(49)",ENAA(124),57,ABP1985-040-002,12.403,-44.113,1.00E-02,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.2
2847,"BOUGAULT,1988(49)",ENAA(124),59,ABP1985-043-001,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,3.4
2848,"BOUGAULT,1988(49)",ENAA(124),60,ABP1985-043-001HV,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.4
2849,"BOUGAULT,1988(49)",ENAA(124),61,ABP1985-043-001LV,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.5
2850,"BOUGAULT,1988(49)",ENAA(124),63,ABP1985-043-003,13.773,-44.988,0.001,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.3
2851,"BOUGAULT,1988(49)",ENAA(124),66,ABP1985-044-001,14.332,-45.04,0.01,-3090,-3090,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3
2852,"BOUGAULT,1988(49)",ENAA(124),68,ABP1985-044-003,14.332,-45.04,0.01,-3090,-3090,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.2
2853,"BOUGAULT,1988(49)",ENAA(124),69,ABP1985-045-001,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,3.1
2854,"BOUGAULT,1988(49)",ENAA(124),70,ABP1985-045-002,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.3
2855,"BOUGAULT,1988(49)",ENAA(124),71,ABP1985-046-002,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.1
2856,"BOUGAULT,1988(49)",ENAA(124),72,ABP1985-046-003,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,3.1
2857,"BOUGAULT,1988(49)",ENAA(124),74,ABP1985-047-001,15.88,-46.58,0.01,-3760,-3760,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,2.9
2858,"BOUGAULT,1988(49)",ENAA(124),76,ABP1985-048-001,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.3
2859,"BOUGAULT,1988(49)",ENAA(124),78,ABP1985-048-002,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,3.1
2860,"BOUGAULT,1988(49)",ENAA(124),79,ABP1985-048-003,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.3
2861,"BOUGAULT,1988(49)",ENAA(124),432,CHR0077-006-119,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.49
2862,"BOUGAULT,1988(49)",ENAA(124),433,CHR0077-006-124,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.6
2863,"BOUGAULT,1988(49)",ENAA(124),434,CHR0077-006-125,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.34
2864,"BOUGAULT,1988(49)",ENAA(124),435,CHR0077-006-126,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.53
2865,"BOUGAULT,1988(49)",ENAA(124),436,CHR0077-006-157,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,2.47
2866,"BOUGAULT,1988(49)",ENAA(124),440,CHR0077-006-201,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.57
2867,"BOUGAULT,1988(49)",ENAA(124),441,CHR0077-006-203,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.8
2868,"BOUGAULT,1988(49)",ENAA(124),442,CHR0077-006-205,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.94
2869,"BOUGAULT,1988(49)",ENAA(124),443,CHR0078-008-013,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,4.54
2870,"BOUGAULT,1988(49)",ENAA(124),444,CHR0078-008-020,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,4.36
2871,"BOUGAULT,1988(49)",ENAA(124),445,CHR0078-008-023,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,2.13
2872,"BOUGAULT,1988(49)",ENAA(124),446,CHR0078-008-026,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,2.05
2873,"BOUGAULT,1988(49)",ENAA(124),447,CHR0078-008-027,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,3.94
2874,"BOUGAULT,1988(49)",ENAA(124),448,CHR0078-008-046,10.62,-40.83,1.00E-02,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,4.42
2987,"DOSSO,1991(50)",NAA(134),756,PIL7003-031-A,11.517,-43.603,1.00E-03,-3000,-3175,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,1.6
2988,"DOSSO,1991(50)",NAA(134),757,PIL7003-031-L,11.517,-43.603,1.00E-03,-3000,-3175,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,1.6
2989,"DOSSO,1991(50)",NAA(134),8583,PIL7003-030,11.478,-43.63,1.00E-03,-3400,-3600,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3
2990,"DOSSO,1991(50)",NAA(134),758,PIL7003-032-B,11.425,-43.575,1.00E-03,-2650,-2650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.7
2991,"DOSSO,1991(50)",NAA(134),8584,PIL7003-032-D,11.425,-43.575,1.00E-03,-2650,-2650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.5
2992,"DOSSO,1991(50)",NAA(134),753,PIL7003-029-A,11.283,-43.625,1.00E-03,-3900,-3900,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,3.1
2993,"DOSSO,1991(50)",NAA(134),754,PIL7003-029-D,11.283,-43.625,1.00E-03,-3900,-3900,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,3.2
2994,"DOSSO,1991(50)",NAA(134),8582,PIL7003-012,10.967,-43.7,1.00E-03,-4600,-4600,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.8
3804,"LANGMUIR,1977(46)",SSMS(158),191,ALV0523-001,36.827,-33.252,1.00E-03,-2726,-2726,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.65
3805,"LANGMUIR,1977(46)",SSMS(158),229,ALV0527-001-001,36.808,-33.26,1.00E-03,-2707,-2707,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.8
3806,"LANGMUIR,1977(46)",SSMS(158),253,ALV0529-004,36.818,-33.265,0.001,-2649,-2649,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.71
4774,"PERFIT,1983(107)",SSMS(236),1561,ALV1000-005B,0.78,-86.1,0.01,-2485,-2485,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,2
4776,"PERFIT,1983(107)",SSMS(236),1555,ALV0994-005B,0.68,-85.47,0.01,-2675,-2675,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,2.51
4778,"PERFIT,1983(107)",SSMS(236),1560,ALV0999-004B,0.73,-85.83,0.01,-2628,-2628,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,3.32
4780,"PERFIT,1983(107)",SSMS(236),1557,ALV0996-001B,0.73,-85.37,0.01,-2570,-2570,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,5.62
4782,"PERFIT,1983(107)",SSMS(236),1556,ALV0995-003B,0.7,-85.4,1.00E-02,-2731,-2731,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,7.62
4784,"PERFIT,1983(107)",SSMS(236),1552,ALV0994-001D,0.68,-85.47,1.00E-03,-1450,-1500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,9.11
4786,"PERFIT,1983(107)",SSMS(236),1553,ALV0994-002E,0.68,-85.47,0.001,-2599,-2599,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,8.13
4788,"PERFIT,1983(107)",SSMS(236),1554,ALV0994-003A,0.68,-85.47,0.01,-2587,-2587,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,11.1
4790,"PERFIT,1983(107)",SSMS(236),1559,ALV0999-001B,0.73,-85.83,0.01,-2459,-2459,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,16
